close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
203967,Dario Šarić,1610612755,PHI,F,23.0,81,80,0.497,224,417,0.537,0.557,-0.02
1626158,Richaun Holmes,1610612755,PHI,F,23.0,57,55,0.626,187,328,0.57,0.562,0.008
1626143,Jahlil Okafor,1610612755,PHI,C,21.0,50,50,0.582,173,319,0.542,0.561,-0.018
203496,Robert Covington,1610612755,PHI,F,26.0,67,64,0.37,149,278,0.536,0.552,-0.016
203954,Joel Embiid,1610612755,PHI,C,23.0,31,31,0.618,108,254,0.425,0.565,-0.14
203917,Nik Stauskas,1610612755,PHI,G,23.0,80,74,0.353,159,243,0.654,0.557,0.097
204456,T.J. McConnell,1610612755,PHI,G,25.0,81,76,0.304,119,197,0.604,0.535,0.069
201945,Gerald Henderson,1610612755,PHI,G,29.0,71,66,0.302,98,159,0.616,0.56,0.057
1627789,Timothe Luwawu-Cabarrot,1610612755,PHI,G-F,22.0,68,55,0.396,89,153,0.582,0.558,0.024
1626147,Justin Anderson,1610612755,PHI,G-F,23.0,66,60,0.374,83,143,0.58,0.553,0.027
200771,Sergio Rodriguez,1610612755,PHI,G,31.0,68,55,0.308,74,105,0.705,0.523,0.182
1627848,Shawn Long,1610612755,PHI,F,24.0,17,16,0.612,46,79,0.582,0.555,0.027
201168,Tiago Splitter,1610612755,PHI,C-F,32.0,8,7,0.59,13,23,0.565,0.551,0.015
1627816,Alex Poythress,1610612755,PHI,F,23.0,6,6,0.361,6,13,0.462,0.575,-0.113
202712,Justin Harper,1610612755,PHI,F,27.0,3,2,0.611,5,11,0.455,0.545,-0.091
201573,Jerryd Bayless,1610612755,PHI,G,28.0,3,3,0.529,5,9,0.556,0.536,0.019
