player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank,team
1630598,Aaron Wiggins,Aaron,1610612760,OKC,24.0,70,37,33,0.529,1297.0,0.143,0.163,0.149,0.147,0.136,0.118,0.114,0.224,0.166,0.182,0.12,0.16,0.173,0.146,0.228,0.204,0.119,0.154,116,110,385,220,213,385,326,387,339,372,339,362,188,308,263,354,243,328,288,372,257,389,360,OKC
1630197,Aleksej Pokusevski,Aleksej,1610612760,OKC,21.0,34,16,18,0.471,701.0,0.179,0.18,0.184,0.239,0.215,0.092,0.118,0.256,0.245,0.248,0.187,0.203,0.183,0.506,0.111,0.192,0.116,0.173,385,357,165,330,331,228,258,248,168,221,397,350,153,133,135,209,377,296,36,121,215,393,284,OKC
203967,Dario Šarić,Dario,1610612760,OKC,29.0,57,26,31,0.456,806.0,0.186,0.184,0.186,0.218,0.219,0.194,0.189,0.28,0.291,0.288,0.164,0.224,0.163,0.132,0.214,0.277,0.193,0.189,246,253,357,352,310,202,245,243,214,214,169,195,136,77,101,247,421,358,316,337,438,200,211,OKC
1630198,Isaiah Joe,Isaiah,1610612760,OKC,23.0,73,36,37,0.493,1395.0,0.17,0.182,0.193,0.384,0.368,0.122,0.125,0.09,0.17,0.15,0.128,0.11,0.193,0.087,0.076,0.169,0.153,0.194,92,126,450,288,201,277,252,221,18,20,326,339,407,297,352,329,106,266,398,72,142,305,194,OKC
1631114,Jalen Williams,Jalen,1610612760,OKC,22.0,75,36,39,0.48,2276.0,0.18,0.203,0.182,0.137,0.135,0.181,0.176,0.163,0.168,0.167,0.215,0.205,0.252,0.173,0.193,0.187,0.171,0.193,70,126,472,317,57,227,183,253,359,379,203,221,272,300,296,172,380,111,231,300,199,253,198,OKC
1630215,Jared Butler,Jared,1610612760,OKC,22.0,6,3,3,0.5,77.0,0.208,0.231,0.227,0.35,0.233,0.0,0.0,0.083,0.052,0.057,0.182,0.217,0.5,0.0,0.5,0.161,0.12,0.216,493,481,29,264,481,133,111,115,32,175,511,516,424,530,531,218,406,5,491,532,117,388,135,OKC
1631119,Jaylin Williams,Jaylin,1610612760,OKC,21.0,49,23,26,0.469,914.0,0.133,0.128,0.134,0.201,0.173,0.112,0.126,0.196,0.325,0.29,0.162,0.146,0.182,0.207,0.145,0.314,0.238,0.133,299,281,273,335,284,436,446,446,245,316,357,337,218,44,100,252,199,298,187,199,476,130,428,OKC
1630526,Jeremiah Robinson-Earl,Jeremiah,1610612760,OKC,22.0,43,16,27,0.372,814.0,0.143,0.15,0.158,0.178,0.195,0.113,0.115,0.351,0.201,0.242,0.1,0.086,0.176,0.162,0.14,0.217,0.113,0.147,327,357,291,423,305,386,384,353,281,273,355,354,101,220,147,410,62,316,255,185,293,402,387,OKC
1630581,Josh Giddey,Josh,1610612760,OKC,20.0,76,34,42,0.447,2367.0,0.239,0.252,0.244,0.136,0.146,0.123,0.135,0.261,0.285,0.278,0.381,0.315,0.142,0.146,0.285,0.141,0.122,0.221,55,149,493,364,43,85,70,84,360,358,320,318,150,83,110,31,511,414,286,460,70,384,123,OKC
1629026,Kenrich Williams,Kenrich,1610612760,OKC,28.0,53,26,27,0.491,1206.0,0.134,0.167,0.151,0.167,0.157,0.039,0.07,0.317,0.209,0.239,0.173,0.1,0.211,0.143,0.107,0.192,0.137,0.147,277,253,291,299,229,427,310,385,304,337,494,455,122,200,149,233,85,200,292,110,216,347,385,OKC
1630322,Lindy Waters III,Lindy,1610612760,OKC,25.0,41,20,21,0.488,531.0,0.148,0.15,0.175,0.337,0.342,0.073,0.076,0.139,0.152,0.149,0.098,0.072,0.152,0.324,0.063,0.197,0.059,0.162,346,310,200,301,361,369,383,283,41,31,437,440,307,355,354,423,43,386,107,58,234,498,331,OKC
