group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank
Players,203952,Andrew Wiggins,Andrew,1610612750,MIN,24.0,37,13,24,0.351,4.0,0.591,0.409,0.563,0.25,0.094,0.188,0.343,0.063,0.313,0.444,0.556,1.0,0.0,0.5,0.5,10,44,0.227,39,117,443,349,45,213,180,141,19,222,53,82,213,226,183,142,1,92,208,106,112,52,327
Players,201229,Anthony Tolliver,Anthony,1610612750,MIN,34.0,16,5,11,0.313,2.5,0.0,1.0,0.0,0.0,0.6,0.4,0.4,0.133,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,8,0.375,220,262,280,377,245,369,1,325,143,40,17,53,138,315,275,261,1,92,1,267,226,229,233
Players,1629244,Cam Reynolds,Cam,1610612750,MIN,24.0,4,2,2,0.5,1.7,0.667,0.333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,354,331,72,178,333,165,210,325,143,234,182,295,229,315,275,261,222,92,318,267,348,303,348
Players,203967,Dario Šarić,Dario,1610612750,MIN,25.0,32,14,18,0.438,2.7,0.143,0.857,0.0,0.0,0.429,0.0,0.571,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,14,0.071,73,102,405,273,224,366,27,325,143,90,182,29,229,315,275,261,1,92,1,267,291,178,347
Players,201565,Derrick Rose,Derrick,1610612750,MIN,30.0,25,10,15,0.4,3.5,0.769,0.231,0.656,0.281,0.188,0.031,0.156,0.125,0.375,0.19,0.81,0.5,0.5,0.24,0.76,25,52,0.481,135,167,354,308,101,127,266,105,16,194,169,243,148,181,246,79,192,32,294,54,36,42,145
Players,203476,Gorgui Dieng,Gorgui,1610612750,MIN,29.0,8,2,6,0.25,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,292,331,179,388,431,369,314,325,143,234,182,295,229,315,275,261,222,92,318,267,348,393,348
Players,1629123,Jared Terrell,Jared,1610612750,MIN,24.0,1,0,1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,415,417,19,417,436,369,314,325,143,234,182,295,229,315,275,261,222,92,318,267,348,393,348
Players,201952,Jeff Teague,Jeff,1610612750,MIN,31.0,20,9,11,0.45,2.9,0.727,0.273,0.56,0.0,0.24,0.0,0.2,0.08,0.56,0.286,0.714,0.5,0.5,0.333,0.667,9,22,0.409,177,186,280,261,201,143,250,143,143,170,182,190,193,111,216,105,192,32,272,70,124,119,201
Players,201573,Jerryd Bayless,Jerryd,1610612750,MIN,30.0,8,4,4,0.5,4.4,0.667,0.333,0.286,0.0,0.643,0.0,0.071,0.0,0.286,0.0,1.0,0.667,0.333,0.4,0.6,5,18,0.278,292,277,129,178,32,165,210,274,143,32,182,283,229,234,275,1,170,54,257,86,188,146,302
Players,1629006,Josh Okogie,Josh,1610612750,MIN,20.0,22,9,13,0.409,2.0,0.286,0.714,0.286,0.0,0.643,0.0,0.071,0.143,0.286,1.0,0.0,1.0,0.0,1.0,0.0,5,7,0.714,161,186,315,307,305,337,54,274,143,32,182,283,124,234,1,261,1,92,1,267,188,242,31
