player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
1628389,Bam Adebayo,Bam,1610612748,MIA,24.0,18,11,7,0.611,613.7416666666667,104,175,0.594,0,1,0.0,58,76,0.763,37,107,144,48,38,18,13,8,55,85,266,78,565.8,6,0,520.0,15,15,194,30,14,13,20,29,162,174,162,12,10,106,5,8,9,21,10,16,12,183,208,9,13,11,14,5,3,14,MIA
1628997,Caleb Martin,Caleb,1610612748,MIA,26.0,17,11,6,0.647,208.945,32,80,0.4,10,33,0.303,2,6,0.333,12,25,37,5,10,10,2,8,17,16,76,-42,153.9,0,0,152.0,26,15,162,24,65,67,63,139,63,59,117,140,115,167,39,71,63,126,71,38,86,183,136,71,75,201,74,44,3,73,MIA
203473,Dewayne Dedmon,Dewayne,1610612748,MIA,32.0,14,10,4,0.714,137.50666666666666,21,45,0.467,1,10,0.1,10,12,0.833,15,27,42,5,7,1,3,3,36,12,53,-10,115.9,0,0,109.0,38,21,52,12,104,93,96,94,144,123,160,83,84,61,29,69,59,126,93,143,73,126,189,85,104,131,100,44,3,102,MIA
1629130,Duncan Robinson,Duncan,1610612748,MIA,28.0,13,9,4,0.692,159.34166666666667,25,57,0.439,18,47,0.383,5,6,0.833,2,21,23,5,3,4,1,3,22,8,73,6,120.1,0,0,129.0,40,27,52,13,92,78,79,109,39,44,66,109,115,61,129,83,96,126,134,92,106,126,151,111,77,70,98,44,3,89,MIA
1629216,Gabe Vincent,Gabe,1610612748,MIA,26.0,18,11,7,0.611,422.9433333333333,50,131,0.382,25,81,0.309,19,20,0.95,3,32,35,57,25,14,5,8,41,24,144,76,303.5,0,0,299.0,15,15,194,30,31,44,37,157,24,17,115,49,61,29,114,58,71,18,24,22,53,183,194,46,42,12,40,44,3,39,MIA
1629312,Haywood Highsmith,Haywood,1610612748,MIA,25.0,8,4,4,0.5,31.066666666666663,3,7,0.429,3,5,0.6,0,0,0.0,2,3,5,3,3,0,0,1,2,1,9,9,16.5,0,0,20.0,91,87,52,69,168,169,174,113,120,144,7,176,180,176,129,175,169,150,134,177,148,61,36,174,170,58,177,44,3,173,MIA
202710,Jimmy Butler III,Jimmy,1610612748,MIA,32.0,17,10,7,0.588,629.305,166,328,0.506,23,68,0.338,111,132,0.841,41,84,125,78,25,35,11,13,25,99,466,95,846.0,4,0,784.0,26,21,194,38,13,4,6,53,29,28,93,2,4,59,4,13,10,12,24,1,16,204,165,7,5,8,4,11,3,5,MIA
200768,Kyle Lowry,Kyle,1610612748,MIA,36.0,10,4,6,0.4,294.905,25,86,0.291,13,54,0.241,15,19,0.789,3,33,36,47,19,12,7,6,29,35,78,16,229.7,1,0,212.0,74,87,162,108,52,78,57,189,49,36,135,63,64,95,114,56,68,23,34,31,33,171,176,30,71,43,56,32,3,58,MIA
202693,Markieff Morris,Markieff,1610612748,MIA,32.0,1,0,1,0.0,3.466666666666667,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,1,0,0,1,2,0,0,2,0.2,0,0,1.0,207,186,4,186,211,203,207,203,162,187,162,176,180,176,180,193,200,191,167,177,148,61,36,191,206,90,213,44,3,211,MIA
1629622,Max Strus,Max,1610612748,MIA,26.0,18,11,7,0.611,522.7916666666666,68,182,0.374,47,142,0.331,13,18,0.722,15,58,73,38,20,14,8,8,55,19,196,88,386.6,2,0,398.0,15,15,194,30,18,27,16,162,9,6,109,69,66,121,29,27,29,29,32,22,26,183,208,57,27,9,30,24,3,25,MIA
1630209,Omer Yurtseven,Omer,1610612748,MIA,24.0,9,5,4,0.556,37.81666666666667,12,18,0.667,0,2,0.0,1,3,0.333,1,6,7,3,0,0,1,1,2,2,25,6,40.9,0,0,37.0,80,78,52,54,164,126,140,15,162,163,162,158,143,167,157,156,162,150,186,177,106,61,36,162,135,70,154,44,3,156,MIA
200782,P.J. Tucker,P.J.,1610612748,MIA,37.0,18,11,7,0.611,509.31666666666666,54,109,0.495,23,51,0.451,11,16,0.688,35,67,102,32,13,14,5,4,50,26,142,52,356.4,0,0,337.0,15,15,194,30,19,39,42,65,29,37,29,77,72,129,7,21,16,38,49,22,53,148,203,42,43,18,34,44,3,35,MIA
1629639,Tyler Herro,Tyler,1610612748,MIA,22.0,15,10,5,0.667,381.1433333333333,74,181,0.409,16,70,0.229,25,27,0.926,7,51,58,42,27,9,6,10,21,21,189,-49,339.6,1,0,335.0,33,21,139,16,36,24,18,133,45,26,139,41,44,35,72,37,42,26,22,40,43,192,149,51,30,208,36,32,3,36,MIA
203506,Victor Oladipo,Victor,1610612748,MIA,30.0,15,9,6,0.6,367.71,50,136,0.368,17,62,0.274,42,53,0.792,4,47,51,31,25,19,4,9,29,38,159,18,310.7,0,0,304.0,33,27,162,35,38,44,35,164,42,32,129,18,17,93,97,42,46,39,24,13,63,189,176,26,36,37,39,44,3,38,MIA
