player,team,number,position,height,weight,last_attended,country,profile_url,is_active,is_free_agent,is_retired,headshot_url,birthdate,experience,legacy,draft_year,draft_round,draft_pick,draft_status,player_id
Branden Carlson,OKC,15,Center,84.0,220.0,Utah,USA,https://www.nba.com/player/1642382/branden-carlson,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,,False,0.0,0.0,0.0,UDF,carlsbr01
Alex Caruso,OKC,9,Guard,77.0,186.0,Texas A&M,USA,https://www.nba.com/player/1627936/alex-caruso,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,7.0,False,0.0,0.0,0.0,UDF,carusal01
Ousmane Dieng,OKC,13,Forward,81.0,185.0,New Zealand Breakers,France,https://www.nba.com/player/1631172/ousmane-dieng,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,2.0,False,2022.0,1.0,11.0,Drafted,diengou01
Luguentz Dort,OKC,5,Guard,76.0,220.0,Arizona State,Canada,https://www.nba.com/player/1629652/luguentz-dort,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,5.0,False,0.0,0.0,0.0,UDF,dortlu010
Alex Ducas,OKC,88,Guard,79.0,220.0,St.Mary's College of California,Australia,https://www.nba.com/player/1642505/alex-ducas,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,,False,0.0,0.0,0.0,UDF,ducasal01
Adam Flagler,OKC,14,Guard,75.0,180.0,Baylor,USA,https://www.nba.com/player/1641745/adam-flagler,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,1.0,False,0.0,0.0,0.0,UDF,flaglad01
Shai Gilgeous-Alexander,OKC,2,Guard,78.0,195.0,Kentucky,Canada,https://www.nba.com/player/1628983/shai-gilgeous-alexander,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,6.0,False,2018.0,1.0,11.0,Drafted,gilgesh01
Isaiah Hartenstein,OKC,55,Center-Forward,84.0,250.0,Zalgiris,Germany,https://www.nba.com/player/1628392/isaiah-hartenstein,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,6.0,False,2017.0,2.0,43.0,Drafted,harteis01
Chet Holmgren,OKC,7,Center-Forward,85.0,208.0,Gonzaga,USA,https://www.nba.com/player/1631096/chet-holmgren,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1631096.png,1980-01-01,1.0,False,2022.0,1.0,2.0,Drafted,holmgch01
Isaiah Joe,OKC,11,Guard,75.0,165.0,Arkansas,USA,https://www.nba.com/player/1630198/isaiah-joe,True,False,False,https://cdn.nba.com/headshots/nba/latest/260x190/1628983.png,1980-01-01,4.0,False,2020.0,2.0,49.0,Drafted,joeis0100
