GAME_ID,GAME_DATE,AWAY_TEAM,HOME_TEAM,GAME_WEEK
22300061,2023-10-24,LAL,DEN,1
22300078,2023-10-27,DEN,MEM,2
22300095,2023-10-29,DEN,OKC,3
22300110,2023-10-30,UTA,DEN,4
22300123,2023-11-01,DEN,MIN,5
22300006,2023-11-03,DAL,DEN,6
22300139,2023-11-04,CHI,DEN,7
22300156,2023-11-06,NOP,DEN,8
22300169,2023-11-08,GSW,DEN,9
22300182,2023-11-12,DEN,HOU,10
22300024,2023-11-14,LAC,DEN,11
22300034,2023-11-17,DEN,NOP,12
22300210,2023-11-19,DEN,CLE,13
22300218,2023-11-20,DEN,DET,14
22300226,2023-11-22,DEN,ORL,15
22300048,2023-11-24,DEN,HOU,16
22300252,2023-11-26,SAS,DEN,17
22300257,2023-11-27,DEN,LAC,18
22300263,2023-11-29,HOU,DEN,19
22300279,2023-12-01,DEN,PHX,20
22300290,2023-12-02,DEN,SAC,21
22301215,2023-12-06,DEN,LAC,22
22301224,2023-12-08,HOU,DEN,23
22300296,2023-12-11,DEN,ATL,24
22300307,2023-12-12,DEN,CHI,25
22300322,2023-12-14,BKN,DEN,26
22300340,2023-12-16,OKC,DEN,27
22300356,2023-12-18,DAL,DEN,28
22300369,2023-12-20,DEN,TOR,29
22300383,2023-12-22,DEN,BKN,30
22300390,2023-12-23,DEN,CHA,31
22300402,2023-12-25,GSW,DEN,32
22300425,2023-12-28,MEM,DEN,33
22300435,2023-12-29,OKC,DEN,34
22300455,2024-01-01,CHA,DEN,35
22300478,2024-01-04,DEN,GSW,36
22300488,2024-01-05,ORL,DEN,37
22300502,2024-01-07,DET,DEN,38
22300524,2024-01-10,DEN,UTA,39
22300539,2024-01-12,NOP,DEN,40
22300550,2024-01-14,IND,DEN,41
22300566,2024-01-16,DEN,PHI,42
22300586,2024-01-19,DEN,BOS,43
22300602,2024-01-21,DEN,WAS,44
22300614,2024-01-23,DEN,IND,45
22300631,2024-01-25,DEN,NYK,46
22300644,2024-01-27,PHI,DEN,47
22300667,2024-01-29,MIL,DEN,48
22300682,2024-01-31,DEN,OKC,49
22300697,2024-02-02,POR,DEN,50
22300712,2024-02-04,POR,DEN,51
22300740,2024-02-08,DEN,LAL,52
22300746,2024-02-09,DEN,SAC,53
22300767,2024-02-12,DEN,MIL,54
22300786,2024-02-14,SAC,DEN,55
22300800,2024-02-22,WAS,DEN,56
22300812,2024-02-23,DEN,POR,57
22300824,2024-02-25,DEN,GSW,58
22300847,2024-02-28,SAC,DEN,59
22300855,2024-02-29,MIA,DEN,60
22300869,2024-03-02,DEN,LAL,61
22300893,2024-03-05,PHX,DEN,62
22300906,2024-03-07,BOS,DEN,63
22300922,2024-03-09,UTA,DEN,64
22300937,2024-03-11,TOR,DEN,65
22300949,2024-03-13,DEN,MIA,66
22300965,2024-03-15,DEN,SAS,67
22300978,2024-03-17,DEN,DAL,68
22300995,2024-03-19,DEN,MIN,69
22301009,2024-03-21,NYK,DEN,70
22301026,2024-03-23,DEN,POR,71
22301040,2024-03-25,MEM,DEN,72
22301059,2024-03-27,PHX,DEN,73
22301071,2024-03-29,MIN,DEN,74
22301077,2024-03-31,CLE,DEN,75
22301099,2024-04-02,SAS,DEN,76
22301114,2024-04-04,DEN,LAC,77
22301130,2024-04-06,ATL,DEN,78
22301154,2024-04-09,DEN,UTA,79
22301164,2024-04-10,MIN,DEN,80
22301180,2024-04-12,DEN,SAS,81
22301193,2024-04-14,DEN,MEM,82
