season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,available_flag,min_sec,season_start,season_end
2020-21,1630186,Jahmi'us Ramsey,Jahmi'us,1610612758,SAC,Sacramento Kings,22001077,2021-05-16T00:00:00,SAC vs. UTA,L,21.2,0.667,0.333,0.667,0.0,0.25,0.417,0.083,0.333,0.667,0.75,0.25,1.0,0.0,0.8,0.2,5,9,0.556,1,11623,11623,11623,13301,8621,12074,6423,6288,10611,1384,10712,2787,4822,5578,11505,1,3266,7321,11944,6152,8309,6415,1,21:12,2020,2021
2020-21,1627745,Damian Jones,Damian,1610612758,SAC,Sacramento Kings,22001077,2021-05-16T00:00:00,SAC vs. UTA,L,35.9,0.846,0.154,0.947,0.211,0.0,0.0,0.053,0.0,0.737,1.0,0.0,0.0,0.0,1.0,0.0,9,13,0.692,1,11623,11623,11623,2282,5124,16706,3233,2762,12591,8314,11671,10450,4345,1,12786,11695,3266,1,13449,1450,4300,2818,1,35:56,2020,2021
2020-21,1626153,Delon Wright,Delon,1610612758,SAC,Sacramento Kings,22001077,2021-05-16T00:00:00,SAC vs. UTA,L,30.5,0.375,0.625,0.571,0.0,0.429,0.0,0.0,0.429,0.571,0.0,1.0,1.0,0.0,0.333,0.667,3,8,0.375,1,11623,11623,11623,6171,16776,4881,8716,6288,6949,8314,12008,1795,6685,13963,1,1,3266,15758,3249,10694,9686,14155,1,30:32,2020,2021
2020-21,1630218,Robert Woodard II,Robert,1610612758,SAC,Sacramento Kings,22001077,2021-05-16T00:00:00,SAC vs. UTA,L,11.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,4,0.25,1,11623,11623,11623,19243,1,17891,1,6288,12591,8314,12008,10450,1,1,12786,11695,3266,1,13449,16702,15987,17720,1,11:09,2020,2021
2020-21,1629002,Chimezie Metu,Chimezie,1610612758,SAC,Sacramento Kings,22001077,2021-05-16T00:00:00,SAC vs. UTA,L,31.9,0.8,0.2,1.0,0.25,0.0,0.5,0.0,0.0,0.75,1.0,0.0,0.0,0.0,1.0,0.0,4,10,0.4,1,11623,11623,11623,5157,5757,15671,1,2051,12591,723,12008,10450,4031,1,12786,11695,3266,1,13449,8251,7133,12966,1,31:52,2020,2021
2020-21,1629056,Terence Davis,Terence,1610612758,SAC,Sacramento Kings,22001077,2021-05-16T00:00:00,SAC vs. UTA,L,31.8,0.643,0.357,0.6,0.0,0.3,0.3,0.1,0.1,0.6,0.333,0.667,0.5,0.5,0.375,0.625,8,14,0.571,1,11623,11623,11623,5209,9929,11860,8272,6288,9690,2558,10055,9422,6340,11378,5196,10450,1302,15545,4196,2196,3568,5826,1,31:48,2020,2021
2020-21,1629663,Louis King,Louis,1610612758,SAC,Sacramento Kings,22001077,2021-05-16T00:00:00,SAC vs. UTA,L,28.2,0.75,0.25,0.5,0.0,0.5,0.0,0.0,0.167,0.5,0.0,1.0,0.5,0.5,0.2,0.8,5,12,0.417,1,11623,11623,11623,7989,6733,14441,10213,6288,5842,8314,12008,7154,7845,13963,1,10450,1302,17444,2203,6152,5097,12627,1,28:10,2020,2021
2020-21,1627741,Buddy Hield,Buddy,1610612758,SAC,Sacramento Kings,22001077,2021-05-16T00:00:00,SAC vs. UTA,L,30.7,0.417,0.583,0.615,0.0,0.231,0.308,0.154,0.154,0.615,0.0,1.0,0.0,1.0,0.0,1.0,5,12,0.417,1,11623,11623,11623,6023,15959,5824,8074,6288,10879,2489,7894,7652,6187,13963,1,11695,1,18111,1,6152,5097,12627,1,30:43,2020,2021
2020-21,1629657,Kyle Guy,Kyle,1610612758,SAC,Sacramento Kings,22001077,2021-05-16T00:00:00,SAC vs. UTA,L,18.6,0.625,0.375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,2,8,0.25,1,11623,11623,11623,15186,10263,11306,17689,6288,1,8314,12008,10450,16797,13963,12786,10450,1302,12332,5193,13638,9686,17720,1,18:38,2020,2021
2020-21,1630186,Jahmi'us Ramsey,Jahmi'us,1610612758,SAC,Sacramento Kings,22000263,2021-05-14T00:00:00,SAC @ MEM,L,29.8,0.417,0.583,0.2,0.0,0.6,0.0,0.2,0.2,0.2,1.0,0.0,1.0,0.0,1.0,0.0,3,12,0.25,1,11623,11623,11623,6729,15959,5824,16616,6288,3702,8314,5845,6008,15084,1,12786,1,3266,1,13449,10694,5097,17720,1,29:48,2020,2021
