close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
203903,Jordan Clarkson,1610612747,LAL,G,24.0,79,79,0.571,2.46,6.25,0.393,0.377,0.015
1626156,D'Angelo Russell,1610612747,LAL,G,20.0,79,79,0.537,1.96,5.43,0.361,0.369,-0.007
101150,Lou Williams,1610612747,LAL,G,29.0,67,65,0.61,1.61,5.18,0.311,0.373,-0.062
1626148,Anthony Brown,1610612747,LAL,F,23.0,27,26,0.578,1.7,4.96,0.343,0.377,-0.033
977,Kobe Bryant,1610612747,LAL,F-G,37.0,66,66,0.626,1.8,4.71,0.383,0.369,0.013
203944,Julius Randle,1610612747,LAL,F,21.0,81,78,0.414,1.7,4.67,0.365,0.374,-0.009
1626273,Marcelo Huertas,1610612747,LAL,G,33.0,51,48,0.609,1.25,3.51,0.358,0.37,-0.013
201579,Roy Hibbert,1610612747,LAL,C,29.0,81,78,0.277,1.28,3.09,0.416,0.386,0.03
1897,Metta World Peace,1610612747,LAL,F,36.0,34,34,0.556,1.09,3.09,0.352,0.369,-0.017
1626204,Larry Nance Jr.,1610612747,LAL,F,23.0,63,60,0.442,1.03,2.97,0.348,0.37,-0.023
201156,Nick Young,1610612747,LAL,F-G,31.0,54,52,0.512,1.19,2.74,0.432,0.363,0.07
101138,Brandon Bass,1610612747,LAL,F,31.0,64,60,0.332,0.88,2.56,0.341,0.378,-0.037
203527,Ryan Kelly,1610612747,LAL,F,25.0,36,30,0.443,0.64,2.28,0.28,0.372,-0.092
204028,Tarik Black,1610612747,LAL,C-F,24.0,38,30,0.376,0.76,2.26,0.337,0.378,-0.041
203135,Robert Sacre,1610612747,LAL,C,27.0,22,20,0.29,0.86,1.82,0.475,0.395,0.08
