group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank
Players,1641710,Anthony Black,Anthony,1610612753,ORL,21.0,18,11,7,0.611,3.6,99.6,92.6,92.6,94.5,96.2,96.2,5.1,-3.6,-3.6,0.036,1.0,5.3,0.013,0.136,0.071,5.3,5.4,0.423,0.545,0.118,0.127,97.13,99.8,83.17,99.8,0.08,135,5,13,0.3,0.7,0.385,178,135,262,118,112,370,393,393,90,112,112,188,261,261,323,155,324,282,165,261,241,243,276,225,295,292,313,343,343,233,180,174,241,224,247
Players,1631216,Caleb Houstan,Caleb,1610612753,ORL,22.0,6,2,4,0.333,1.5,105.5,100.0,100.0,107.3,117.6,117.6,-1.8,-17.6,-17.6,0.25,0.0,25.0,0.111,0.0,0.056,0.0,0.0,1.0,1.0,0.13,0.15,103.25,101.6,84.67,101.6,0.213,20,2,3,0.3,0.5,0.667,322,335,181,372,400,305,308,308,195,365,365,256,374,374,65,250,77,59,382,318,1,1,15,22,254,227,137,282,282,44,272,311,200,287,58
Players,1630175,Cole Anthony,Cole,1610612753,ORL,25.0,12,6,6,0.5,2.8,119.6,115.3,115.3,100.3,91.3,91.3,19.3,24.0,24.0,0.333,3.0,22.2,0.057,0.118,0.087,7.4,7.4,0.563,0.603,0.256,0.272,96.04,102.4,85.33,102.4,0.202,72,8,16,0.7,1.3,0.5,244,229,240,212,227,142,140,140,135,93,93,108,75,75,30,33,104,145,207,187,287,282,162,175,79,79,344,259,259,51,130,147,75,90,129
Players,202709,Cory Joseph,Cory,1610612753,ORL,33.0,6,2,4,0.333,2.4,132.6,125.9,125.9,93.5,93.3,93.3,39.1,32.6,32.6,0.0,0.0,0.0,0.0,0.091,0.059,0.0,0.0,0.0,0.0,0.0,0.0,92.25,94.57,78.81,94.57,0.042,27,0,0,0.0,0.0,0.0,322,335,181,372,284,55,64,64,86,102,102,39,51,51,337,250,337,302,276,305,1,1,369,392,435,436,432,447,447,337,369,419,369,419,369
Players,1630532,Franz Wagner,Franz,1610612753,ORL,23.0,24,12,12,0.5,3.2,98.4,96.7,96.7,103.6,106.0,106.0,-5.2,-9.2,-9.2,0.219,0.88,10.8,0.012,0.16,0.086,12.3,12.4,0.417,0.515,0.341,0.361,94.74,94.49,78.74,94.49,0.125,152,15,42,0.6,1.8,0.357,114,113,372,212,149,386,363,363,152,219,219,290,312,312,85,198,253,288,126,194,373,375,282,260,25,30,382,452,452,140,65,46,88,54,276
Players,203914,Gary Harris,Gary,1610612753,ORL,30.0,7,5,2,0.714,2.2,126.0,115.2,115.2,100.7,103.1,103.1,25.3,12.0,12.0,0.182,0.0,100.0,0.071,0.05,0.059,0.0,0.0,0.0,0.0,0.0,0.0,97.24,100.45,83.71,100.45,0.052,33,0,0,0.0,0.0,0.0,309,243,105,58,308,91,142,142,137,187,187,81,140,140,114,250,1,111,358,305,1,1,369,392,435,436,311,318,318,310,369,419,369,419,369
Players,1629048,Goga Bitadze,Goga,1610612753,ORL,25.0,17,10,7,0.588,2.0,115.3,107.7,107.7,83.8,81.1,81.1,31.6,26.6,26.6,0.053,0.0,9.1,0.111,0.225,0.171,0.0,0.0,0.875,0.871,0.115,0.125,99.54,104.72,87.27,104.72,0.346,78,7,8,0.4,0.5,0.875,190,154,262,134,335,182,227,227,62,66,66,60,67,67,297,250,285,59,54,43,1,1,43,47,304,300,247,199,199,14,142,230,175,314,38
Players,1630591,Jalen Suggs,Jalen,1610612753,ORL,24.0,14,8,6,0.571,2.8,112.6,103.2,103.2,89.0,86.5,86.5,23.6,16.7,16.7,0.261,2.0,17.6,0.021,0.119,0.067,8.8,8.8,0.265,0.441,0.28,0.306,104.22,110.5,92.08,110.5,0.062,94,4,17,0.3,1.2,0.235,222,187,240,151,213,213,282,282,76,79,79,85,120,120,63,68,157,258,202,273,319,316,346,326,62,50,123,121,121,288,210,141,239,98,346
Players,1641724,Jett Howard,Jett,1610612753,ORL,21.0,6,2,4,0.333,0.3,54.3,50.0,50.0,138.0,100.0,100.0,-83.7,-50.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,30.1,0.0,0.431,0.273,0.361,185.7,224.45,187.04,224.45,-0.667,10,0,1,0.0,0.2,0.0,322,335,181,372,473,459,460,460,439,138,138,470,458,458,337,250,337,302,382,400,473,472,369,330,64,29,12,20,20,495,369,362,369,401,369
Players,1628371,Jonathan Isaac,Jonathan,1610612753,ORL,27.0,18,9,9,0.5,1.6,129.3,125.9,125.9,96.0,97.1,97.1,33.3,28.8,28.8,0.176,0.0,30.0,0.033,0.242,0.143,0.0,0.0,0.833,0.872,0.103,0.114,105.55,106.21,88.51,106.21,0.199,58,4,6,0.2,0.3,0.667,178,172,308,212,387,68,66,66,97,122,122,56,61,61,119,250,57,211,40,73,1,1,46,46,337,328,107,177,177,54,210,264,281,352,58
Players,203484,Kentavious Caldwell-Pope,Kentavious,1610612753,ORL,32.0,30,15,15,0.5,3.0,101.6,96.4,96.4,95.9,96.3,96.3,5.7,0.1,0.1,0.0,0.0,0.0,0.0,0.052,0.025,0.0,0.0,0.353,0.439,0.103,0.105,100.0,102.52,85.43,102.52,0.008,193,5,17,0.2,0.6,0.294,54,66,433,212,191,337,367,367,95,114,114,181,220,220,337,250,337,302,355,387,1,1,317,327,339,352,232,257,257,382,180,141,319,271,322
Players,1629021,Moritz Wagner,Moritz,1610612753,ORL,28.0,2,1,1,0.5,0.4,162.0,175.0,175.0,69.4,50.0,50.0,92.6,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.231,181.5,189.06,157.55,189.06,0.6,4,1,1,0.5,0.5,1.0,410,375,35,212,471,16,5,5,38,24,24,13,7,7,337,250,337,302,382,400,1,1,15,22,81,110,13,30,30,6,306,362,120,287,1
Players,1631094,Paolo Banchero,Paolo,1610612753,ORL,22.0,21,9,12,0.429,3.9,100.4,97.0,97.0,101.8,105.0,105.0,-1.4,-8.0,-8.0,0.222,1.0,8.5,0.034,0.2,0.115,8.5,8.4,0.511,0.573,0.346,0.377,94.35,94.53,78.77,94.53,0.214,165,22,47,1.0,2.2,0.468,148,172,372,324,69,355,358,358,142,206,206,254,300,300,80,155,295,210,73,117,310,306,196,201,23,23,393,451,451,43,29,36,16,26,179
Players,1630243,Trevelin Queen,Trevelin,1610612753,ORL,28.0,4,3,1,0.75,4.1,138.5,132.4,132.4,75.3,78.1,78.1,63.2,54.2,54.2,0.077,0.0,20.0,0.067,0.048,0.056,0.0,0.0,0.25,0.25,0.098,0.107,96.21,96.68,80.57,96.68,0.022,34,1,4,0.3,1.0,0.25,359,304,35,45,52,39,39,39,49,60,60,19,22,22,259,250,122,119,361,318,1,1,347,380,357,349,337,417,417,362,306,295,252,132,332
Players,1641783,Tristan da Silva,Tristan,1610612753,ORL,24.0,10,5,5,0.5,2.7,117.2,109.5,109.5,88.2,88.3,88.3,29.0,21.2,21.2,0.1,0.0,25.0,0.0,0.034,0.018,0.0,0.0,0.25,0.311,0.086,0.104,106.22,109.79,91.49,109.79,0.021,63,1,6,0.1,0.6,0.167,269,243,214,212,239,166,201,201,72,83,83,68,87,87,224,250,77,302,373,395,1,1,347,366,377,358,105,126,126,365,306,264,345,255,359
Players,1628976,Wendell Carter Jr.,Wendell,1610612753,ORL,26.0,26,12,14,0.462,2.5,102.2,95.5,95.5,105.1,103.9,103.9,-2.9,-8.4,-8.4,0.029,0.0,6.7,0.041,0.123,0.08,0.0,0.0,0.3,0.537,0.094,0.102,93.7,97.48,81.23,97.48,0.067,133,3,10,0.1,0.4,0.3,91,113,410,294,274,335,376,376,166,196,196,267,306,306,330,250,314,189,196,221,1,1,334,234,362,364,410,406,406,274,239,207,342,342,319
