close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fg3m,fg3a,fg3_pct,ns_fg3_pct,plusminus
1630700,Dyson Daniels,1610612737,ATL,G,22.0,76,76,0.373,162,426,0.38,0.364,0.016
1629027,Trae Young,1610612737,ATL,G,26.0,76,76,0.453,147,409,0.359,0.366,-0.007
1642258,Zaccharie Risacher,1610612737,ATL,F,20.0,75,74,0.39,133,322,0.413,0.364,0.049
1630168,Onyeka Okongwu,1610612737,ATL,F-C,24.0,74,71,0.279,103,278,0.371,0.355,0.015
1627747,Caris LeVert,1610612737,ATL,G,30.0,64,64,0.409,90,266,0.338,0.359,-0.02
1627777,Georges Niang,1610612737,ATL,F,31.0,79,76,0.367,106,265,0.4,0.346,0.054
1629611,Terance Mann,1610612737,ATL,G-F,28.0,67,60,0.388,66,195,0.338,0.359,-0.021
1630552,Jalen Johnson,1610612737,ATL,F,23.0,36,34,0.373,56,193,0.29,0.355,-0.065
1630249,Vít Krejčí,1610612737,ATL,G,24.0,55,51,0.371,62,166,0.373,0.354,0.019
203991,Clint Capela,1610612737,ATL,C,31.0,55,51,0.284,60,150,0.4,0.369,0.031
1629726,Garrison Mathews,1610612737,ATL,G,28.0,43,38,0.425,52,119,0.437,0.364,0.073
1630811,Keaton Wallace,1610612737,ATL,G,26.0,29,25,0.479,33,91,0.363,0.368,-0.006
1626204,Larry Nance Jr.,1610612737,ATL,F-C,32.0,23,23,0.384,36,83,0.434,0.354,0.079
1631243,Mouhamed Gueye,1610612737,ATL,F,22.0,33,27,0.322,22,66,0.333,0.343,-0.01
1631230,Dominick Barlow,1610612737,ATL,F,22.0,33,25,0.28,24,59,0.407,0.355,0.052
1641723,Kobe Bufkin,1610612737,ATL,G,21.0,9,8,0.449,7,22,0.318,0.374,-0.056
1631210,Jacob Toppin,1610612737,ATL,F,25.0,10,5,0.364,7,12,0.583,0.307,0.276
1631342,Daeqwon Plowden,1610612737,ATL,G-F,26.0,5,3,0.267,1,8,0.125,0.31,-0.185
