group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
Players,1627734,Domantas Sabonis,Domantas,1610612754,IND,24.0,30,18,12,0.6,3.9,0.6,1.0,0.6,0.0,0.0,0.0,0.4,0.6,0.706,0.7,0.7,1.4,0.4,0.3,0.0,0.1,0.1,0.7,0.5,1.6,1.0,3.8,24,3,3.6,56,31,101,118,44,78,128,58,224,310,224,110,106,211,10,46,14,61,27,225,121,130,29,79,99,104,69,3,6,73,IND
Players,1628988,Aaron Holiday,Aaron,1610612754,IND,23.0,19,13,6,0.684,3.8,0.5,1.4,0.346,0.3,0.6,0.417,0.1,0.1,0.5,0.0,0.4,0.4,0.4,0.2,0.1,0.1,0.2,0.5,0.1,1.3,2.5,2.5,2,0,2.5,166,91,226,71,55,123,77,247,55,79,86,288,281,255,273,180,236,52,112,189,138,45,89,280,147,27,156,103,21,142,IND
Players,203960,JaKarr Sampson,JaKarr,1610612754,IND,27.0,2,1,1,0.5,1.4,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0,0,0.0,383,358,376,177,368,340,252,340,224,104,224,297,301,297,273,346,365,285,254,235,181,205,9,319,365,17,406,193,21,406,IND
Players,1629048,Goga Bitadze,Goga,1610612754,IND,20.0,1,0,1,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,6.0,6.2,0,0,5.0,414,415,376,415,4,340,394,340,224,312,224,297,301,297,1,346,36,1,2,235,1,205,1,6,365,2,8,193,21,25,IND
Players,203506,Victor Oladipo,Victor,1610612754,IND,28.0,12,7,5,0.583,3.1,0.6,2.1,0.28,0.1,0.8,0.1,0.5,0.5,1.0,0.1,0.3,0.4,0.3,0.3,0.3,0.1,0.3,0.2,0.7,1.8,0.8,3.4,0,0,3.2,232,198,250,139,150,82,29,300,179,43,220,85,118,1,210,194,215,100,53,19,102,13,306,45,86,130,96,193,21,98,IND
Players,1626167,Myles Turner,Myles,1610612754,IND,24.0,33,20,13,0.606,3.5,0.3,0.7,0.435,0.3,0.5,0.6,0.2,0.2,1.0,0.2,0.6,0.8,0.0,0.2,0.1,0.3,0.1,0.3,0.2,1.0,-0.1,3.0,6,0,2.9,32,22,91,117,93,195,202,167,52,129,24,230,259,1,108,72,81,284,93,123,17,146,206,250,181,211,119,47,21,117,IND
Players,203087,Jeremy Lamb,Jeremy,1610612754,IND,28.0,20,10,10,0.5,4.3,0.6,1.3,0.462,0.0,0.3,0.0,0.2,0.2,0.75,0.0,0.4,0.4,0.3,0.3,0.1,0.0,0.0,0.3,0.3,1.4,-0.7,2.0,0,0,2.1,150,139,138,177,21,78,83,151,224,208,224,232,227,179,273,188,244,100,53,197,181,205,209,174,136,279,197,193,21,189,IND
Players,1628410,Edmond Sumner,Edmond,1610612754,IND,24.0,4,1,3,0.25,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3,0.0,0,0,0.0,344,358,310,383,418,340,394,340,224,312,224,297,301,297,273,346,365,285,254,235,181,205,363,319,365,432,406,193,21,406,IND
Players,1627763,Malcolm Brogdon,Malcolm,1610612754,IND,27.0,25,15,10,0.6,4.2,0.8,1.9,0.438,0.2,0.8,0.25,1.2,1.4,0.857,0.1,0.4,0.4,0.6,0.3,0.1,0.0,0.1,0.3,0.9,3.1,1.0,4.5,4,0,4.5,105,62,138,118,23,37,44,166,91,50,174,15,20,116,214,186,209,35,35,89,181,112,231,25,20,114,44,72,21,36,IND
Players,1628388,T.J. Leaf,T.J.,1610612754,IND,23.0,1,0,1,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-3.0,1.2,0,0,1.0,414,415,376,415,250,340,394,340,224,312,224,297,301,297,273,7,36,285,254,235,181,205,2,319,365,421,305,193,21,313,IND
