group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,team
Players,1627749,Dejounte Murray,Dejounte,1610612759,SAS,25.0,34,15,19,0.441,3.7,0.827,0.173,0.681,0.191,0.096,0.053,0.223,0.128,0.489,0.219,0.781,0.667,0.333,0.257,0.743,35,81,0.432,32,68,476,297,74,110,308,79,35,234,131,188,167,137,246,80,186,57,304,60,5,8,189,SAS
Players,1630200,Tre Jones,Tre,1610612759,SAS,22.0,12,5,7,0.417,1.9,1.0,0.0,1.0,0.0,0.0,0.333,0.0,0.0,1.0,0.667,0.333,0.0,0.0,0.667,0.333,3,8,0.375,244,247,255,318,346,1,333,1,141,252,21,305,241,1,114,195,232,98,174,176,228,227,241,SAS
Players,1629111,Jock Landale,Jock,1610612759,SAS,26.0,9,4,5,0.444,1.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,279,275,211,290,434,244,153,326,141,252,158,305,241,317,279,250,232,98,334,267,364,335,364,SAS
Players,203926,Doug McDermott,Doug,1610612759,SAS,30.0,12,3,9,0.25,1.9,0.286,0.714,0.286,0.0,0.429,0.429,0.285,0.429,0.286,0.0,1.0,1.0,0.0,0.5,0.5,2,7,0.286,244,304,298,421,354,340,77,276,141,109,16,141,27,228,279,1,1,98,222,116,256,240,308,SAS
Players,1630170,Devin Vassell,Devin,1610612759,SAS,21.0,26,9,17,0.346,3.5,0.364,0.636,0.667,0.667,0.0,0.0,0.333,0.333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,22,0.091,101,173,454,376,96,315,104,80,3,252,158,85,42,317,1,250,232,98,1,267,256,120,363,SAS
Players,1629719,Devontae Cacok,Devontae,1610612759,SAS,25.0,2,0,2,0.0,1.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,408,448,100,448,415,1,333,326,141,252,158,305,241,317,279,250,232,98,334,267,364,364,364,SAS
Players,204020,Tyler Johnson,Tyler,1610612759,SAS,30.0,1,0,1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,438,448,38,448,463,381,333,326,141,252,158,305,241,317,279,250,232,98,334,267,364,419,364,SAS
Players,1628966,Keita Bates-Diop,Keita,1610612759,SAS,26.0,11,2,9,0.182,2.9,0.75,0.25,0.571,0.286,0.429,0.429,0.0,0.286,0.286,1.0,0.0,0.0,1.0,0.667,0.333,3,4,0.75,254,339,298,436,209,136,272,133,16,109,16,305,51,228,1,250,232,1,174,176,228,290,44,SAS
Players,1627751,Jakob Poeltl,Jakob,1610612759,SAS,26.0,29,13,16,0.448,3.9,1.0,0.0,0.8,0.0,0.0,0.0,0.2,0.125,0.8,0.813,0.188,0.0,0.0,0.813,0.188,16,27,0.593,70,97,438,289,54,1,333,52,141,252,158,207,170,48,83,243,232,98,121,243,74,100,85,SAS
Players,1628380,Zach Collins,Zach,1610612759,SAS,24.0,7,5,2,0.714,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,305,247,100,62,469,381,333,326,141,252,158,305,241,317,279,250,232,98,334,267,364,419,364,SAS
