season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,available_flag,min_sec,season_start,season_end
2019-20,101108,Chris Paul,Chris,1610612760,OKC,Oklahoma City Thunder,41900177,2020-09-02T00:00:00,OKC @ HOU,L,39.86666666666667,2,0,3,4,26,12,5,24,0,0,2,4,50.2,1,853,853,853,142,414,608,161,534,1688,1506,847,989,511,1,661,276,118,1,39:52,2019,2020
2019-20,1629647,Darius Bazley,Darius,1610612760,OKC,Oklahoma City Thunder,41900177,2020-09-02T00:00:00,OKC @ HOU,L,14.983333333333333,0,0,0,0,2,2,0,8,2,0,0,0,14.6,1,853,853,853,1217,745,608,570,1152,205,333,1,286,37,1,1,1171,996,1,14:59,2019,2020
2019-20,1629652,Luguentz Dort,Luguentz,1610612760,OKC,Oklahoma City Thunder,41900177,2020-09-02T00:00:00,OKC @ HOU,L,34.74333333333333,4,4,0,8,21,11,3,16,1,5,5,5,35.3,1,853,853,853,398,193,110,570,234,1657,1444,583,629,149,1693,1553,179,306,1,34:45,2019,2020
2019-20,201568,Danilo Gallinari,Danilo,1610612760,OKC,Oklahoma City Thunder,41900177,2020-09-02T00:00:00,OKC @ HOU,L,26.74,0,0,0,0,25,9,5,18,0,0,3,4,12.3,1,853,853,853,764,745,608,570,1152,1685,1293,847,722,511,1,1045,276,1095,1,26:44,2019,2020
2019-20,203471,Dennis Schröder,Dennis,1610612760,OKC,Oklahoma City Thunder,41900177,2020-09-02T00:00:00,OKC @ HOU,L,35.15,2,0,4,4,12,10,2,18,0,1,2,2,25.7,1,853,853,853,376,414,608,98,534,1279,1388,350,722,511,1166,661,541,572,1,35:09,2019,2020
2019-20,203500,Steven Adams,Steven,1610612760,OKC,Oklahoma City Thunder,41900177,2020-09-02T00:00:00,OKC @ HOU,L,33.88333333333333,1,2,0,8,21,9,5,18,1,0,0,2,28.8,1,853,853,853,443,712,294,570,234,1657,1293,847,722,149,1,1,541,458,1,33:53,2019,2020
2019-20,1628983,Shai Gilgeous-Alexander,Shai,1610612760,OKC,Oklahoma City Thunder,41900177,2020-09-02T00:00:00,OKC @ HOU,L,40.516666666666666,3,2,0,4,26,12,5,20,0,1,2,6,31.6,1,853,853,853,119,283,294,570,534,1688,1506,847,831,511,1166,661,104,387,1,40:31,2019,2020
2019-20,203457,Nerlens Noel,Nerlens,1610612760,OKC,Oklahoma City Thunder,41900177,2020-09-02T00:00:00,OKC @ HOU,L,14.116666666666667,0,0,0,2,7,5,0,8,0,0,2,1,3.7,1,853,853,853,1246,745,608,570,787,782,808,1,286,511,1,661,817,1478,1,14:07,2019,2020
2019-20,1629647,Darius Bazley,Darius,1610612760,OKC,Oklahoma City Thunder,41900176,2020-08-31T00:00:00,OKC vs. HOU,W,22.03833333333333,0,0,0,0,9,2,11,22,0,0,0,3,22.3,1,1,1,1,962,745,608,570,1152,1002,333,1460,911,511,1,1,389,700,1,22:02,2019,2020
2019-20,1628390,Terrance Ferguson,Terrance,1610612760,OKC,Oklahoma City Thunder,41900176,2020-08-31T00:00:00,OKC vs. HOU,W,5.338333333333333,0,0,0,0,5,0,4,10,0,0,1,0,0.2,1,1,1,1,1526,745,608,570,1152,558,1,688,362,511,1,307,1171,1597,1,5:20,2019,2020
