season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,available_flag,min_sec,season_start,season_end
2019-20,1628983,Shai Gilgeous-Alexander,Shai,1610612760,OKC,Oklahoma City Thunder,41900177,2020-09-02T00:00:00,OKC @ HOU,L,40.5,0.636,0.364,0.316,0.105,0.474,0.0,0.21,0.158,0.211,0.667,0.333,0.667,0.333,0.667,0.333,6,11,0.545,1,853,853,853,119,603,961,1004,419,514,570,469,515,1000,462,708,745,200,712,614,325,477,451,1,40:31,2019,2020
2019-20,1629652,Luguentz Dort,Luguentz,1610612760,OKC,Oklahoma City Thunder,41900177,2020-09-02T00:00:00,OKC @ HOU,L,34.7,0.429,0.571,0.267,0.0,0.6,0.0,0.133,0.133,0.267,0.75,0.25,1.0,0.0,0.9,0.1,10,21,0.476,1,853,853,853,398,1032,512,1066,491,291,570,669,582,898,411,786,1,277,524,900,88,69,714,1,34:45,2019,2020
2019-20,101108,Chris Paul,Chris,1610612760,OKC,Oklahoma City Thunder,41900177,2020-09-02T00:00:00,OKC @ HOU,L,39.9,0.455,0.545,0.211,0.0,0.474,0.158,0.315,0.105,0.211,0.0,1.0,0.0,1.0,0.0,1.0,5,11,0.455,1,853,853,853,142,989,570,1137,491,514,354,273,647,1000,964,1,910,1,1317,1,439,477,761,1,39:52,2019,2020
2019-20,203457,Nerlens Noel,Nerlens,1610612760,OKC,Oklahoma City Thunder,41900177,2020-09-02T00:00:00,OKC @ HOU,L,14.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,1,853,853,853,1246,1,1338,1,491,987,570,879,745,1,1,858,910,277,1,905,1165,1462,1,1,14:07,2019,2020
2019-20,201568,Danilo Gallinari,Danilo,1610612760,OKC,Oklahoma City Thunder,41900177,2020-09-02T00:00:00,OKC @ HOU,L,26.7,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,6,0.333,1,853,853,853,764,811,608,1,1,987,570,879,745,1152,1,858,910,277,1,905,953,913,1053,1,26:44,2019,2020
2019-20,203500,Steven Adams,Steven,1610612760,OKC,Oklahoma City Thunder,41900177,2020-09-02T00:00:00,OKC @ HOU,L,33.9,1.0,0.0,0.8,0.0,0.0,0.0,0.2,0.1,0.8,0.75,0.25,0.0,0.0,0.75,0.25,4,6,0.667,1,853,853,853,443,1,1338,247,491,987,570,478,652,177,411,786,910,277,628,734,590,913,171,1,33:53,2019,2020
2019-20,1629647,Darius Bazley,Darius,1610612760,OKC,Oklahoma City Thunder,41900177,2020-09-02T00:00:00,OKC @ HOU,L,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,3,0.667,1,853,853,853,1217,1425,1,1231,491,1,570,879,745,1152,964,858,1,277,1,905,953,1224,171,1,14:59,2019,2020
2019-20,203471,Dennis Schröder,Dennis,1610612760,OKC,Oklahoma City Thunder,41900177,2020-09-02T00:00:00,OKC @ HOU,L,35.2,0.647,0.353,0.5,0.167,0.5,0.333,0.0,0.167,0.333,0.333,0.667,1.0,0.0,0.6,0.4,5,17,0.294,1,853,853,853,376,590,977,630,287,471,114,879,483,765,770,387,1,277,825,565,439,179,1202,1,35:09,2019,2020
2019-20,101108,Chris Paul,Chris,1610612760,OKC,Oklahoma City Thunder,41900176,2020-08-31T00:00:00,OKC vs. HOU,W,39.8,0.7,0.3,0.5,0.286,0.321,0.0,0.179,0.071,0.214,0.143,0.857,0.333,0.667,0.2,0.8,10,20,0.5,1,1,1,1,148,490,1076,630,138,761,570,573,712,998,939,280,874,91,1258,151,88,92,500,1,39:48,2019,2020
2019-20,1628390,Terrance Ferguson,Terrance,1610612760,OKC,Oklahoma City Thunder,41900176,2020-08-31T00:00:00,OKC vs. HOU,W,5.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,1,1,1,1,1526,1425,1,1231,491,987,570,879,745,1152,964,858,910,277,1317,905,1425,1224,1425,1,5:20,2019,2020
2019-20,203471,Dennis Schröder,Dennis,1610612760,OKC,Oklahoma City Thunder,41900176,2020-08-31T00:00:00,OKC vs. HOU,W,37.1,0.688,0.313,0.833,0.167,0.0,0.167,0.167,0.167,0.667,0.0,1.0,0.0,0.0,0.0,1.0,5,16,0.313,1,1,1,1,277,505,1064,235,287,987,334,584,483,242,964,1,910,277,1317,1,439,220,1172,1,37:06,2019,2020
