season,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,e_def_rating,def_rating,e_net_rating,net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,efg_pct,ts_pct,e_pace,pace,pace_per40,poss,pie,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,off_rating_rank,def_rating_rank,net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,efg_pct_rank,ts_pct_rank,pace_rank,pie_rank,available_flag,season_start,season_end,is_home,home,away
2019-20,1610612748,MIA,Miami Heat,21900970,2020-03-11,MIA vs. CHA,L,48.0,106.9,107.7,120.2,118.5,-13.3,-10.8,0.821,2.29,24.1,0.217,0.609,0.413,0.154,0.554,0.566,91.2,91.5,76.25,91,0.467,1,1060,1060,1060,139,1234,1652,1684,19,425,31,1605,2045,2033,1324,762,1037,2053,1357,1,2019,2020,True,MIA,CHA
2019-20,1610612765,DET,Detroit Pistons,21900971,2020-03-11,DET @ PHI,L,48.0,108.2,111.6,126.4,131.9,-18.3,-20.3,0.641,2.78,19.1,0.22,0.6,0.4,0.095,0.53,0.558,98.0,94.5,78.75,95,0.405,1,1060,1060,1060,139,943,2058,1970,697,199,618,1576,2065,2077,214,1030,1145,1911,1869,1,2019,2020,False,PHI,DET
2019-20,1610612766,CHA,Charlotte Hornets,21900970,2020-03-11,CHA @ MIA,W,48.0,120.2,118.5,106.9,107.7,13.3,10.8,0.541,1.43,15.4,0.391,0.783,0.587,0.152,0.555,0.594,91.2,91.5,76.25,92,0.533,1,1,1,1,139,465,878,435,1521,1440,1588,73,501,84,1296,744,667,2053,762,1,2019,2020,False,MIA,CHA
2019-20,1610612742,DAL,Dallas Mavericks,21900973,2020-03-11,DAL vs. DEN,W,48.0,112.9,114.1,97.5,98.0,15.4,16.2,0.548,2.09,16.8,0.302,0.911,0.582,0.111,0.522,0.553,99.8,99.0,82.5,99,0.57,1,1,1,1,139,737,290,241,1474,557,1267,646,10,107,461,1125,1227,1321,431,1,2019,2020,True,DAL,DEN
2019-20,1610612737,ATL,Atlanta Hawks,21900969,2020-03-11,ATL vs. NYK,L,53.0,109.7,114.9,118.3,116.2,-8.6,-1.3,0.542,1.53,16.4,0.306,0.833,0.536,0.149,0.519,0.558,106.1,104.6,87.17,114,0.424,1,1060,1060,1060,13,694,1521,1115,1519,1296,1394,588,144,486,1231,1166,1152,455,1735,1,2019,2020,True,ATL,NYK
2019-20,1610612743,DEN,Denver Nuggets,21900973,2020-03-11,DEN @ DAL,L,48.0,97.5,98.0,112.9,114.1,-15.4,-16.2,0.59,1.44,18.3,0.089,0.698,0.418,0.162,0.554,0.561,99.8,99.0,82.5,99,0.43,1,1060,1060,1060,139,1826,1373,1877,1146,1422,822,2109,1461,2011,1469,754,1105,1321,1688,1,2019,2020,False,DAL,DEN
2019-20,1610612755,PHI,Philadelphia 76ers,21900971,2020-03-11,PHI vs. DET,W,48.0,126.4,131.9,108.2,111.6,18.3,20.3,0.667,2.0,20.0,0.4,0.78,0.6,0.149,0.59,0.639,98.0,94.5,78.75,94,0.595,1,1,1,1,139,60,1172,149,488,619,422,44,534,37,1225,384,266,1911,250,1,2019,2020,True,PHI,DET
2019-20,1610612752,NYK,New York Knicks,21900969,2020-03-11,NYK @ ATL,W,53.0,118.3,116.2,109.7,114.9,8.6,1.3,0.64,2.67,20.5,0.167,0.694,0.464,0.103,0.59,0.624,106.1,104.6,87.17,117,0.576,1,1,1,1,13,598,1425,1004,713,251,336,1961,1526,1632,316,382,372,455,382,1,2019,2020,False,ATL,NYK
2019-20,1610612764,WAS,Washington Wizards,21900961,2020-03-10,WAS vs. NYK,W,48.0,117.5,118.4,108.9,110.6,8.7,7.9,0.657,1.21,16.7,0.293,0.721,0.512,0.184,0.568,0.65,104.7,103.5,86.25,103,0.51,1,1,1,1,139,468,1093,601,596,1764,1303,754,1231,844,1802,610,185,577,963,1,2019,2020,True,WAS,NYK
2019-20,1610612738,BOS,Boston Celtics,21900960,2020-03-10,BOS @ IND,W,48.0,112.1,116.3,111.2,113.3,0.9,3.1,0.463,1.9,14.2,0.321,0.75,0.525,0.102,0.511,0.555,100.8,98.0,81.67,98,0.509,1,1,1,1,139,594,1315,932,1920,785,1808,458,860,643,308,1298,1200,1473,989,1,2019,2020,False,IND,BOS
