player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,team
203458,Alex Len,Alex,1610612758,SAC,27.0,55,18,37,0.327,17.6,101.8,102.3,102.3,107.6,107.8,107.8,-5.8,-5.4,-5.4,0.083,0.91,10.6,0.094,0.202,0.149,11.7,11.7,0.58,0.6,0.176,0.18,105.02,104.7,87.25,104.7,0.118,2119,177,319,3.2,5.8,0.555,220,282,452,418,296,431,422,422,242,241,241,399,384,384,350,434,431,57,72,56,367,371,90,109,244,249,121,130,130,101,202,238,214,262,66,SAC
203992,Bogdan Bogdanović,Bogdan,1610612758,SAC,27.0,61,29,32,0.475,28.9,108.4,109.1,109.1,109.6,110.8,110.8,-1.2,-1.7,-1.7,0.184,2.03,18.5,0.014,0.105,0.058,9.1,9.1,0.547,0.565,0.221,0.228,100.09,99.24,82.7,99.24,0.102,3659,337,766,5.5,12.6,0.44,140,162,397,261,109,218,214,214,344,373,373,265,288,288,121,148,173,451,355,393,165,164,167,211,113,113,442,473,473,162,73,69,85,79,266,SAC
1627741,Buddy Hield,Buddy,1610612758,SAC,27.0,72,31,41,0.431,30.8,108.2,108.9,108.9,111.1,111.9,111.9,-2.9,-3.1,-3.1,0.153,1.27,13.4,0.025,0.124,0.074,10.6,10.5,0.545,0.566,0.263,0.27,101.62,100.92,84.1,100.92,0.104,4676,498,1162,6.9,16.1,0.429,9,144,494,315,75,229,224,224,385,412,412,323,329,329,169,328,335,310,273,296,272,271,173,209,40,38,328,371,371,148,23,15,45,30,306,SAC
201147,Corey Brewer,Corey,1610612758,SAC,34.0,5,2,3,0.4,6.5,123.0,121.6,121.6,118.8,110.4,110.4,4.2,11.2,11.2,0.063,1.0,22.2,0.061,0.2,0.127,22.2,21.5,0.5,0.47,0.085,0.091,106.71,111.34,92.79,111.34,0.033,74,2,4,0.4,0.8,0.5,487,480,37,339,481,10,10,10,506,362,362,126,34,34,446,392,120,127,76,100,518,518,311,451,520,516,59,19,19,492,507,512,514,520,105,SAC
202709,Cory Joseph,Cory,1610612758,SAC,28.0,72,31,41,0.431,24.4,107.4,107.3,107.3,106.4,107.6,107.6,1.0,-0.3,-0.3,0.199,3.14,32.5,0.024,0.082,0.053,10.3,10.3,0.483,0.517,0.127,0.131,100.27,99.76,83.13,99.76,0.07,3641,171,412,2.4,5.7,0.415,9,144,494,315,182,269,288,288,198,232,232,210,246,246,104,23,18,313,435,427,250,253,373,359,463,464,428,447,447,356,209,186,288,270,354,SAC
1629610,DaQuan Jeffries,DaQuan,1610612758,SAC,22.0,13,4,9,0.308,10.9,114.1,112.9,112.9,113.2,109.8,109.8,0.8,3.0,3.0,0.06,3.5,13.5,0.021,0.105,0.063,3.8,3.9,0.563,0.586,0.129,0.132,107.43,109.7,91.42,109.7,0.056,319,20,40,1.5,3.1,0.5,431,450,109,435,417,36,70,70,445,337,337,216,154,154,454,15,332,353,353,360,22,23,117,150,455,460,38,26,26,430,427,432,392,419,105,SAC
1628368,De'Aaron Fox,De'Aaron,1610612758,SAC,22.0,51,20,31,0.392,32.0,109.9,110.7,110.7,113.8,114.6,114.6,-3.9,-4.0,-4.0,0.336,2.2,23.7,0.021,0.099,0.059,10.7,10.7,0.513,0.558,0.29,0.294,102.92,102.19,85.16,102.19,0.124,3487,391,815,7.7,16.0,0.48,249,250,391,355,55,148,139,139,460,480,480,348,352,352,22,121,95,360,381,387,288,289,282,230,20,21,247,286,286,82,49,52,31,31,145,SAC
1628450,Eric Mika,Eric,1610612758,SAC,25.0,1,0,1,0.0,19.0,119.8,122.0,122.0,105.4,102.4,102.4,14.4,19.5,19.5,0.0,0.0,0.0,0.111,0.263,0.189,0.0,0.0,0.667,0.773,0.089,0.087,102.8,103.35,86.13,103.35,0.077,41,2,3,2.0,3.0,0.667,524,518,7,518,261,18,8,8,160,71,71,22,14,14,515,506,515,25,21,19,1,1,19,3,516,520,256,212,212,310,507,519,337,426,15,SAC
203084,Harrison Barnes,Harrison,1610612758,SAC,28.0,72,31,41,0.431,34.5,108.0,108.9,108.9,110.4,111.4,111.4,-2.4,-2.5,-2.5,0.092,1.81,13.7,0.03,0.111,0.07,7.6,7.6,0.525,0.574,0.172,0.174,101.68,100.86,84.05,100.86,0.09,5217,365,793,5.1,11.0,0.46,9,144,494,315,19,241,225,225,365,392,392,311,313,313,313,189,317,269,323,312,97,99,241,183,259,275,324,374,374,234,61,57,98,105,200,SAC
1628385,Harry Giles III,Harry,1610612758,SAC,22.0,46,22,24,0.478,14.5,108.0,106.7,106.7,115.1,115.0,115.0,-7.1,-8.2,-8.2,0.135,1.36,15.9,0.065,0.241,0.149,11.6,11.7,0.554,0.58,0.206,0.21,101.43,102.08,85.07,102.08,0.103,1413,139,251,3.0,5.5,0.554,280,221,299,255,352,244,306,306,480,484,484,424,445,445,199,300,236,116,31,53,363,370,142,164,146,148,337,297,297,155,248,279,227,283,67,SAC
