close_def_person_id,player,team_id,team,pos,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
200746,LaMarcus Aldridge,1610612759,SAS,F,30.0,74,74,1.0,5.65,12.72,0.444,0.462,-0.018
1495,Tim Duncan,1610612759,SAS,C-F,40.0,61,61,1.0,4.87,11.26,0.432,0.474,-0.041
201980,Danny Green,1610612759,SAS,G-F,29.0,79,79,1.0,4.23,9.46,0.447,0.443,0.004
202695,Kawhi Leonard,1610612759,SAS,F,25.0,72,72,1.0,3.64,9.46,0.385,0.449,-0.064
2561,David West,1610612759,SAS,F,35.0,78,78,1.0,3.72,8.09,0.46,0.463,-0.003
2225,Tony Parker,1610612759,SAS,G,34.0,72,72,1.0,3.58,7.99,0.449,0.439,0.009
2564,Boris Diaw,1610612759,SAS,C-F,34.0,76,76,1.0,2.96,6.82,0.434,0.45,-0.016
201988,Patty Mills,1610612759,SAS,G,27.0,81,81,1.0,2.63,5.67,0.464,0.429,0.036
2755,Kevin Martin,1610612759,SAS,G,33.0,54,54,1.0,2.67,5.28,0.505,0.433,0.072
203937,Kyle Anderson,1610612759,SAS,F,22.0,72,72,1.0,2.15,4.97,0.433,0.431,0.002
203492,Ray McCallum,1610612759,SAS,G,25.0,28,28,1.0,2.21,4.89,0.453,0.437,0.015
1626246,Boban Marjanović,1610612759,SAS,C,27.0,49,49,1.0,2.08,4.84,0.43,0.47,-0.04
1889,Andre Miller,1610612759,SAS,G,40.0,35,35,1.0,2.0,4.69,0.427,0.43,-0.003
1938,Manu Ginobili,1610612759,SAS,G,38.0,56,56,1.0,1.61,4.25,0.378,0.438,-0.06
203613,Jonathon Simmons,1610612759,SAS,G-F,26.0,50,50,1.0,2.04,4.18,0.488,0.433,0.055
2446,Rasual Butler,1610612759,SAS,F,37.0,36,36,1.0,1.47,3.86,0.381,0.422,-0.04
2588,Matt Bonner,1610612759,SAS,C-F,36.0,23,23,1.0,1.61,3.78,0.425,0.437,-0.012
202690,Jimmer Fredette,1610612759,SAS,G,27.0,5,5,1.0,1.0,1.4,0.714,0.441,0.274
