close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fg2m,fg2a,fg2_pct,ns_fg2_pct,plusminus
1495,Tim Duncan,1610612759,SAS,C-F,40.0,61,61,0.933,4.57,10.51,0.435,0.499,-0.064
200746,LaMarcus Aldridge,1610612759,SAS,F,30.0,74,74,0.81,4.78,10.3,0.465,0.493,-0.029
2561,David West,1610612759,SAS,F,35.0,78,77,0.851,3.32,6.88,0.482,0.493,-0.01
201980,Danny Green,1610612759,SAS,G-F,29.0,79,79,0.719,3.27,6.8,0.48,0.488,-0.007
202695,Kawhi Leonard,1610612759,SAS,F,25.0,72,72,0.693,2.69,6.56,0.411,0.489,-0.078
2225,Tony Parker,1610612759,SAS,G,34.0,72,71,0.682,2.68,5.44,0.492,0.477,0.015
2564,Boris Diaw,1610612759,SAS,C-F,34.0,76,74,0.772,2.43,5.26,0.463,0.489,-0.026
1626246,Boban Marjanović,1610612759,SAS,C,27.0,49,46,0.861,1.86,4.16,0.446,0.501,-0.055
201988,Patty Mills,1610612759,SAS,G,27.0,81,80,0.693,2.1,3.93,0.535,0.469,0.066
203492,Ray McCallum,1610612759,SAS,G,25.0,28,25,0.679,1.57,3.32,0.473,0.48,-0.007
2755,Kevin Martin,1610612759,SAS,G,33.0,54,53,0.618,1.91,3.26,0.585,0.482,0.103
203937,Kyle Anderson,1610612759,SAS,F,22.0,72,68,0.656,1.69,3.26,0.519,0.478,0.041
2588,Matt Bonner,1610612759,SAS,C-F,36.0,23,22,0.816,1.39,3.09,0.451,0.475,-0.024
1938,Manu Ginobili,1610612759,SAS,G,38.0,56,52,0.668,1.32,2.84,0.465,0.485,-0.02
203613,Jonathon Simmons,1610612759,SAS,G-F,26.0,50,44,0.67,1.5,2.8,0.536,0.482,0.053
2446,Rasual Butler,1610612759,SAS,F,37.0,36,32,0.59,1.0,2.28,0.439,0.475,-0.036
1889,Andre Miller,1610612759,SAS,G,40.0,35,27,0.421,1.11,1.97,0.565,0.469,0.096
202690,Jimmer Fredette,1610612759,SAS,G,27.0,5,4,0.714,0.6,1.0,0.6,0.495,0.105
