TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK
1610612737,Atlanta Hawks,82,43,39,0.524,3941.0,11.7,9.2,7.3,34.2,11.3,9.5,9.1,36.0,1,16,16,16,30,20,22,30,20,7,11,17,21
1610612738,Boston Celtics,82,51,31,0.622,3981.0,12.1,9.6,8.2,34.5,11.2,9.3,8.6,31.5,1,6,6,6,2,14,16,21,17,6,3,7,2
1610612751,Brooklyn Nets,82,44,38,0.537,3951.0,11.7,10.3,10.3,34.3,12.9,10.3,10.5,35.3,1,14,14,14,19,19,10,8,18,25,22,25,15
1610612766,Charlotte Hornets,82,43,39,0.524,3976.0,13.8,10.0,12.1,38.2,12.1,11.1,10.3,35.7,1,16,16,16,3,3,14,2,3,15,29,24,19
1610612741,Chicago Bulls,82,46,36,0.561,3946.0,12.3,8.3,9.5,34.2,11.4,9.5,9.0,37.1,1,12,12,12,24,12,28,13,19,8,9,13,23
1610612739,Cleveland Cavaliers,82,44,38,0.537,3946.0,11.8,9.4,8.3,36.2,13.0,9.4,9.1,34.9,1,14,14,14,24,17,18,20,11,27,5,16,13
1610612742,Dallas Mavericks,82,52,30,0.634,3951.0,11.1,8.2,7.5,32.1,10.8,9.8,8.9,35.2,1,5,5,5,19,26,29,28,28,2,17,12,14
1610612743,Denver Nuggets,82,48,34,0.585,3961.0,11.6,9.4,10.1,36.7,12.9,8.5,9.3,37.2,1,10,10,10,8,22,20,10,6,26,1,19,24
1610612765,Detroit Pistons,82,23,59,0.28,3956.0,12.7,10.1,7.8,34.0,12.6,9.3,8.2,37.1,1,28,28,28,13,8,12,26,21,21,4,3,22
1610612744,Golden State Warriors,82,53,29,0.646,3946.0,13.2,9.5,10.3,33.4,12.6,9.5,9.2,32.8,1,3,3,3,24,6,17,7,25,23,9,18,5
1610612745,Houston Rockets,82,20,62,0.244,3951.0,12.0,10.6,9.1,36.5,15.8,11.0,11.8,39.7,1,30,30,30,19,15,9,17,8,30,26,30,30
1610612754,Indiana Pacers,82,25,57,0.305,3976.0,10.8,10.9,9.9,36.9,12.7,10.1,9.9,38.3,1,26,26,26,3,28,6,11,5,24,20,22,28
1610612746,LA Clippers,82,42,40,0.512,3956.0,11.5,8.1,8.8,32.4,12.3,11.2,9.7,37.4,1,18,18,18,13,23,30,18,27,17,30,20,25
1610612747,Los Angeles Lakers,82,33,49,0.402,3996.0,11.9,8.9,10.9,36.4,12.6,9.9,11.1,38.1,1,23,23,23,1,16,24,5,10,22,18,28,27
1610612763,Memphis Grizzlies,82,56,26,0.683,3956.0,13.6,14.0,13.2,43.0,10.8,9.7,9.8,35.4,1,2,2,2,13,4,1,1,1,3,14,21,16
1610612748,Miami Heat,82,53,29,0.646,3971.0,12.8,9.4,8.1,32.0,12.4,9.4,9.0,30.7,1,3,3,3,5,7,19,22,29,19,6,14,1
1610612749,Milwaukee Bucks,82,51,31,0.622,3951.0,11.3,10.1,9.8,33.6,11.7,9.6,8.6,32.6,1,6,6,6,19,24,13,12,23,12,12,8,4
1610612750,Minnesota Timberwolves,82,46,36,0.561,3956.0,14.8,11.0,11.3,35.6,12.1,10.5,10.5,34.4,1,12,12,12,13,1,5,4,14,14,25,26,11
