close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
1627783,Pascal Siakam,1610612754,IND,F,30.0,80,80,0.429,188,475,0.396,0.372,0.024
1626167,Myles Turner,1610612754,IND,C-F,28.0,77,75,0.331,140,382,0.366,0.377,-0.01
1630174,Aaron Nesmith,1610612754,IND,G-F,24.0,72,71,0.399,125,360,0.347,0.381,-0.034
1630169,Tyrese Haliburton,1610612754,IND,G,24.0,69,68,0.395,110,288,0.382,0.378,0.004
1629614,Andrew Nembhard,1610612754,IND,G-F,24.0,67,65,0.397,100,278,0.36,0.385,-0.025
1630167,Obi Toppin,1610612754,IND,F,26.0,82,78,0.437,91,250,0.364,0.375,-0.011
203926,Doug McDermott,1610612754,IND,F,32.0,63,60,0.483,79,184,0.429,0.368,0.062
1631097,Bennedict Mathurin,1610612754,IND,G-F,22.0,59,55,0.339,70,172,0.407,0.378,0.029
204456,T.J. McConnell,1610612754,IND,G,32.0,71,58,0.375,59,163,0.362,0.375,-0.013
1630188,Jalen Smith,1610612754,IND,F-C,24.0,61,53,0.315,70,159,0.44,0.375,0.066
1630543,Isaiah Jackson,1610612754,IND,F,22.0,55,48,0.351,57,143,0.399,0.374,0.024
1641767,Ben Sheppard,1610612754,IND,G,22.0,52,45,0.397,40,116,0.345,0.379,-0.034
1641716,Jarace Walker,1610612754,IND,F,20.0,28,21,0.348,12,40,0.3,0.373,-0.073
201949,James Johnson,1610612754,IND,F,37.0,8,6,0.429,3,9,0.333,0.358,-0.024
1631131,Oscar Tshiebwe,1610612754,IND,F-C,24.0,8,5,0.35,2,7,0.286,0.297,-0.012
1631112,Kendall Brown,1610612754,IND,G,21.0,6,4,0.455,2,5,0.4,0.37,0.03
1631245,Quenton Jackson,1610612754,IND,G,25.0,3,1,0.167,0,1,0.0,0.273,-0.273
