PLAYER_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,AGE,GP,G,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
1629029,Luka Dončić,1610612742,DAL,25.0,22,22,0.625,121,315,0.384,0.468,0.3,68,151,0.45,0.325,53,164,0.323
1628973,Jalen Brunson,1610612752,NYK,27.0,13,13,0.579,80,197,0.406,0.454,0.379,61,129,0.473,0.2,19,68,0.279
202681,Kyrie Irving,1610612742,DAL,32.0,22,22,0.477,81,190,0.426,0.497,0.281,54,112,0.482,0.196,27,78,0.346
1630162,Anthony Edwards,1610612750,MIN,22.0,16,16,0.528,74,171,0.433,0.526,0.269,42,87,0.483,0.259,32,84,0.381
1628369,Jayson Tatum,1610612738,BOS,26.0,19,19,0.444,48,165,0.291,0.37,0.188,22,70,0.314,0.255,26,95,0.274
1628983,Shai Gilgeous-Alexander,1610612760,OKC,25.0,10,10,0.634,75,142,0.528,0.577,0.509,61,114,0.535,0.125,14,28,0.5
1630169,Tyrese Haliburton,1610612754,IND,24.0,15,15,0.563,49,121,0.405,0.541,0.135,16,29,0.552,0.428,33,92,0.359
1627750,Jamal Murray,1610612743,DEN,27.0,12,12,0.434,43,108,0.398,0.454,0.305,31,76,0.408,0.129,12,32,0.375
1628378,Donovan Mitchell,1610612739,CLE,27.0,10,10,0.462,43,104,0.413,0.543,0.182,16,41,0.39,0.28,27,63,0.429
1627759,Jaylen Brown,1610612738,BOS,27.0,19,19,0.298,40,101,0.396,0.465,0.162,26,55,0.473,0.136,14,46,0.304
1629636,Darius Garland,1610612739,CLE,24.0,12,12,0.509,35,87,0.402,0.511,0.205,16,35,0.457,0.304,19,52,0.365
1627783,Pascal Siakam,1610612754,IND,30.0,17,17,0.286,38,83,0.458,0.458,0.272,38,79,0.481,0.014,0,4,0.0
1628401,Derrick White,1610612738,BOS,29.0,19,19,0.324,24,78,0.308,0.41,0.104,8,25,0.32,0.22,16,53,0.302
1631094,Paolo Banchero,1610612753,ORL,21.0,7,7,0.51,32,76,0.421,0.447,0.383,28,57,0.491,0.128,4,19,0.211
201144,Mike Conley,1610612750,MIN,36.0,15,15,0.434,24,63,0.381,0.524,0.145,6,21,0.286,0.29,18,42,0.429
1631114,Jalen Williams,1610612760,OKC,23.0,10,10,0.388,23,62,0.371,0.444,0.25,14,40,0.35,0.138,9,22,0.409
203114,Khris Middleton,1610612749,MIL,32.0,6,6,0.526,24,60,0.4,0.475,0.333,15,38,0.395,0.193,9,22,0.409
1629614,Andrew Nembhard,1610612754,IND,24.0,17,16,0.324,29,59,0.492,0.525,0.269,25,49,0.51,0.055,4,10,0.4
201950,Jrue Holiday,1610612738,BOS,34.0,19,19,0.306,21,59,0.356,0.5,0.067,4,13,0.308,0.238,17,46,0.37
204456,T.J. McConnell,1610612754,IND,32.0,17,17,0.297,22,55,0.4,0.427,0.249,19,46,0.413,0.049,3,9,0.333
201935,James Harden,1610612746,LAC,34.0,6,6,0.596,23,53,0.434,0.585,0.157,7,14,0.5,0.438,16,39,0.41
1630178,Tyrese Maxey,1610612755,PHI,23.0,6,6,0.377,22,52,0.423,0.529,0.138,11,19,0.579,0.239,11,33,0.333
202331,Paul George,1610612746,LAC,34.0,6,6,0.495,17,47,0.362,0.447,0.232,9,22,0.409,0.263,8,25,0.32
203081,Damian Lillard,1610612749,MIL,33.0,4,4,0.58,16,47,0.34,0.468,0.185,4,15,0.267,0.395,12,32,0.375
1627747,Caris LeVert,1610612739,CLE,29.0,11,11,0.422,13,43,0.302,0.349,0.206,9,21,0.429,0.216,4,22,0.182
1629639,Tyler Herro,1610612748,MIA,24.0,5,5,0.5,14,39,0.359,0.462,0.218,6,17,0.353,0.282,8,22,0.364
1630540,Miles McBride,1610612752,NYK,23.0,13,13,0.29,15,36,0.417,0.5,0.169,9,21,0.429,0.121,6,15,0.4
203468,CJ McCollum,1610612740,NOP,32.0,4,4,0.486,13,36,0.361,0.403,0.311,10,23,0.435,0.176,3,13,0.231
1630202,Payton Pritchard,1610612738,BOS,26.0,19,16,0.324,12,34,0.353,0.485,0.162,3,17,0.176,0.162,9,17,0.529
203954,Joel Embiid,1610612755,PHI,30.0,6,6,0.256,12,34,0.353,0.368,0.203,11,27,0.407,0.053,1,7,0.143
201142,Kevin Durant,1610612756,PHX,35.0,4,4,0.478,19,32,0.594,0.609,0.433,18,29,0.621,0.045,1,3,0.333
1627742,Brandon Ingram,1610612740,NOP,26.0,4,4,0.582,13,32,0.406,0.422,0.527,12,29,0.414,0.055,1,3,0.333
1628978,Donte DiVincenzo,1610612752,NYK,27.0,13,13,0.168,13,32,0.406,0.547,0.063,4,12,0.333,0.105,9,20,0.45
203999,Nikola Jokić,1610612743,DEN,29.0,12,10,0.131,10,32,0.313,0.359,0.082,7,20,0.35,0.049,3,12,0.25
1629008,Michael Porter Jr.,1610612743,DEN,26.0,12,12,0.212,11,31,0.355,0.419,0.116,7,17,0.412,0.096,4,14,0.286
1626164,Devin Booker,1610612756,PHX,27.0,4,4,0.462,13,30,0.433,0.517,0.231,8,15,0.533,0.231,5,15,0.333
1628404,Josh Hart,1610612752,NYK,29.0,13,13,0.2,11,30,0.367,0.483,0.08,4,12,0.333,0.12,7,18,0.389
1630559,Austin Reaves,1610612747,LAL,26.0,5,5,0.46,16,29,0.552,0.638,0.238,11,15,0.733,0.222,5,14,0.357
1628389,Bam Adebayo,1610612748,MIA,26.0,5,5,0.299,10,29,0.345,0.345,0.268,10,26,0.385,0.031,0,3,0.0
1626156,D'Angelo Russell,1610612747,LAL,28.0,5,5,0.384,10,28,0.357,0.482,0.164,3,12,0.25,0.219,7,16,0.438
1630532,Franz Wagner,1610612753,ORL,22.0,7,7,0.272,9,28,0.321,0.393,0.126,5,13,0.385,0.146,4,15,0.267
1626171,Bobby Portis,1610612749,MIL,29.0,6,6,0.297,11,27,0.407,0.407,0.264,11,24,0.458,0.033,0,3,0.0
1629638,Nickeil Alexander-Walker,1610612750,MIN,25.0,16,13,0.241,8,27,0.296,0.389,0.071,3,8,0.375,0.17,5,19,0.263
202692,Alec Burks,1610612752,NYK,32.0,6,6,0.52,12,26,0.462,0.538,0.26,8,13,0.615,0.26,4,13,0.308
