group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
Players,202691,Klay Thompson,Klay,1610612744,GSW,33.0,36,17,19,0.472,4.2,0.6,2.1,0.303,0.4,1.5,0.302,0.2,0.3,0.778,0.2,0.5,0.7,0.3,0.2,0.1,0.1,0.1,0.3,0.2,1.9,-0.1,3.6,1,0,3.8,42,61,38,247,33,72,32,320,14,6,167,207,216,148,114,107,103,122,75,96,77,72,209,236,72,231,81,148,27,66,GSW
Players,201939,Stephen Curry,Stephen,1610612744,GSW,35.0,27,12,15,0.444,4.1,1.3,2.9,0.43,0.4,1.6,0.286,0.7,0.8,0.909,0.1,0.9,0.9,0.6,0.4,0.1,0.1,0.1,0.4,0.6,3.7,-0.4,5.9,7,1,6.1,131,145,90,272,41,11,7,210,14,5,174,48,64,78,227,26,56,20,17,153,77,72,159,58,12,262,13,49,9,7,GSW
Players,1629660,Ty Jerome,Ty,1610612744,GSW,25.0,12,6,6,0.5,1.0,0.1,0.3,0.333,0.1,0.2,0.5,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.8,1.0,0,0,0.9,245,239,234,188,402,350,354,286,197,266,42,295,305,295,288,201,263,122,281,250,204,210,180,329,364,107,348,205,27,354,GSW
Players,1628978,Donte DiVincenzo,Donte,1610612744,GSW,26.0,28,12,16,0.429,3.2,0.3,0.8,0.333,0.2,0.6,0.353,0.1,0.2,0.667,0.2,0.6,0.8,0.3,0.0,0.2,0.0,0.0,0.1,0.1,0.9,0.3,2.8,2,0,2.6,118,145,77,291,174,241,182,286,74,80,124,238,241,195,100,74,75,122,274,42,180,210,340,258,221,176,130,108,27,138,GSW
Players,2738,Andre Iguodala,Andre,1610612744,GSW,39.0,1,0,1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.0,0.0,0,0,0.0,425,418,381,418,406,361,396,361,257,325,257,295,305,295,288,373,388,297,281,250,204,210,1,329,382,436,413,205,27,413,GSW
Players,203110,Draymond Green,Draymond,1610612744,GSW,33.0,34,17,17,0.5,4.3,0.4,0.7,0.542,0.1,0.2,0.375,0.2,0.4,0.583,0.2,0.7,0.9,0.4,0.3,0.1,0.2,0.0,0.6,0.4,1.1,-0.3,3.2,8,0,3.0,63,61,69,188,29,160,196,102,193,232,111,198,181,232,105,38,53,65,36,184,40,191,35,132,182,254,98,43,27,109,GSW
Players,1630541,Moses Moody,Moses,1610612744,GSW,21.0,6,0,6,0.0,1.7,0.3,0.5,0.667,0.3,0.5,0.667,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,1.0,-2.3,1.2,0,0,1.5,322,418,234,418,351,181,261,53,23,101,23,295,305,295,288,311,352,297,281,250,204,210,24,329,184,410,313,205,27,270,GSW
Players,1626172,Kevon Looney,Kevon,1610612744,GSW,27.0,31,16,15,0.516,2.5,0.1,0.4,0.25,0.0,0.0,0.0,0.3,0.5,0.714,0.5,0.5,1.0,0.2,0.0,0.1,0.2,0.1,0.2,0.3,0.5,0.5,2.7,5,0,2.2,87,80,90,182,260,345,313,331,257,325,257,143,147,183,15,143,49,143,281,173,54,91,278,151,311,138,151,62,27,184,GSW
Players,203952,Andrew Wiggins,Andrew,1610612744,GSW,28.0,18,8,10,0.444,3.9,0.3,0.7,0.462,0.1,0.3,0.4,0.0,0.0,0.0,0.2,0.3,0.6,0.2,0.2,0.1,0.1,0.1,0.4,0.2,0.8,-1.6,2.1,2,0,2.0,199,204,169,272,67,181,192,178,164,201,97,295,305,295,92,201,157,147,111,190,77,145,111,209,238,363,214,108,27,198,GSW
Players,1630228,Jonathan Kuminga,Jonathan,1610612744,GSW,20.0,17,9,8,0.529,2.5,0.5,0.8,0.643,0.1,0.1,1.0,0.2,0.2,0.75,0.1,0.4,0.5,0.2,0.2,0.1,0.2,0.2,0.5,0.2,1.3,0.0,2.9,1,0,2.7,203,189,195,173,263,102,165,67,222,317,1,216,230,156,175,168,176,137,67,88,40,29,101,205,140,207,122,148,27,127,GSW
Players,1627780,Gary Payton II,Gary,1610612744,GSW,30.0,7,3,4,0.429,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.3,0.6,0.9,0,0,0.7,309,304,287,291,399,361,396,361,257,325,257,155,203,1,288,326,363,297,281,250,57,210,340,258,355,134,360,205,27,374,GSW
Players,1630237,Anthony Lamb,Anthony,1610612744,GSW,25.0,14,8,6,0.571,2.3,0.2,0.5,0.429,0.1,0.4,0.333,0.0,0.0,0.0,0.1,0.4,0.5,0.2,0.1,0.1,0.1,0.0,0.3,0.1,0.6,0.7,1.8,0,0,1.7,229,204,234,134,286,271,261,211,128,136,131,295,305,295,146,193,184,155,135,157,129,210,224,258,298,120,250,205,27,252,GSW
Players,1629673,Jordan Poole,Jordan,1610612744,GSW,24.0,34,17,17,0.5,3.5,0.7,1.9,0.381,0.2,0.9,0.276,0.4,0.4,0.867,0.2,0.5,0.7,0.3,0.4,0.1,0.0,0.2,0.3,0.6,2.0,0.2,3.2,0,0,3.4,63,61,69,188,113,56,43,256,65,39,179,124,151,99,122,107,110,96,23,132,204,13,247,57,64,186,96,205,27,79,GSW
Players,203210,JaMychal Green,JaMychal,1610612744,GSW,33.0,4,0,4,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.3,0.0,0,0,0.0,351,418,287,418,398,361,396,361,257,325,257,295,305,295,288,373,388,297,281,250,204,210,376,329,382,438,413,205,27,413,GSW
