group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank
Players,2738,Andre Iguodala,Andre,1610612744,GSW,39.0,1,0,1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,425,418,18,418,406,366,325,323,142,257,174,295,247,315,275,259,250,87,333,267,361,396,361
Players,203952,Andrew Wiggins,Andrew,1610612744,GSW,28.0,18,8,10,0.444,3.9,0.615,0.385,0.571,0.143,0.429,0.0,0.0,0.286,0.429,1.0,0.0,1.0,0.0,1.0,0.0,6,13,0.462,199,204,268,272,67,182,213,124,49,106,174,295,47,149,1,259,1,87,1,267,173,176,178
Players,1630237,Anthony Lamb,Anthony,1610612744,GSW,25.0,14,8,6,0.571,2.3,0.143,0.857,0.25,0.0,0.75,0.0,0.0,0.0,0.25,1.0,0.0,1.0,0.0,1.0,0.0,3,7,0.429,229,204,191,134,286,358,36,285,142,30,174,295,247,252,1,259,1,87,1,267,227,234,211
Players,1628978,Donte DiVincenzo,Donte,1610612744,GSW,26.0,28,12,16,0.429,3.2,0.19,0.81,0.083,0.0,0.75,0.042,0.167,0.125,0.083,1.0,0.0,0.833,0.167,0.857,0.143,7,21,0.333,118,145,363,291,174,352,43,319,142,30,158,230,162,307,1,259,181,72,105,250,156,130,286
Players,203110,Draymond Green,Draymond,1610612744,GSW,33.0,34,17,17,0.5,4.3,0.667,0.333,0.556,0.0,0.25,0.0,0.194,0.083,0.556,1.0,0.0,1.0,0.0,1.0,0.0,13,24,0.542,63,61,376,188,29,148,236,142,142,177,174,216,210,105,1,259,1,87,1,267,93,117,102
Players,1627780,Gary Payton II,Gary,1610612744,GSW,30.0,7,3,4,0.429,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,309,304,136,291,399,366,325,323,142,257,174,1,247,315,275,259,250,87,333,267,361,396,361
Players,203210,JaMychal Green,JaMychal,1610612744,GSW,33.0,4,0,4,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,351,418,136,418,398,366,325,323,142,257,174,295,247,315,275,259,250,87,333,267,361,396,361
Players,1630228,Jonathan Kuminga,Jonathan,1610612744,GSW,20.0,17,9,8,0.529,2.5,0.929,0.071,0.727,0.0,0.136,0.091,0.137,0.091,0.727,0.875,0.125,1.0,0.0,0.889,0.111,9,14,0.643,203,189,238,173,263,76,320,68,142,222,97,254,198,56,68,255,1,87,100,259,133,167,67
Players,1629673,Jordan Poole,Jordan,1610612744,GSW,24.0,34,17,17,0.5,3.5,0.54,0.46,0.464,0.058,0.348,0.145,0.188,0.159,0.406,0.25,0.75,0.75,0.25,0.417,0.583,24,63,0.381,63,61,376,188,113,223,173,182,114,142,51,220,127,158,239,79,193,56,266,93,35,29,256
Players,1626172,Kevon Looney,Kevon,1610612744,GSW,27.0,31,16,15,0.516,2.5,1.0,0.0,0.375,0.0,0.0,0.0,0.625,0.063,0.375,0.667,0.333,0.0,0.0,0.667,0.333,3,12,0.25,87,80,344,182,260,1,325,232,142,257,174,27,227,190,100,209,250,87,174,170,227,184,331
Players,202691,Klay Thompson,Klay,1610612744,GSW,33.0,36,17,19,0.472,4.2,0.303,0.697,0.203,0.116,0.696,0.087,0.101,0.087,0.087,0.286,0.714,0.875,0.125,0.696,0.304,23,76,0.303,42,61,398,247,33,318,78,295,67,47,101,270,207,306,231,89,175,82,166,195,41,18,320
Players,1630541,Moses Moody,Moses,1610612744,GSW,21.0,6,0,6,0.0,1.7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,3,0.667,322,418,191,418,351,366,1,323,142,1,174,295,247,315,275,259,1,87,1,267,260,302,53
Players,201939,Stephen Curry,Stephen,1610612744,GSW,35.0,27,12,15,0.444,4.1,0.468,0.532,0.44,0.16,0.36,0.11,0.2,0.16,0.28,0.182,0.818,0.667,0.333,0.353,0.647,34,79,0.43,131,145,344,272,41,269,127,196,42,133,80,204,124,242,258,64,206,39,285,76,17,16,210
Players,1629660,Ty Jerome,Ty,1610612744,GSW,25.0,12,6,6,0.5,1.0,0.333,0.667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,3,0.333,245,239,191,188,402,304,81,323,142,1,174,295,247,315,275,259,1,87,1,267,295,302,286
