player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,travel,double_dribble,discontinued_dribble,off_three_sec,inbound,backcourt,off_goaltending,palming,off_foul,def_three_sec,charge,def_goaltending,lane,jump_ball,kicked_ball,gp_rank,w_rank,l_rank,w_pct_rank,travel_rank,double_dribble_rank,discontinued_dribble_rank,off_three_sec_rank,inbound_rank,backcourt_rank,off_goaltending_rank,palming_rank,off_foul_rank,def_three_sec_rank,charge_rank,def_goaltending_rank,lane_rank,jump_ball_rank,kicked_ball_rank,team
1630578,Alperen Sengun,Alperen,1610612745,HOU,20.0,75,18,57,0.24,23.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,34.0,4.0,8.0,6.0,0.0,0.0,8.0,70,339,534,492,6,79,21,19,27,162,10,102,14,18,35,22,71,7,18,HOU
1626246,Boban Marjanović,Boban,1610612745,HOU,34.0,31,7,24,0.226,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,396,442,238,498,370,79,86,33,27,162,83,102,406,87,325,208,71,7,331,HOU
1630227,Daishen Nix,Daishen,1610612745,HOU,21.0,57,15,42,0.263,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,246,369,493,480,268,79,86,78,2,40,83,102,276,195,233,208,71,7,66,HOU
1630620,Darius Days,Darius,1610612745,HOU,23.0,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,509,528,45,528,433,79,86,78,27,162,83,102,457,195,325,208,71,7,212,HOU
1626163,Frank Kaminsky,Frank,1610612745,HOU,30.0,36,13,23,0.361,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,373,391,226,429,370,79,86,78,27,162,83,102,330,87,325,208,71,7,331,HOU
1631095,Jabari Smith Jr.,Jabari,1610612745,HOU,20.0,79,21,58,0.266,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,13.0,1.0,2.0,4.0,2.0,0.0,5.0,27,303,535,478,50,79,86,78,27,40,24,102,127,87,173,40,4,7,41,HOU
1630256,Jae'Sean Tate,Jae'Sean,1610612745,HOU,27.0,31,7,24,0.226,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,1.0,396,442,238,498,126,79,86,78,27,40,83,102,140,195,173,208,71,7,212,HOU
1630224,Jalen Green,Jalen,1610612745,HOU,21.0,76,20,56,0.263,12.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,6.0,2.0,0.0,0.0,1.0,55,310,533,480,50,13,21,78,27,162,24,102,127,195,46,76,71,7,212,HOU
1630528,Josh Christopher,Josh,1610612745,HOU,21.0,64,16,48,0.25,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,2.0,181,357,520,484,268,79,21,78,27,162,83,102,253,195,63,208,71,7,143,HOU
1630231,KJ Martin,KJ,1610612745,HOU,22.0,82,22,60,0.268,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,5.0,3.0,0.0,0.0,0.0,2,290,537,475,73,79,86,78,27,40,83,102,73,195,63,54,71,7,331,HOU
1629645,Kevin Porter Jr.,Kevin,1610612745,HOU,23.0,59,18,41,0.305,8.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,12.0,0.0,4.0,2.0,0.0,0.0,1.0,230,339,487,458,126,79,21,33,27,11,83,102,140,195,92,76,71,7,212,HOU
1631106,Tari Eason,Tari,1610612745,HOU,22.0,82,22,60,0.268,11.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,15.0,0.0,9.0,1.0,0.0,0.0,0.0,2,290,537,475,64,13,86,78,27,40,2,102,101,195,22,118,71,7,331,HOU
1631309,Trevor Hudgins,Trevor,1610612745,HOU,24.0,5,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499,528,61,528,433,79,86,78,27,162,83,102,457,195,325,208,71,7,331,HOU
1631102,TyTy Washington Jr.,TyTy,1610612745,HOU,21.0,31,6,25,0.194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,396,452,256,511,433,79,86,78,27,162,83,102,406,195,233,208,6,7,331,HOU
1630586,Usman Garuba,Usman,1610612745,HOU,21.0,75,21,54,0.28,7.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,1.0,0.0,2.0,1.0,0.0,3.0,70,303,532,472,148,13,86,78,27,162,10,102,101,87,325,76,6,7,102,HOU
