SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,PLAY_TYPE,TYPE_GROUPING,PERCENTILE,GP,POSS_PCT,PPP,FG_PCT,FT_POSS_PCT,TOV_POSS_PCT,SF_POSS_PCT,PLUSONE_POSS_PCT,SCORE_POSS_PCT,EFG_PCT,POSS,PTS,FGM,FGA,FGMX
42016,1610612759,SAS,San Antonio Spurs,OffRebound,Offensive,0.733,16,0.072,1.095,0.575,0.111,0.071,0.095,0.024,0.556,0.575,7.9,8.6,3.8,6.6,2.8
42016,1610612739,CLE,Cleveland Cavaliers,OffRebound,Offensive,0.4,18,0.048,0.978,0.486,0.12,0.076,0.098,0.0,0.511,0.5,5.1,5.0,2.0,4.1,2.1
42016,1610612738,BOS,Boston Celtics,OffRebound,Offensive,0.571,18,0.043,1.0,0.545,0.085,0.122,0.098,0.024,0.5,0.545,4.6,4.6,2.0,3.7,1.7
42016,1610612764,WAS,Washington Wizards,OffRebound,Offensive,0.667,13,0.051,1.014,0.485,0.096,0.014,0.082,0.014,0.521,0.485,5.6,5.7,2.5,5.1,2.6
42016,1610612744,GSW,Golden State Warriors,OffRebound,Offensive,0.267,17,0.036,0.956,0.474,0.103,0.074,0.088,0.015,0.485,0.474,4.0,3.8,1.6,3.4,1.8
42016,1610612745,HOU,Houston Rockets,OffRebound,Offensive,0.8,11,0.044,1.113,0.643,0.075,0.113,0.094,0.0,0.566,0.643,4.8,5.4,2.5,3.8,1.4
42016,1610612741,CHI,Chicago Bulls,OffRebound,Offensive,0.467,6,0.087,0.982,0.531,0.018,0.091,0.018,0.0,0.491,0.531,9.2,9.0,4.3,8.2,3.8
42016,1610612762,UTA,Utah Jazz,OffRebound,Offensive,0.933,11,0.036,1.256,0.714,0.256,0.077,0.205,0.051,0.667,0.732,3.5,4.5,1.8,2.5,0.7
42016,1610612760,OKC,Oklahoma City Thunder,OffRebound,Offensive,1.0,5,0.047,1.385,0.75,0.038,0.077,0.038,0.038,0.692,0.75,5.2,7.2,3.6,4.8,1.2
42016,1610612737,ATL,Atlanta Hawks,OffRebound,Offensive,0.2,6,0.06,0.878,0.407,0.317,0.098,0.293,0.073,0.488,0.407,6.8,6.0,1.8,4.5,2.7
42016,1610612746,LAC,LA Clippers,OffRebound,Offensive,0.333,7,0.047,0.97,0.478,0.212,0.091,0.182,0.0,0.545,0.478,4.7,4.6,1.6,3.3,1.7
42016,1610612757,POR,Portland Trail Blazers,OffRebound,Offensive,0.867,4,0.056,1.154,0.571,0.154,0.038,0.115,0.0,0.577,0.571,6.5,7.5,3.0,5.3,2.3
42016,1610612761,TOR,Toronto Raptors,OffRebound,Offensive,0.133,10,0.034,0.8,0.448,0.029,0.143,0.029,0.0,0.4,0.448,3.5,2.8,1.3,2.9,1.6
42016,1610612763,MEM,Memphis Grizzlies,OffRebound,Offensive,0.571,6,0.045,1.0,0.5,0.077,0.077,0.077,0.0,0.5,0.545,4.3,4.3,1.8,3.7,1.8
42016,1610612749,MIL,Milwaukee Bucks,OffRebound,Offensive,0.0,6,0.056,0.588,0.241,0.147,0.029,0.118,0.029,0.324,0.241,5.7,3.3,1.2,4.8,3.7
42016,1610612754,IND,Indiana Pacers,OffRebound,Offensive,0.067,4,0.053,0.739,0.381,0.043,0.087,0.043,0.043,0.348,0.381,5.8,4.3,2.0,5.3,3.3
