group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
Players,203914,Gary Harris,Gary,1610612743,DEN,25.0,5,4,1,0.8,13.398333333333332,1,4,0.25,1,4,0.25,0,0,0.0,1,1,2,0,1,1,0,0,3,1,3,0,7.4,0,0,8.0,28,20,11,13,46,43,39,57,20,20,33,48,50,48,16,46,38,42,20,9,25,1,96,39,49,51,52,39,6,48,DEN
Players,200794,Paul Millsap,Paul,1610612743,DEN,35.0,6,1,5,0.167,18.77166666666667,1,3,0.333,0,0,0.0,1,1,1.0,1,4,5,0,0,0,1,2,3,0,3,-14,12.0,0,0,10.0,21,51,115,94,34,43,43,48,44,69,44,32,43,1,16,16,17,42,48,36,11,117,96,62,49,112,36,39,6,41,DEN
Players,1628408,PJ Dozier,PJ,1610612743,DEN,23.0,3,2,1,0.667,9.858333333333333,0,0,0.0,0,0,0.0,0,2,0.0,0,1,1,1,0,2,1,0,1,3,0,8,11.7,0,0,8.0,61,38,11,27,62,69,89,69,44,69,44,48,29,48,40,46,57,27,48,2,11,1,38,17,76,17,38,39,6,48,DEN
Players,203999,Nikola Jokić,Nikola,1610612743,DEN,25.0,11,6,5,0.545,36.818333333333335,10,16,0.625,4,6,0.667,6,7,0.857,3,5,8,2,1,1,0,1,3,5,30,18,44.6,6,0,46.0,9,7,115,43,12,3,7,18,3,7,6,9,10,26,3,9,7,13,20,9,25,97,96,9,5,6,4,4,6,4,DEN
Players,1627750,Jamal Murray,Jamal,1610612743,DEN,23.0,11,6,5,0.545,38.535,15,27,0.556,8,11,0.727,1,1,1.0,3,7,10,10,3,1,3,1,4,4,39,10,75.0,2,0,75.0,9,7,115,43,10,1,1,23,1,2,5,32,43,1,3,4,3,1,4,9,1,97,111,14,2,16,2,10,6,2,DEN
Players,1629008,Michael Porter Jr.,Michael,1610612743,DEN,22.0,6,4,2,0.667,11.058333333333334,1,2,0.5,1,2,0.5,4,4,1.0,0,2,2,0,0,0,1,0,3,3,7,16,12.4,1,0,12.0,21,20,59,27,59,43,55,28,20,39,14,17,19,1,40,31,38,42,48,36,11,1,96,17,31,7,35,18,6,35,DEN
Players,203486,Mason Plumlee,Mason,1610612743,DEN,30.0,3,1,2,0.333,0.8516666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-7,0.0,0,0,0.0,61,51,59,73,110,69,89,69,44,69,44,48,50,48,40,76,82,42,48,36,25,1,1,62,76,87,93,39,6,93,DEN
Players,203584,Troy Daniels,Troy,1610612743,DEN,28.0,1,0,1,0.0,0.13,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0.0,97,95,11,95,119,69,89,69,44,69,44,48,50,48,40,76,82,42,48,36,25,1,1,62,76,38,93,39,6,93,DEN
Players,1628470,Torrey Craig,Torrey,1610612743,DEN,29.0,6,4,2,0.667,12.96,1,3,0.333,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,0,3,0,2,0,3.5,0,0,3.0,21,20,59,27,48,43,43,48,44,51,44,48,50,48,40,76,82,27,48,36,25,1,96,62,61,51,69,39,6,69,DEN
Players,203924,Jerami Grant,Jerami,1610612743,DEN,26.0,10,5,5,0.5,37.98833333333334,2,10,0.2,1,4,0.25,3,3,1.0,0,3,3,0,1,1,0,2,5,1,8,4,13.6,0,0,14.0,12,17,115,45,11,27,19,62,20,20,33,21,23,1,40,25,28,42,20,9,25,117,120,39,24,36,34,39,6,30,DEN
Players,1628420,Monté Morris,Monté,1610612743,DEN,25.0,5,2,3,0.4,12.305,1,2,0.5,1,2,0.5,2,2,1.0,0,1,1,0,0,0,0,0,1,2,5,12,6.2,0,0,7.0,28,38,76,67,53,43,55,28,20,39,14,25,29,1,40,46,57,42,48,36,25,1,38,30,37,10,59,39,6,54,DEN
