player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
202329,Al-Farouq Aminu,Al-Farouq,1610612757,POR,28.0,16,8,8,0.5,24.9,1.3,1.1,1.3,2.5,8.6,8.0,6.4,26.1,0.6,0.7,2.1,1.6,19.4,18,30,191,74,85,73,85,66,104,142,157,118,64,48,165,124,99,81,POR
1629014,Anfernee Simons,Anfernee,1610612757,POR,20.0,5,2,3,0.4,2.4,0.8,0.4,0.0,0.0,0.0,0.0,0.4,2.0,0.0,0.0,0.4,0.4,1.4,111,106,38,111,203,106,139,157,191,1,1,15,194,141,1,32,165,202,POR
203468,CJ McCollum,CJ,1610612757,POR,27.0,16,8,8,0.5,39.7,3.4,2.3,3.1,9.1,12.3,12.9,10.9,39.5,0.6,1.0,2.1,3.2,38.7,18,30,191,74,4,17,25,18,16,188,208,180,3,48,188,124,39,18,POR
203081,Damian Lillard,Damian,1610612757,POR,28.0,16,8,8,0.5,40.6,3.9,1.3,2.3,7.3,13.4,13.0,10.7,41.0,0.3,1.3,2.5,6.8,44.8,18,30,191,74,2,10,71,36,34,201,209,178,1,78,205,148,5,9,POR
202683,Enes Freedom,Enes,1610612757,POR,27.0,16,8,8,0.5,28.8,1.3,4.4,0.1,8.0,9.4,8.3,7.7,28.5,0.6,0.9,2.3,2.5,26.8,18,30,191,74,66,73,2,155,23,152,165,147,52,56,187,129,54,47,POR
202323,Evan Turner,Evan,1610612757,POR,30.0,16,8,8,0.5,15.3,0.0,0.4,0.1,1.5,4.6,6.3,3.6,13.8,0.2,0.6,1.4,0.8,11.7,18,30,191,74,128,167,146,156,131,91,119,77,126,115,160,76,138,123,POR
1627774,Jake Layman,Jake,1610612757,POR,25.0,6,3,3,0.5,3.4,0.0,0.0,0.0,0.3,0.8,0.3,1.0,4.0,0.0,0.0,0.5,0.3,1.6,99,89,38,74,190,167,158,157,183,28,20,26,178,141,1,37,170,197,POR
203090,Maurice Harkless,Maurice,1610612757,POR,26.0,16,8,8,0.5,24.2,1.1,1.9,1.1,5.6,8.8,7.1,7.9,23.9,1.0,0.6,3.5,1.9,21.7,18,30,191,74,87,82,38,71,48,144,137,149,76,16,151,196,76,73,POR
203086,Meyers Leonard,Meyers,1610612757,POR,27.0,11,5,6,0.455,15.5,0.5,0.8,0.7,3.1,3.3,4.6,4.2,16.5,0.1,0.3,2.5,1.3,14.5,52,74,177,100,127,147,100,104,87,67,95,83,113,135,104,147,114,110,POR
203918,Rodney Hood,Rodney,1610612757,POR,26.0,16,8,8,0.5,23.3,1.0,1.4,0.8,2.8,6.6,8.7,4.7,21.3,0.2,0.2,1.8,2.0,15.1,18,30,191,74,93,83,63,99,96,118,179,91,88,115,80,99,70,106,POR
203552,Seth Curry,Seth,1610612757,POR,28.0,16,8,8,0.5,20.4,0.8,0.8,0.8,0.6,6.1,7.6,4.8,17.5,0.3,0.1,1.7,0.8,11.3,18,30,191,74,106,113,109,92,173,110,148,93,110,89,59,97,134,127,POR
1627746,Skal Labissiere,Skal,1610612757,POR,23.0,3,1,2,0.333,3.5,0.0,0.0,0.0,0.7,0.0,0.0,0.0,2.7,0.0,0.0,0.3,0.3,0.7,180,123,13,117,188,167,158,157,163,1,1,1,192,141,1,24,170,209,POR
1628380,Zach Collins,Zach,1610612757,POR,21.0,16,8,8,0.5,17.2,0.4,1.1,0.3,3.8,5.3,6.4,3.6,13.9,1.3,0.3,3.4,2.1,16.5,18,30,191,74,116,148,81,145,75,100,124,77,125,9,109,194,69,97,POR
