season,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,e_def_rating,def_rating,e_net_rating,net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,efg_pct,ts_pct,e_pace,pace,pace_per40,poss,pie,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,off_rating_rank,def_rating_rank,net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,efg_pct_rank,ts_pct_rank,pace_rank,pie_rank,available_flag,season_start,season_end,is_home,home,away,MON
2020-21,1610612756,PHX,Phoenix Suns,42000406,2021-07-20,PHX @ MIL,L,48.0,94.8,96.1,102.2,101.9,-7.4,-5.9,0.368,0.93,11.4,0.143,0.681,0.406,0.147,0.477,0.519,103.1,102.5,85.42,102,0.417,1,86,86,86,7,155,33,107,167,164,163,166,129,167,124,140,134,11,137,1,2020,2021,False,MIL,PHX,JUL
2020-21,1610612756,PHX,Phoenix Suns,42000405,2021-07-17,PHX vs. MIL,L,48.0,128.2,129.3,128.8,135.2,-0.6,-5.8,0.479,2.56,18.1,0.3,0.643,0.476,0.098,0.626,0.648,94.2,91.5,76.25,92,0.503,1,86,86,86,7,20,162,106,129,35,56,58,151,126,40,15,21,159,84,1,2020,2021,True,PHX,MIL,JUL
2020-21,1610612756,PHX,Phoenix Suns,42000404,2021-07-14,PHX @ MIL,L,48.0,104.7,106.2,111.5,112.4,-6.8,-6.2,0.45,1.06,14.9,0.205,0.656,0.48,0.175,0.558,0.596,98.1,97.0,80.83,97,0.464,1,86,86,86,7,121,79,108,139,159,117,132,142,120,160,62,65,75,106,1,2020,2021,False,MIL,PHX,JUL
2020-21,1610612756,PHX,Phoenix Suns,42000403,2021-07-11,PHX @ MIL,L,48.0,101.0,103.1,123.2,123.7,-22.2,-20.6,0.525,1.4,16.5,0.205,0.706,0.474,0.155,0.536,0.555,98.2,97.0,80.83,97,0.378,1,86,86,86,7,131,130,156,104,126,84,134,107,130,136,82,100,75,157,1,2020,2021,False,MIL,PHX,JUL
2020-21,1610612756,PHX,Phoenix Suns,42000402,2021-07-08,PHX vs. MIL,W,48.0,122.7,124.2,114.7,114.9,8.0,9.3,0.605,2.0,19.1,0.326,0.63,0.49,0.137,0.602,0.627,95.1,94.5,78.75,95,0.544,1,1,1,1,7,37,92,49,44,68,38,38,156,104,107,33,41,109,58,1,2020,2021,True,PHX,MIL,JUL
2020-21,1610612756,PHX,Phoenix Suns,42000401,2021-07-06,PHX vs. MIL,W,48.0,115.2,115.7,105.0,104.0,10.2,11.7,0.439,2.0,14.0,0.188,0.796,0.495,0.088,0.528,0.593,101.2,101.5,84.58,102,0.57,1,1,1,1,7,73,41,41,144,68,138,149,31,91,23,93,66,21,44,1,2020,2021,True,PHX,MIL,JUL
2020-21,1610612756,PHX,Phoenix Suns,42000316,2021-06-30,PHX @ LAC,W,48.0,131.5,138.3,107.2,110.8,24.3,27.5,0.509,2.7,19.7,0.381,0.78,0.598,0.106,0.654,0.658,97.5,93.5,77.92,94,0.613,1,1,1,1,7,5,63,9,115,28,24,9,45,1,52,9,14,127,15,1,2020,2021,False,LAC,PHX,JUN
2020-21,1610612756,PHX,Phoenix Suns,42000315,2021-06-28,PHX vs. LAC,L,48.0,102.2,105.2,117.6,119.6,-15.4,-14.4,0.579,1.57,17.3,0.167,0.895,0.488,0.144,0.506,0.55,99.2,97.0,80.83,97,0.42,1,86,86,86,7,125,116,139,71,112,73,157,2,107,116,106,108,75,135,1,2020,2021,True,PHX,LAC,JUN
2020-21,1610612756,PHX,Phoenix Suns,42000314,2021-06-26,PHX @ LAC,W,48.0,91.1,91.3,85.0,86.0,6.0,5.3,0.516,1.14,12.7,0.316,0.703,0.521,0.152,0.384,0.441,93.2,92.5,77.08,92,0.578,1,1,1,1,7,162,4,68,111,151,151,44,109,49,133,168,166,145,39,1,2020,2021,False,LAC,PHX,JUN
2020-21,1610612756,PHX,Phoenix Suns,42000313,2021-06-24,PHX @ LAC,L,48.0,96.1,96.8,112.1,112.8,-16.0,-15.9,0.686,2.18,18.0,0.25,0.733,0.465,0.116,0.444,0.481,95.1,94.5,78.75,95,0.41,1,86,86,86,7,154,82,147,8,54,57,102,81,138,70,154,159,109,142,1,2020,2021,False,LAC,PHX,JUN
2020-21,1610612756,PHX,Phoenix Suns,42000312,2021-06-22,PHX vs. LAC,W,48.0,113.1,114.3,110.1,110.8,3.1,3.5,0.585,2.67,19.5,0.19,0.723,0.472,0.099,0.537,0.578,92.7,92.0,76.67,91,0.543,1,1,1,1,7,84,63,78,65,30,32,146,90,132,43,81,78,153,59,1,2020,2021,True,PHX,LAC,JUN
2020-21,1610612756,PHX,Phoenix Suns,42000311,2021-06-20,PHX vs. LAC,W,48.0,129.1,126.3,120.7,121.3,8.4,5.0,0.633,4.43,23.0,0.225,0.755,0.517,0.074,0.624,0.645,93.7,94.5,78.75,95,0.569,1,1,1,1,7,29,123,71,27,4,1,117,63,57,10,16,26,109,47,1,2020,2021,True,PHX,LAC,JUN
2020-21,1610612756,PHX,Phoenix Suns,42000234,2021-06-13,PHX @ DEN,W,48.0,117.2,116.8,109.0,111.3,8.2,5.5,0.409,1.2,13.4,0.238,0.804,0.561,0.14,0.565,0.634,107.4,106.5,88.75,107,0.569,1,1,1,1,7,72,70,66,157,146,145,111,28,13,113,57,35,5,46,1,2020,2021,False,DEN,PHX,JUN
2020-21,1610612756,PHX,Phoenix Suns,42000233,2021-06-11,PHX @ DEN,W,48.0,118.6,120.8,104.0,106.3,14.6,14.6,0.605,2.17,20.0,0.211,0.644,0.474,0.125,0.605,0.646,97.9,96.0,80.0,96,0.644,1,1,1,1,7,51,51,29,44,59,20,130,150,128,86,31,25,91,9,1,2020,2021,False,DEN,PHX,JUN
2020-21,1610612756,PHX,Phoenix Suns,42000232,2021-06-09,PHX vs. DEN,W,48.0,122.4,123.0,99.2,100.0,23.2,23.0,0.6,3.86,19.4,0.245,0.776,0.533,0.07,0.574,0.606,99.6,99.0,82.5,100,0.627,1,1,1,1,7,44,25,11,51,8,35,106,52,35,8,49,54,49,12,1,2020,2021,True,PHX,DEN,JUN
2020-21,1610612756,PHX,Phoenix Suns,42000231,2021-06-07,PHX vs. DEN,W,48.0,126.0,128.4,109.8,112.9,16.2,15.5,0.652,3.0,22.2,0.25,0.74,0.522,0.105,0.618,0.65,96.2,94.0,78.33,95,0.582,1,1,1,1,7,22,83,27,18,16,2,102,75,48,50,19,19,119,35,1,2020,2021,True,PHX,DEN,JUN
2020-21,1610612756,PHX,Phoenix Suns,42000156,2021-06-03,PHX @ LAL,W,48.0,127.4,125.6,106.3,111.1,21.1,14.4,0.649,1.71,19.7,0.222,0.698,0.506,0.156,0.63,0.683,91.4,90.0,75.0,90,0.608,1,1,1,1,7,31,67,30,21,92,27,120,114,76,137,13,8,163,19,1,2020,2021,False,LAL,PHX,JUN
2020-21,1610612756,PHX,Phoenix Suns,42000155,2021-06-01,PHX vs. LAL,W,48.0,110.3,115.0,84.8,85.9,25.5,29.1,0.674,7.25,21.2,0.167,0.81,0.5,0.04,0.532,0.557,102.2,99.5,82.92,100,0.717,1,1,1,1,7,78,3,6,10,1,11,157,24,82,1,88,98,45,1,1,2020,2021,True,PHX,LAL,JUN
2020-21,1610612756,PHX,Phoenix Suns,42000154,2021-05-30,PHX @ LAL,W,48.0,105.0,102.0,94.6,94.8,10.4,7.2,0.649,2.4,18.3,0.17,0.788,0.476,0.102,0.494,0.531,96.2,97.5,81.25,98,0.577,1,1,1,1,7,135,13,55,21,42,53,155,42,125,46,120,120,65,40,1,2020,2021,False,LAL,PHX,MAY
2020-21,1610612756,PHX,Phoenix Suns,42000153,2021-05-27,PHX @ LAL,L,48.0,95.1,96.0,104.6,109.0,-9.5,-13.0,0.686,1.33,18.0,0.208,0.588,0.404,0.182,0.494,0.528,102.1,99.5,82.92,99,0.424,1,86,86,86,7,156,57,136,8,134,57,131,167,168,164,122,124,45,130,1,2020,2021,False,LAL,PHX,MAY
2020-21,1610612756,PHX,Phoenix Suns,42000152,2021-05-25,PHX vs. LAL,L,48.0,109.4,112.1,115.2,118.5,-5.7,-6.4,0.636,1.62,17.8,0.15,0.696,0.442,0.143,0.521,0.606,93.9,91.5,76.25,91,0.449,1,86,86,86,7,93,112,112,25,106,61,165,116,155,114,98,55,159,117,1,2020,2021,True,PHX,LAL,MAY
2020-21,1610612756,PHX,Phoenix Suns,42000151,2021-05-23,PHX vs. LAL,W,48.0,108.5,106.5,97.5,97.8,11.0,8.6,0.6,1.5,17.6,0.396,0.745,0.568,0.172,0.517,0.542,91.8,92.5,77.08,93,0.578,1,1,1,1,7,119,21,52,51,117,66,6,73,9,156,101,114,145,38,1,2020,2021,True,PHX,LAL,MAY
