close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
203497,Rudy Gobert,1610612750,MIN,C,32.0,76,76,1.0,8.24,18.95,0.435,0.495,-0.06
1626157,Karl-Anthony Towns,1610612750,MIN,C-F,28.0,62,62,1.0,6.35,13.53,0.47,0.479,-0.009
1630183,Jaden McDaniels,1610612750,MIN,F,23.0,72,72,1.0,5.51,12.21,0.452,0.468,-0.017
1630162,Anthony Edwards,1610612750,MIN,G,22.0,79,79,1.0,4.86,10.94,0.444,0.469,-0.024
201144,Mike Conley,1610612750,MIN,G,36.0,76,76,1.0,4.43,9.89,0.448,0.461,-0.013
1629675,Naz Reid,1610612750,MIN,C-F,24.0,81,81,1.0,4.62,9.72,0.475,0.481,-0.006
1629638,Nickeil Alexander-Walker,1610612750,MIN,G,25.0,82,82,1.0,3.95,9.1,0.434,0.462,-0.028
203937,Kyle Anderson,1610612750,MIN,F-G,30.0,79,79,1.0,4.01,8.84,0.454,0.473,-0.019
1628420,Monté Morris,1610612750,MIN,G,29.0,32,32,1.0,2.41,5.31,0.453,0.456,-0.004
1629162,Jordan McLaughlin,1610612750,MIN,G,28.0,52,52,1.0,1.79,3.87,0.463,0.461,0.001
1630568,Luka Garza,1610612750,MIN,C,25.0,19,19,1.0,1.63,3.21,0.508,0.481,0.027
1630227,Daishen Nix,1610612750,MIN,G,22.0,3,3,1.0,1.33,2.67,0.5,0.435,0.065
203933,T.J. Warren,1610612750,MIN,F,30.0,9,9,1.0,1.44,2.67,0.542,0.465,0.077
1631169,Josh Minott,1610612750,MIN,F,21.0,22,22,1.0,1.09,1.82,0.6,0.421,0.179
1631159,Leonard Miller,1610612750,MIN,F,20.0,11,11,1.0,0.82,1.64,0.5,0.444,0.056
1631111,Wendell Moore Jr.,1610612750,MIN,G,22.0,15,15,1.0,0.67,1.47,0.455,0.439,0.015
