player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,def_rating,dreb,dreb_pct,pct_dreb,stl,pct_stl,blk,pct_blk,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,def_ws,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,def_rating_rank,dreb_rank,dreb_pct_rank,pct_dreb_rank,stl_rank,pct_stl_rank,blk_rank,pct_blk_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,def_ws_rank,team
1630264,Anthony Gill,Anthony,1610612764,WAS,31.0,50,9,41,0.18,466.4966666666666,112.1,57,0.117,0.184,13,0.188,11,0.244,155,151,106,472,1.55,291,412,507,526,368,264,358,292,265,359,288,298,174,196,219,174,202,352,WAS
1641731,Bilal Coulibaly,Bilal,1610612764,WAS,19.0,63,11,52,0.175,1715.25,118.4,200,0.116,0.188,57,0.191,48,0.257,625,632,554,2182,2.59,191,392,551,529,156,509,161,299,254,115,279,64,153,436,502,443,485,279,WAS
1630557,Corey Kispert,Corey,1610612764,WAS,25.0,80,15,65,0.188,2067.435,119.4,195,0.091,0.141,42,0.134,16,0.085,801,696,643,2482,2.53,23,347,572,517,91,529,168,434,418,194,459,248,432,536,536,498,523,283,WAS
1630166,Deni Avdija,Deni,1610612764,WAS,23.0,75,14,61,0.187,2256.643333333333,116.2,456,0.192,0.293,59,0.169,36,0.163,831,768,712,2792,4.91,76,361,569,519,59,457,23,83,78,108,353,122,282,544,560,535,560,147,WAS
1630647,Eugene Omoruyi,Eugene,1610612764,WAS,27.0,43,5,38,0.116,393.3066666666667,114.2,50,0.13,0.217,27,0.303,5,0.122,190,120,141,436,1.13,330,466,488,552,390,360,379,238,182,281,57,387,362,216,190,206,192,390,WAS
1628977,Hamidou Diallo,Hamidou,1610612764,WAS,25.0,2,1,1,0.5,4.75,50.0,0,0.0,0.0,2,1.0,0,0.0,0,0,0,2,0.1,555,538,14,300,563,2,557,557,557,488,1,520,520,1,1,1,3,531,WAS
1630215,Jared Butler,Jared,1610612764,WAS,23.0,40,6,34,0.15,565.6516666666666,111.4,49,0.083,0.128,29,0.312,8,0.16,212,160,125,540,1.98,349,458,446,540,346,232,383,465,461,269,52,331,286,232,225,194,217,316,WAS
1631098,Johnny Davis,Johnny,1610612764,WAS,22.0,50,8,42,0.16,613.48,115.2,54,0.088,0.135,18,0.182,10,0.172,195,190,181,716,1.51,291,423,515,534,334,420,368,447,442,331,310,308,261,220,251,230,253,359,WAS
1629673,Jordan Poole,Jordan,1610612764,WAS,25.0,78,15,63,0.192,2345.555,119.5,180,0.074,0.115,86,0.242,25,0.098,814,817,752,2892,2.83,43,347,570,516,49,530,186,506,496,25,137,175,408,540,566,547,566,261,WAS
1631262,Jules Bernard,Jules,1610612764,WAS,24.0,19,2,17,0.105,149.275,104.9,16,0.106,0.17,3,0.136,1,0.053,61,53,46,158,0.81,446,511,199,553,453,67,463,351,313,471,450,478,483,125,133,119,124,424,WAS
1630551,Justin Champagnie,Justin,1610612764,WAS,23.0,15,3,12,0.2,234.8383333333333,117.5,34,0.141,0.221,10,0.323,9,0.31,85,85,74,244,0.42,467,489,138,510,426,488,411,191,177,386,41,319,118,146,155,148,147,476,WAS
1628398,Kyle Kuzma,Kyle,1610612764,WAS,28.0,70,13,57,0.186,2281.141666666667,120.8,402,0.17,0.271,37,0.106,49,0.19,775,817,733,2918,1.92,128,377,566,521,57,543,37,122,102,227,505,61,232,524,566,541,568,319,WAS
1629013,Landry Shamet,Landry,1610612764,WAS,27.0,46,6,40,0.13,726.4966666666667,119.2,46,0.065,0.097,25,0.229,10,0.172,237,214,210,894,0.94,315,458,501,548,314,524,389,524,528,293,164,308,261,249,263,255,282,413,WAS
1628963,Marvin Bagley III,Marvin,1610612764,WAS,25.0,50,7,43,0.14,1053.3516666666667,115.5,182,0.175,0.253,20,0.136,33,0.363,379,295,314,1244,2.44,291,440,525,545,252,432,180,113,126,317,454,137,92,318,314,313,344,285,WAS
1631116,Patrick Baldwin Jr.,Patrick,1610612764,WAS,21.0,38,6,32,0.158,493.5083333333333,111.0,106,0.201,0.299,18,0.198,15,0.268,184,129,162,504,1.81,361,458,425,536,361,212,284,70,67,331,259,258,144,213,197,218,209,329,WAS
1626158,Richaun Holmes,Richaun,1610612764,WAS,30.0,40,13,27,0.325,554.11,115.8,111,0.198,0.297,11,0.136,19,0.422,208,155,184,612,1.23,349,377,344,443,349,444,278,75,71,377,455,219,61,226,220,232,234,377,WAS
1641774,Tristan Vukcevic,Tristan,1610612764,WAS,21.0,10,3,7,0.3,153.41166666666666,98.8,30,0.16,0.24,5,0.185,7,0.412,55,50,43,180,1.12,493,489,93,452,450,29,424,149,141,444,301,343,66,120,126,113,131,391,WAS
1626145,Tyus Jones,Tyus,1610612764,WAS,28.0,66,11,55,0.167,1932.6666666666667,122.5,159,0.081,0.129,71,0.234,18,0.079,665,713,665,2546,0.66,170,392,560,530,117,555,207,481,459,62,156,228,445,465,542,509,534,448,WAS
