close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
203110,Draymond Green,1610612744,GSW,F,27.0,76,76,0.444,2.34,7.05,0.332,0.369,-0.037
201142,Kevin Durant,1610612744,GSW,F,28.0,61,61,0.473,1.95,6.11,0.319,0.365,-0.046
201939,Stephen Curry,1610612744,GSW,G,29.0,79,79,0.602,2.09,5.49,0.38,0.374,0.007
202691,Klay Thompson,1610612744,GSW,G,27.0,78,78,0.518,1.97,5.46,0.362,0.371,-0.009
2440,Matt Barnes,1610612744,GSW,F,37.0,74,72,0.578,1.76,5.04,0.349,0.369,-0.02
2738,Andre Iguodala,1610612744,GSW,G-F,33.0,76,73,0.533,1.39,4.04,0.345,0.364,-0.019
2733,Shaun Livingston,1610612744,GSW,G,31.0,76,70,0.561,0.91,2.79,0.325,0.364,-0.038
203546,Ian Clark,1610612744,GSW,G,26.0,72,67,0.609,0.81,2.64,0.305,0.364,-0.059
1627775,Patrick McCaw,1610612744,GSW,G,21.0,65,55,0.496,1.08,2.6,0.414,0.368,0.046
2561,David West,1610612744,GSW,F,36.0,68,59,0.369,0.79,2.49,0.32,0.361,-0.042
2585,Zaza Pachulia,1610612744,GSW,C,33.0,70,61,0.287,0.94,2.31,0.407,0.377,0.03
1626172,Kevon Looney,1610612744,GSW,F,21.0,50,39,0.482,0.64,2.2,0.291,0.359,-0.069
201580,JaVale McGee,1610612744,GSW,C,29.0,76,59,0.372,0.68,1.97,0.347,0.365,-0.018
203949,James Michael McAdoo,1610612744,GSW,F,24.0,47,40,0.378,0.6,1.91,0.311,0.343,-0.032
2760,Anderson Varejao,1610612744,GSW,C,34.0,13,8,0.423,0.85,1.69,0.5,0.344,0.156
1627745,Damian Jones,1610612744,GSW,C,22.0,9,6,0.222,0.33,0.89,0.375,0.353,0.022
