season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,available_flag,season_start,season_end,is_home,home,away,MON
2022-23,1610612749,MIL,Milwaukee Bucks,22201221,2023-04-09,MIL @ TOR,L,48.0,0.585,0.415,0.495,0.076,0.343,0.095,0.162,0.086,0.419,0.654,0.346,0.917,0.083,0.737,0.263,0,0,0,0,159,1597,858,1481,1096,969,1643,1185,2175,1455,236,2220,623,1766,187,2263,1,2022,2023,False,TOR,MIL,APR
2022-23,1610612749,MIL,Milwaukee Bucks,22201208,2023-04-07,MIL vs. MEM,L,48.0,0.467,0.533,0.368,0.07,0.553,0.079,0.079,0.123,0.298,0.571,0.429,0.857,0.143,0.714,0.286,0,0,0,0,159,2370,91,2354,1241,25,1915,2373,1617,2358,702,1722,1098,1281,274,2171,1,2022,2023,True,MIL,MEM,APR
2022-23,1610612749,MIL,Milwaukee Bucks,22201193,2023-04-05,MIL vs. CHI,W,48.0,0.5,0.5,0.4,0.038,0.514,0.086,0.086,0.152,0.362,0.571,0.429,0.778,0.222,0.667,0.333,0,0,0,0,159,2247,188,2246,1899,57,1808,2332,1109,2027,702,1722,1665,727,603,1793,1,2022,2023,True,MIL,CHI,APR
2022-23,1610612749,MIL,Milwaukee Bucks,22201179,2023-04-04,MIL @ WAS,W,48.0,0.543,0.457,0.386,0.029,0.493,0.064,0.121,0.107,0.357,0.444,0.556,0.913,0.087,0.66,0.34,0,0,0,0,159,2000,457,2301,2160,83,2102,1915,1887,2063,1756,669,696,1761,670,1786,1,2022,2023,False,WAS,MIL,APR
2022-23,1610612749,MIL,Milwaukee Bucks,22201174,2023-04-02,MIL vs. PHI,W,48.0,0.65,0.35,0.615,0.188,0.256,0.111,0.128,0.179,0.427,0.611,0.389,0.6,0.4,0.609,0.391,0,0,0,0,159,790,1659,322,63,1846,1329,1805,650,1356,433,2022,2323,115,1204,1245,1,2022,2023,True,MIL,PHI,APR
2022-23,1610612749,MIL,Milwaukee Bucks,22201146,2023-03-30,MIL vs. BOS,L,48.0,0.574,0.426,0.485,0.121,0.424,0.081,0.091,0.091,0.364,0.5,0.5,0.714,0.286,0.579,0.421,0,0,0,0,159,1714,746,1584,394,337,1890,2292,2099,2006,1223,1079,2011,396,1484,957,1,2022,2023,True,MIL,BOS,MAR
2022-23,1610612749,MIL,Milwaukee Bucks,22201136,2023-03-29,MIL @ IND,W,48.0,0.731,0.269,0.644,0.067,0.201,0.121,0.154,0.094,0.577,0.417,0.583,0.8,0.2,0.483,0.517,0,0,0,0,159,120,2339,179,1313,2232,1180,1331,2071,135,1965,483,1512,843,2216,245,1,2022,2023,False,IND,MIL,MAR
2022-23,1610612749,MIL,Milwaukee Bucks,22201122,2023-03-27,MIL @ DET,W,48.0,0.526,0.474,0.492,0.19,0.333,0.095,0.175,0.095,0.302,0.484,0.516,0.929,0.071,0.622,0.378,0,0,0,0,159,2109,350,1495,57,1030,1643,914,2049,2346,1431,1011,526,1889,1028,1409,1,2022,2023,False,DET,MIL,MAR
2022-23,1610612749,MIL,Milwaukee Bucks,22201109,2023-03-25,MIL @ DEN,L,48.0,0.591,0.409,0.566,0.113,0.255,0.16,0.179,0.075,0.453,0.633,0.367,0.778,0.222,0.667,0.333,0,0,0,0,159,1525,925,741,478,1865,562,836,2279,1087,300,2146,1665,727,603,1793,1,2022,2023,False,DEN,MIL,MAR
2022-23,1610612749,MIL,Milwaukee Bucks,22201102,2023-03-24,MIL @ UTA,W,48.0,0.495,0.505,0.458,0.056,0.458,0.153,0.083,0.118,0.403,0.727,0.273,0.818,0.182,0.764,0.236,0,0,0,0,159,2274,186,1845,1524,178,655,2345,1712,1643,60,2398,1414,981,108,2353,1,2022,2023,False,UTA,MIL,MAR
2022-23,1610612749,MIL,Milwaukee Bucks,22201089,2023-03-22,MIL vs. SAS,W,48.0,0.561,0.439,0.554,0.138,0.346,0.2,0.1,0.177,0.415,0.361,0.639,0.733,0.267,0.471,0.529,0,0,0,0,159,1838,617,861,255,937,208,2206,691,1491,2222,237,1924,513,2262,195,1,2022,2023,True,MIL,SAS,MAR
2022-23,1610612749,MIL,Milwaukee Bucks,22201068,2023-03-19,MIL vs. TOR,W,48.0,0.451,0.549,0.458,0.119,0.407,0.076,0.136,0.059,0.339,0.741,0.259,0.938,0.063,0.814,0.186,0,0,0,0,159,2402,58,1852,427,448,1955,1680,2374,2187,50,2406,465,1972,17,2442,1,2022,2023,True,MIL,TOR,MAR
2022-23,1610612749,MIL,Milwaukee Bucks,22201045,2023-03-16,MIL vs. IND,L,48.0,0.64,0.36,0.585,0.033,0.268,0.106,0.146,0.081,0.553,0.5,0.5,0.727,0.273,0.553,0.447,0,0,0,0,159,933,1523,549,2088,1735,1431,1479,2220,246,1223,1079,1949,468,1720,737,1,2022,2023,True,MIL,IND,MAR
2022-23,1610612749,MIL,Milwaukee Bucks,22201033,2023-03-14,MIL @ PHX,W,48.0,0.541,0.459,0.483,0.017,0.31,0.034,0.207,0.121,0.466,0.464,0.536,0.917,0.083,0.6,0.4,0,0,0,0,159,2018,440,1607,2290,1285,2375,413,1647,951,1605,843,623,1766,1263,1152,1,2022,2023,False,PHX,MIL,MAR
2022-23,1610612749,MIL,Milwaukee Bucks,22201026,2023-03-13,MIL @ SAC,W,48.0,0.616,0.384,0.526,0.075,0.338,0.053,0.135,0.105,0.451,0.457,0.543,0.867,0.133,0.58,0.42,0,0,0,0,159,1225,1228,1151,1121,1010,2242,1687,1917,1107,1657,789,1060,1369,1476,978,1,2022,2023,False,SAC,MIL,MAR
2022-23,1610612749,MIL,Milwaukee Bucks,22201012,2023-03-11,MIL @ GSW,L,53.0,0.49,0.51,0.379,0.069,0.543,0.172,0.078,0.103,0.31,0.5,0.5,0.81,0.19,0.651,0.349,0,0,0,0,21,2296,165,2323,1263,34,432,2378,1943,2316,1223,1079,1509,950,757,1691,1,2022,2023,False,GSW,MIL,MAR
2022-23,1610612749,MIL,Milwaukee Bucks,22200995,2023-03-09,MIL vs. BKN,W,48.0,0.519,0.481,0.424,0.051,0.483,0.059,0.093,0.025,0.373,0.64,0.36,0.895,0.105,0.75,0.25,0,0,0,0,159,2149,311,2092,1674,98,2165,2274,2453,1922,280,2174,871,1580,133,2302,1,2022,2023,True,MIL,BKN,MAR
2022-23,1610612749,MIL,Milwaukee Bucks,22200978,2023-03-07,MIL @ ORL,W,48.0,0.641,0.359,0.537,0.119,0.224,0.134,0.239,0.149,0.418,0.639,0.361,0.5,0.5,0.609,0.391,0,0,0,0,159,927,1530,1028,419,2106,962,143,1154,1471,288,2172,2412,23,1204,1245,1,2022,2023,False,ORL,MIL,MAR
