GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,FGM,FGA,FG_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PCT_FGA_2PT_RANK,PCT_FGA_3PT_RANK,PCT_PTS_2PT_RANK,PCT_PTS_2PT_MR_RANK,PCT_PTS_3PT_RANK,PCT_PTS_FB_RANK,PCT_PTS_FT_RANK,PCT_PTS_OFF_TOV_RANK,PCT_PTS_PAINT_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK
Players,2564,Boris Diaw,Boris,1610612762,UTA,35.0,1,0,1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,105,104,26,104,130,75,65,59,23,40,18,1,36,53,39,44,31,16,58,48,76,90,76
Players,202324,Derrick Favors,Derrick,1610612762,UTA,25.0,5,3,2,0.6,2.8,1.0,0.0,0.667,0.0,0.0,0.0,0.333,0.0,0.667,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1.0,11,14,69,50,72,1,65,27,23,40,18,31,36,19,39,1,31,16,58,1,43,69,1
Players,201588,George Hill,George,1610612762,UTA,31.0,5,3,2,0.6,3.5,0.2,0.8,0.0,0.0,0.429,0.0,0.571,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,5,0.2,11,14,69,50,42,73,17,59,23,22,18,19,36,53,39,44,1,16,1,48,43,26,74
Players,202330,Gordon Hayward,Gordon,1610612762,UTA,27.0,5,2,3,0.4,3.3,0.778,0.222,0.4,0.2,0.0,0.1,0.6,0.0,0.2,0.5,0.5,0.0,0.0,0.5,0.5,2,9,0.222,11,36,110,79,58,31,59,46,14,40,16,17,36,51,21,29,31,16,37,27,25,15,73
Players,203481,Jeff Withey,Jeff,1610612762,UTA,27.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,105,62,1,1,136,75,65,59,23,40,18,53,36,53,39,44,31,16,58,48,76,90,76
Players,204060,Joe Ingles,Joe,1610612762,UTA,29.0,5,3,2,0.6,3.1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2,1.0,11,14,69,50,67,75,1,59,23,1,18,53,9,53,39,44,1,16,1,48,25,50,1
Players,2207,Joe Johnson,Joe,1610612762,UTA,36.0,6,3,3,0.5,3.3,0.583,0.417,0.667,0.111,0.333,0.0,0.0,0.111,0.556,0.333,0.667,1.0,0.0,0.5,0.5,8,12,0.667,7,14,110,61,48,47,43,27,19,30,18,53,30,24,32,25,1,16,37,27,1,10,25
Players,203918,Rodney Hood,Rodney,1610612762,UTA,24.0,3,2,1,0.667,3.3,0.25,0.75,0.25,0.0,0.75,0.0,0.0,0.0,0.25,0.0,1.0,1.0,0.0,0.667,0.333,3,4,0.75,60,36,26,38,49,70,18,58,23,12,18,53,36,46,39,1,1,16,31,41,18,30,23
Players,203497,Rudy Gobert,Rudy,1610612762,UTA,25.0,2,1,1,0.5,2.9,1.0,0.0,0.4,0.0,0.0,0.0,0.6,0.0,0.4,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,90,62,26,61,69,1,65,46,23,40,18,17,36,34,1,44,31,16,1,48,43,69,1
Players,202714,Shelvin Mack,Shelvin,1610612762,UTA,27.0,1,0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,105,104,26,104,88,75,65,59,23,40,18,53,36,53,39,44,31,16,58,48,76,90,76
