GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,USG_PCT,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,USG_PCT_RANK,PCT_FGM_RANK,PCT_FGA_RANK,PCT_FG3M_RANK,PCT_FG3A_RANK,PCT_FTM_RANK,PCT_FTA_RANK,PCT_OREB_RANK,PCT_DREB_RANK,PCT_REB_RANK,PCT_AST_RANK,PCT_TOV_RANK,PCT_STL_RANK,PCT_BLK_RANK,PCT_BLKA_RANK,PCT_PF_RANK,PCT_PFD_RANK,PCT_PTS_RANK
Players,2564,Boris Diaw,Boris,1610612762,UTA,35.0,1,0,1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.25,105,104,26,104,130,4,76,90,40,65,1,1,40,74,86,55,1,33,21,1,120,1,35
Players,202324,Derrick Favors,Derrick,1610612762,UTA,25.0,5,3,2,0.6,14.0,0.1,0.077,0.043,0.0,0.0,1.0,1.0,0.5,0.222,0.273,0.333,0.0,0.5,0.0,0.0,0.2,0.667,0.097,11,14,69,50,39,80,72,88,40,65,1,1,11,41,33,20,1,11,21,1,78,4,78
Players,201588,George Hill,George,1610612762,UTA,31.0,5,3,2,0.6,17.0,0.163,0.059,0.161,0.143,0.267,0.444,0.308,0.0,0.091,0.067,0.1,0.0,0.0,0.0,0.0,0.357,0.25,0.14,11,14,69,50,23,52,73,53,38,26,18,27,40,69,82,51,1,33,21,1,112,32,64
Players,202330,Gordon Hayward,Gordon,1610612762,UTA,27.0,5,2,3,0.4,16.0,0.333,0.167,0.321,0.0,0.154,0.4,0.3,0.5,0.5,0.5,0.125,0.667,0.0,0.0,0.0,0.071,0.364,0.233,11,36,110,79,31,15,48,22,40,51,20,28,11,9,10,49,129,33,21,1,60,20,39
Players,203481,Jeff Withey,Jeff,1610612762,UTA,27.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105,62,1,1,136,102,76,90,40,65,53,57,40,74,86,55,1,33,21,1,1,64,92
Players,204060,Joe Ingles,Joe,1610612762,UTA,29.0,5,3,2,0.6,15.0,0.083,0.133,0.08,0.4,0.2,0.0,0.0,0.0,0.111,0.091,0.375,0.25,0.0,0.0,0.0,0.154,0.0,0.143,11,14,69,50,33,83,60,79,19,40,53,57,40,64,74,15,104,33,21,1,74,64,61
Players,2207,Joe Johnson,Joe,1610612762,UTA,36.0,6,3,3,0.5,20.0,0.265,0.444,0.353,0.286,0.313,0.0,0.0,0.25,0.182,0.2,0.364,0.25,0.0,0.0,0.0,0.154,0.0,0.31,7,14,110,61,15,28,13,16,26,23,53,57,27,51,46,18,104,33,21,1,74,64,26
Players,203918,Rodney Hood,Rodney,1610612762,UTA,24.0,3,2,1,0.667,10.0,0.167,0.3,0.25,0.4,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.211,60,36,26,38,56,47,29,28,19,19,53,57,40,74,86,55,1,1,21,1,1,64,45
Players,203497,Rudy Gobert,Rudy,1610612762,UTA,25.0,2,1,1,0.5,6.0,0.2,0.25,0.1,0.0,0.0,0.333,0.4,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.263,90,62,26,61,77,40,34,67,40,65,22,19,40,9,34,55,1,33,21,1,120,16,34
Players,202714,Shelvin Mack,Shelvin,1610612762,UTA,27.0,1,0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105,104,26,104,107,102,76,90,40,65,53,57,40,74,86,55,1,33,21,1,1,64,92
