season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end,is_home,home,away,MON
2023-24,1610612738,BOS,Boston Celtics,42300405,2024-06-17,BOS vs. DAL,W,48.0,17.0,11.0,16.0,42.0,6.0,6.0,9.0,42.0,0,0,0,0,7,53,86,26,90,8,14,43,61,1,2023,2024,True,BOS,DAL,JUN
2023-24,1610612738,BOS,Boston Celtics,42300404,2024-06-14,BOS @ DAL,L,48.0,9.0,2.0,6.0,26.0,17.0,16.0,11.0,60.0,0,0,0,0,7,130,161,144,162,100,124,62,148,1,2023,2024,False,DAL,BOS,JUN
2023-24,1610612738,BOS,Boston Celtics,42300403,2024-06-12,BOS @ DAL,W,48.0,13.0,6.0,12.0,36.0,12.0,14.0,12.0,52.0,0,0,0,0,7,87,141,77,133,55,105,75,120,1,2023,2024,False,DAL,BOS,JUN
2023-24,1610612738,BOS,Boston Celtics,42300402,2024-06-09,BOS vs. DAL,W,48.0,21.0,10.0,15.0,46.0,12.0,13.0,7.0,54.0,0,0,0,0,7,20,103,38,63,55,93,22,133,1,2023,2024,True,BOS,DAL,JUN
2023-24,1610612738,BOS,Boston Celtics,42300401,2024-06-06,BOS vs. DAL,W,48.0,18.0,10.0,10.0,38.0,13.0,16.0,6.0,46.0,0,0,0,0,7,40,103,104,120,70,124,14,85,1,2023,2024,True,BOS,DAL,JUN
2023-24,1610612738,BOS,Boston Celtics,42300304,2024-05-27,BOS @ IND,W,48.0,9.0,11.0,14.0,48.0,11.0,11.0,15.0,46.0,0,0,0,0,7,130,86,50,50,46,63,116,85,1,2023,2024,False,IND,BOS,MAY
2023-24,1610612738,BOS,Boston Celtics,42300303,2024-05-25,BOS @ IND,W,48.0,20.0,8.0,17.0,40.0,13.0,13.0,15.0,68.0,0,0,0,0,7,27,120,21,105,70,93,116,162,1,2023,2024,False,IND,BOS,MAY
2023-24,1610612738,BOS,Boston Celtics,42300302,2024-05-23,BOS vs. IND,W,48.0,12.0,18.0,10.0,54.0,12.0,13.0,7.0,36.0,0,0,0,0,7,96,20,104,25,55,93,22,20,1,2023,2024,True,BOS,IND,MAY
2023-24,1610612738,BOS,Boston Celtics,42300301,2024-05-21,BOS vs. IND,W,53.0,32.0,19.0,16.0,58.0,21.0,15.0,14.0,56.0,0,0,0,0,1,1,16,26,18,139,113,100,141,1,2023,2024,True,BOS,IND,MAY
2023-24,1610612738,BOS,Boston Celtics,42300205,2024-05-15,BOS vs. CLE,W,48.0,11.0,12.0,6.0,40.0,21.0,5.0,0.0,42.0,0,0,0,0,7,111,73,144,105,139,9,1,61,1,2023,2024,True,BOS,CLE,MAY
2023-24,1610612738,BOS,Boston Celtics,42300204,2024-05-13,BOS @ CLE,W,48.0,14.0,16.0,22.0,38.0,26.0,10.0,15.0,44.0,0,0,0,0,7,75,28,3,120,158,56,116,76,1,2023,2024,False,CLE,BOS,MAY
2023-24,1610612738,BOS,Boston Celtics,42300203,2024-05-11,BOS @ CLE,W,48.0,6.0,12.0,12.0,50.0,7.0,9.0,8.0,48.0,0,0,0,0,7,153,73,77,46,13,46,31,103,1,2023,2024,False,CLE,BOS,MAY
2023-24,1610612738,BOS,Boston Celtics,42300202,2024-05-09,BOS vs. CLE,L,48.0,14.0,11.0,8.0,44.0,10.0,5.0,14.0,60.0,0,0,0,0,7,75,86,123,81,36,9,100,148,1,2023,2024,True,BOS,CLE,MAY
2023-24,1610612738,BOS,Boston Celtics,42300201,2024-05-07,BOS vs. CLE,W,48.0,2.0,4.0,12.0,42.0,8.0,9.0,17.0,42.0,0,0,0,0,7,162,157,77,90,21,46,140,61,1,2023,2024,True,BOS,CLE,MAY
2023-24,1610612738,BOS,Boston Celtics,42300105,2024-05-01,BOS vs. MIA,W,48.0,10.0,11.0,5.0,52.0,15.0,0.0,3.0,58.0,0,0,0,0,7,120,86,152,33,91,1,3,145,1,2023,2024,True,BOS,MIA,MAY
2023-24,1610612738,BOS,Boston Celtics,42300104,2024-04-29,BOS @ MIA,W,48.0,20.0,12.0,16.0,40.0,10.0,10.0,8.0,46.0,0,0,0,0,7,27,73,26,105,36,56,31,85,1,2023,2024,False,MIA,BOS,APR
2023-24,1610612738,BOS,Boston Celtics,42300103,2024-04-27,BOS @ MIA,W,48.0,24.0,17.0,2.0,42.0,4.0,11.0,6.0,34.0,0,0,0,0,7,9,24,163,90,5,63,14,13,1,2023,2024,False,MIA,BOS,APR
2023-24,1610612738,BOS,Boston Celtics,42300102,2024-04-24,BOS vs. MIA,L,48.0,9.0,8.0,15.0,46.0,20.0,0.0,7.0,26.0,0,0,0,0,7,130,120,38,63,133,1,22,2,1,2023,2024,True,BOS,MIA,APR
2023-24,1610612738,BOS,Boston Celtics,42300101,2024-04-21,BOS vs. MIA,W,48.0,18.0,11.0,6.0,24.0,17.0,5.0,13.0,44.0,0,0,0,0,7,40,86,144,164,100,9,89,76,1,2023,2024,True,BOS,MIA,APR
