close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fg3m,fg3a,fg3_pct,ns_fg3_pct,plusminus
203501,Tim Hardaway Jr.,1610612742,DAL,G-F,28.0,6,6,0.433,14,39,0.359,0.386,-0.027
1628467,Maxi Kleber,1610612742,DAL,F,28.0,6,6,0.351,15,39,0.385,0.38,0.005
1629029,Luka Dončić,1610612742,DAL,F-G,21.0,6,6,0.37,8,30,0.267,0.394,-0.127
203504,Trey Burke,1610612742,DAL,G,27.0,6,6,0.481,13,25,0.52,0.388,0.132
1627827,Dorian Finney-Smith,1610612742,DAL,F,27.0,6,6,0.257,6,19,0.316,0.385,-0.069
203552,Seth Curry,1610612742,DAL,G,29.0,6,6,0.321,4,18,0.222,0.391,-0.169
203077,Michael Kidd-Gilchrist,1610612742,DAL,F,26.0,6,4,0.321,2,9,0.222,0.383,-0.161
1626153,Delon Wright,1610612742,DAL,G,28.0,3,3,0.6,4,6,0.667,0.369,0.298
1626246,Boban Marjanović,1610612742,DAL,C,31.0,5,3,0.114,2,5,0.4,0.291,0.109
1628382,Justin Jackson,1610612742,DAL,F,25.0,2,2,0.556,5,5,1.0,0.363,0.637
204001,Kristaps Porziņģis,1610612742,DAL,F-C,24.0,3,3,0.091,2,4,0.5,0.392,0.109
1628499,Antonius Cleveland,1610612742,DAL,G,26.0,1,1,1.0,2,3,0.667,0.328,0.339
200826,J.J. Barea,1610612742,DAL,G,36.0,1,1,1.0,0,1,0.0,0.373,-0.373
