group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank,team
Players,1629021,Moritz Wagner,Moritz,1610612753,ORL,26.0,12,6,6,0.5,29.0,0.143,0.15,0.133,0.0,0.167,0.143,0.156,0.2,0.381,0.323,0.375,0.25,0.333,0.0,0.2,0.353,0.211,0.141,245,239,191,188,251,202,219,247,257,205,184,189,161,30,71,48,354,64,204,314,408,151,242,ORL
Players,1630284,Kevon Harris,Kevon,1610612753,ORL,26.0,7,5,2,0.714,10.0,0.037,0.0,0.059,0.0,0.125,0.0,0.0,0.25,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,309,259,72,37,339,402,361,377,257,248,295,305,133,373,355,297,1,250,204,1,443,329,382,ORL
Players,1631094,Paolo Banchero,Paolo,1610612753,ORL,20.0,40,17,23,0.425,135.0,0.256,0.231,0.252,0.182,0.139,0.406,0.422,0.188,0.235,0.221,0.184,0.128,0.294,0.333,0.389,0.146,0.373,0.279,17,61,440,297,41,63,113,86,172,234,33,29,179,144,160,159,246,91,72,399,167,32,65,ORL
Players,1630532,Franz Wagner,Franz,1610612753,ORL,21.0,41,17,24,0.415,132.0,0.252,0.277,0.3,0.375,0.395,0.181,0.159,0.097,0.141,0.129,0.05,0.175,0.067,0.0,0.235,0.11,0.171,0.252,12,61,447,309,46,66,73,54,59,39,155,185,236,275,294,278,295,242,204,335,117,186,83,ORL
Players,1630175,Cole Anthony,Cole,1610612753,ORL,23.0,15,7,8,0.467,30.0,0.178,0.148,0.164,0.3,0.316,0.071,0.067,0.111,0.294,0.231,0.059,0.5,0.0,0.0,0.0,0.154,0.091,0.154,219,223,238,251,243,145,222,191,94,76,257,271,213,85,149,270,432,250,204,1,173,276,211,ORL
Players,1629643,Chuma Okeke,Chuma,1610612753,ORL,24.0,6,3,3,0.5,10.0,0.042,0.1,0.071,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.067,322,304,115,188,338,400,300,363,257,325,295,305,288,53,53,297,1,17,1,1,1,329,355,ORL
Players,1631216,Caleb Houstan,Caleb,1610612753,ORL,20.0,8,3,5,0.375,6.0,0.143,0.0,0.25,0.0,0.4,0.0,0.0,1.0,0.25,0.4,0.0,0.0,0.0,0.0,0.0,0.571,0.0,0.0,290,304,166,339,370,202,361,90,257,34,295,305,1,115,25,297,1,250,204,1,442,329,382,ORL
Players,1629626,Bol Bol,Bol,1610612753,ORL,23.0,15,5,10,0.333,45.0,0.082,0.138,0.096,0.2,0.111,0.043,0.038,0.111,0.348,0.281,0.143,0.0,0.0,0.0,0.0,0.154,0.056,0.116,219,259,268,360,199,351,243,327,153,261,276,295,213,47,100,189,1,250,204,1,173,305,283,ORL
Players,1628976,Wendell Carter Jr.,Wendell,1610612753,ORL,24.0,31,14,17,0.452,104.0,0.152,0.159,0.124,0.263,0.156,0.169,0.164,0.333,0.306,0.313,0.179,0.303,0.182,0.4,0.077,0.297,0.154,0.169,87,108,376,269,95,184,204,277,115,220,163,180,82,71,78,164,392,159,62,255,366,205,192,ORL
Players,1629678,Admiral Schofield,Admiral,1610612753,ORL,26.0,3,2,1,0.667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368,326,18,53,415,406,361,396,257,325,295,305,288,373,388,297,1,250,204,1,1,329,382,ORL
Players,1630591,Jalen Suggs,Jalen,1610612753,ORL,22.0,16,4,12,0.25,50.0,0.241,0.219,0.232,0.5,0.382,0.265,0.27,0.286,0.067,0.108,0.235,0.286,0.333,0.286,0.333,0.162,0.28,0.259,212,278,300,396,186,76,124,110,21,44,95,94,110,358,327,117,378,64,97,370,187,88,78,ORL
Players,1629048,Goga Bitadze,Goga,1610612753,ORL,23.0,5,1,4,0.2,6.0,0.083,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.4,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,338,372,136,408,377,345,361,267,257,325,295,305,1,373,25,1,1,250,204,419,1,329,382,ORL
Players,203914,Gary Harris,Gary,1610612753,ORL,28.0,19,12,7,0.632,52.0,0.059,0.023,0.079,0.083,0.171,0.0,0.0,0.111,0.034,0.053,0.2,0.056,0.0,0.0,0.1,0.273,0.053,0.021,191,145,219,97,183,387,360,356,234,200,295,305,213,371,380,135,181,250,204,262,339,309,379,ORL
Players,1628371,Jonathan Isaac,Jonathan,1610612753,ORL,25.0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394,418,72,418,447,406,361,396,257,325,295,305,288,373,388,297,1,250,204,1,1,329,382,ORL
Players,1628365,Markelle Fultz,Markelle,1610612753,ORL,25.0,29,16,13,0.552,101.0,0.236,0.313,0.251,0.0,0.052,0.241,0.242,0.231,0.172,0.189,0.447,0.219,0.182,0.333,0.235,0.236,0.234,0.269,105,80,313,149,106,83,53,88,257,313,116,117,153,229,209,32,336,159,72,335,299,124,72,ORL
