team_id,team_name,gp,w,l,w_pct,min,def_rating,dreb,dreb_pct,stl,blk,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,def_rating_rank,dreb_rank,dreb_pct_rank,stl_rank,blk_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,team
1610612738,Boston Celtics,19,11,8,0.579,922.0,106.2,624,0.747,130,77,238.0,203.0,210.0,850.0,3,3,15,3,3,5,3,6,4,4,14,14,13,14,BOSTON CELTICS
1610612739,Cleveland Cavaliers,22,12,10,0.545,1066.0,111.1,695,0.744,131,97,317.0,272.0,286.0,1020.0,1,2,16,5,1,11,2,8,3,2,16,16,16,16,CLEVELAND CAVALIERS
1610612744,Golden State Warriors,21,16,5,0.762,1013.0,102.0,753,0.732,165,122,304.0,271.0,257.0,966.0,2,1,10,1,2,1,1,11,1,1,15,15,15,15,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,17,11,6,0.647,816.0,107.0,582,0.755,138,93,233.0,169.0,211.0,780.0,4,3,12,2,4,7,4,4,2,3,13,13,14,13,HOUSTON ROCKETS
1610612754,Indiana Pacers,7,3,4,0.429,336.0,103.4,223,0.735,57,19,100.0,61.0,63.0,236.0,9,9,1,8,10,2,10,10,8,13,6,3,3,5,INDIANA PACERS
1610612748,Miami Heat,5,1,4,0.2,240.0,112.2,157,0.655,44,32,103.0,81.0,51.0,228.0,13,13,1,13,13,13,14,16,13,10,7,6,2,4,MIAMI HEAT
1610612749,Milwaukee Bucks,7,3,4,0.429,341.0,108.8,231,0.698,46,47,110.0,103.0,64.0,308.0,9,9,1,8,9,9,9,15,12,7,8,9,4,8,MILWAUKEE BUCKS
1610612750,Minnesota Timberwolves,5,1,4,0.2,240.0,116.0,183,0.745,25,16,68.0,73.0,40.0,222.0,13,13,1,13,13,15,13,7,16,14,1,5,1,3,MINNESOTA TIMBERWOLVES
1610612740,New Orleans Pelicans,9,5,4,0.556,432.0,107.0,339,0.762,73,45,179.0,117.0,167.0,408.0,8,5,1,4,8,8,7,3,7,8,11,11,12,10,NEW ORLEANS PELICANS
1610612760,Oklahoma City Thunder,6,2,4,0.333,288.0,106.9,208,0.713,53,25,92.0,91.0,70.0,266.0,11,11,1,11,11,6,11,13,10,12,4,7,6,6,OKLAHOMA CITY THUNDER
1610612755,Philadelphia 76ers,10,5,5,0.5,485.0,105.0,361,0.769,78,41,166.0,97.0,133.0,388.0,6,5,10,6,6,3,6,2,6,9,10,8,9,9,PHILADELPHIA 76ERS
1610612757,Portland Trail Blazers,4,0,4,0.0,192.0,113.9,129,0.781,33,15,74.0,42.0,67.0,216.0,16,16,1,16,16,14,16,1,15,15,3,1,5,2,PORTLAND TRAIL BLAZERS
1610612759,San Antonio Spurs,5,1,4,0.2,240.0,111.9,146,0.709,38,15,69.0,52.0,74.0,176.0,13,13,1,13,13,12,15,14,14,15,2,2,7,1,SAN ANTONIO SPURS
1610612761,Toronto Raptors,10,4,6,0.4,485.0,116.4,307,0.719,57,61,164.0,109.0,143.0,474.0,6,8,12,10,6,16,8,12,8,5,9,10,11,12,TORONTO RAPTORS
1610612762,Utah Jazz,11,5,6,0.455,528.0,106.1,392,0.754,83,55,208.0,134.0,138.0,444.0,5,5,12,7,5,4,5,5,5,6,12,12,10,11,UTAH JAZZ
1610612764,Washington Wizards,6,2,4,0.333,288.0,110.8,189,0.736,47,31,96.0,71.0,95.0,292.0,11,11,1,11,11,10,12,9,11,11,5,4,8,7,WASHINGTON WIZARDS
