group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
Players,1628373,Frank Ntilikina,Frank,1610612752,NYK,20.0,12,3,9,0.25,25.188333333333333,0,1,0.0,0,0,0.0,2,2,1.0,0,1,1,5,1,0,1,0,3,1,2,-16,12.7,0,0,10.0,259,301,242,388,266,348,355,348,234,314,234,212,238,1,276,308,334,111,197,242,130,1,173,266,327,366,288,203,25,296,NYK
Players,201599,DeAndre Jordan,DeAndre,1610612752,NYK,30.0,31,13,18,0.419,104.005,11,16,0.688,0,0,0.0,16,21,0.762,12,34,46,4,3,3,4,1,10,12,38,-31,117.2,24,0,102.0,82,117,405,299,76,105,158,36,234,314,234,47,48,160,15,5,6,127,110,62,26,229,335,67,91,422,55,9,25,58,NYK
Players,202498,Lance Thomas,Lance,1610612752,NYK,31.0,8,1,7,0.125,12.228333333333332,1,3,0.333,1,3,0.333,2,2,1.0,0,0,0,0,0,0,0,0,3,1,5,-26,5.0,0,0,6.0,292,365,203,415,310,291,303,264,168,211,113,212,238,1,276,365,378,297,275,242,217,1,173,266,280,410,351,203,25,323,NYK
Players,1628443,Kadeem Allen,Kadeem,1610612752,NYK,26.0,3,0,3,0.0,8.91,1,4,0.25,0,1,0.0,1,3,0.333,0,0,0,1,0,0,0,0,3,1,3,-18,4.5,0,0,4.0,371,417,109,417,337,291,280,310,234,263,234,250,214,284,276,365,378,231,275,242,217,1,173,266,315,380,354,203,25,353,NYK
Players,1626209,Mario Hezonja,Mario,1610612752,NYK,24.0,8,4,4,0.5,29.85333333333333,5,16,0.313,1,7,0.143,2,2,1.0,1,1,2,1,2,4,1,1,5,1,13,7,29.9,0,0,27.0,292,277,129,178,249,188,158,286,168,134,219,212,238,1,199,308,289,231,140,34,130,229,237,266,212,114,207,203,25,209,NYK
Players,1628422,Damyean Dotson,Damyean,1610612752,NYK,25.0,19,5,14,0.263,51.66666666666666,6,15,0.4,3,8,0.375,4,6,0.667,2,6,8,2,1,2,0,0,4,2,19,-17,36.6,0,0,36.0,190,262,341,387,192,172,169,210,101,120,92,168,160,201,157,166,171,192,197,101,217,1,211,223,174,376,193,203,25,186,NYK
Players,203943,Noah Vonleh,Noah,1610612752,NYK,23.0,22,6,16,0.273,64.39166666666667,6,12,0.5,0,1,0.0,2,6,0.333,5,12,17,7,5,3,5,1,8,5,14,4,63.9,10,0,54.0,161,240,368,385,158,172,198,99,234,263,234,212,160,284,68,90,83,74,67,62,15,229,302,153,202,141,118,39,25,134,NYK
Players,1628995,Kevin Knox II,Kevin,1610612752,NYK,19.0,19,7,12,0.368,66.40666666666667,5,19,0.263,3,10,0.3,7,11,0.636,6,11,17,2,2,0,1,2,1,5,20,-27,44.4,1,0,44.0,190,223,299,335,152,188,140,306,101,103,150,116,96,217,54,100,83,192,140,242,130,333,90,153,172,413,169,147,25,162,NYK
Players,1627740,Henry Ellenson,Henry,1610612752,NYK,22.0,2,1,1,0.5,7.445,1,1,1.0,1,1,1.0,0,0,0.0,0,2,2,0,0,0,0,0,0,0,3,3,5.4,0,0,6.0,388,365,19,178,348,291,355,1,168,263,1,295,308,295,276,266,289,297,275,242,217,1,1,329,315,151,345,203,25,323,NYK
Players,203098,John Jenkins,John,1610612752,NYK,28.0,5,2,3,0.4,12.103333333333332,0,3,0.0,0,2,0.0,0,0,0.0,1,0,1,0,0,0,0,1,0,0,0,7,1.2,0,0,1.0,340,331,109,308,311,348,303,348,234,236,234,295,308,295,199,365,334,297,275,242,217,229,1,329,364,114,390,203,25,388,NYK
Players,1628372,Dennis Smith Jr.,Dennis,1610612752,NYK,21.0,23,11,12,0.478,67.47333333333333,9,24,0.375,1,12,0.083,9,12,0.75,1,6,7,6,5,1,1,1,3,9,28,-32,46.4,0,0,46.0,153,149,299,233,148,124,108,233,168,85,227,91,88,163,199,166,191,93,67,151,130,229,173,84,123,424,164,203,25,155,NYK
Players,1629011,Mitchell Robinson,Mitchell,1610612752,NYK,21.0,14,5,9,0.357,31.451666666666668,2,5,0.4,0,0,0.0,3,4,0.75,4,5,9,0,0,1,4,1,10,2,7,-16,32.8,2,0,26.0,240,262,242,341,246,249,267,210,234,314,234,190,190,163,85,185,158,297,275,151,26,229,335,223,250,366,200,109,25,211,NYK
Players,1628436,Luke Kornet,Luke,1610612752,NYK,23.0,10,4,6,0.4,25.536666666666665,3,10,0.3,3,8,0.375,0,0,0.0,3,5,8,1,0,0,2,0,3,0,9,-3,26.1,1,0,25.0,276,277,179,308,265,226,215,291,101,120,92,295,308,295,120,185,171,231,275,242,80,1,173,329,233,251,221,147,25,216,NYK
