close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
1629628,RJ Barrett,1610612761,TOR,F-G,24.0,58,58,0.482,2.31,5.91,0.391,0.368,0.023
1627751,Jakob Poeltl,1610612761,TOR,C,29.0,57,57,0.354,2.19,5.65,0.388,0.37,0.018
1630567,Scottie Barnes,1610612761,TOR,F-G,23.0,65,64,0.398,1.88,5.35,0.351,0.361,-0.01
1630534,Ochai Agbaji,1610612761,TOR,G,25.0,64,64,0.482,1.53,5.09,0.301,0.37,-0.07
1641711,Gradey Dick,1610612761,TOR,G-F,21.0,54,54,0.476,1.96,5.02,0.391,0.376,0.015
1627742,Brandon Ingram,1610612761,TOR,F,27.0,18,18,0.453,2.17,4.5,0.481,0.371,0.111
1631115,Orlando Robinson,1610612761,TOR,C,24.0,43,39,0.41,1.16,4.26,0.273,0.35,-0.076
1630658,Colin Castleton,1610612761,TOR,C,25.0,23,20,0.444,1.52,4.17,0.365,0.356,0.009
1630193,Immanuel Quickley,1610612761,TOR,G,25.0,33,33,0.444,1.73,4.12,0.419,0.366,0.053
1642367,Jonathan Mogbo,1610612761,TOR,F,23.0,62,59,0.411,1.26,3.94,0.32,0.359,-0.04
1631197,Jared Rhoden,1610612761,TOR,G,25.0,11,9,0.457,1.27,3.91,0.326,0.327,-0.001
1642347,Jamal Shead,1610612761,TOR,G,22.0,75,74,0.497,1.4,3.44,0.407,0.365,0.042
1628449,Chris Boucher,1610612761,TOR,F,32.0,50,50,0.481,1.14,3.22,0.354,0.367,-0.013
1642266,Ja'Kobe Walter,1610612761,TOR,G,20.0,52,49,0.381,0.87,3.21,0.269,0.366,-0.096
1631306,Cole Swider,1610612761,TOR,F,26.0,10,10,0.449,0.5,3.1,0.161,0.338,-0.176
1630639,A.J. Lawson,1610612761,TOR,G,24.0,24,23,0.402,0.88,2.75,0.318,0.359,-0.041
1642419,Jamison Battle,1610612761,TOR,F,24.0,55,50,0.413,0.96,2.64,0.366,0.371,-0.005
202066,Garrett Temple,1610612761,TOR,G-F,39.0,22,16,0.473,0.77,1.95,0.395,0.373,0.022
1628981,Bruno Fernando,1610612761,TOR,F-C,26.0,16,12,0.437,0.56,1.94,0.29,0.354,-0.063
1642279,Ulrich Chomche,1610612761,TOR,C,19.0,6,3,0.368,0.83,1.17,0.714,0.372,0.342
1630618,D.J. Carton,1610612761,TOR,G,24.0,3,2,0.375,1.0,1.0,1.0,0.339,0.661
