close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
1629647,Darius Bazley,1610612760,OKC,F-G,21.0,54,54,0.435,3.85,6.52,0.591,0.587,0.004
1628983,Shai Gilgeous-Alexander,1610612760,OKC,G-F,22.0,34,34,0.443,3.76,6.5,0.579,0.573,0.007
202689,Kemba Walker,1610612760,OKC,G,31.0,43,43,0.446,3.81,6.02,0.633,0.585,0.049
1629676,Isaiah Roby,1610612760,OKC,F,23.0,60,59,0.552,3.63,5.97,0.609,0.594,0.015
1630197,Aleksej Pokusevski,1610612760,OKC,C,19.0,44,42,0.513,3.3,5.84,0.564,0.568,-0.004
203488,Mike Muscala,1610612760,OKC,F-C,29.0,34,33,0.534,3.06,5.71,0.536,0.586,-0.05
1628396,Tony Bradley,1610612760,OKC,C-F,23.0,40,40,0.56,2.63,5.13,0.512,0.589,-0.077
1629652,Luguentz Dort,1610612760,OKC,G,22.0,51,50,0.381,2.86,4.8,0.596,0.576,0.02
1630466,Gabriel Deck,1610612760,OKC,F,26.0,10,10,0.56,2.7,4.7,0.574,0.594,-0.019
1630177,Theo Maledon,1610612760,OKC,G,20.0,64,62,0.467,2.47,4.09,0.603,0.563,0.04
1629658,Jaylen Hoard,1610612760,OKC,F,22.0,18,18,0.532,1.94,3.67,0.53,0.563,-0.033
1629026,Kenrich Williams,1610612760,OKC,G-F,26.0,63,61,0.411,2.13,3.49,0.609,0.571,0.039
1629004,Svi Mykhailiuk,1610612760,OKC,G-F,24.0,63,57,0.434,2.1,3.35,0.626,0.57,0.056
1629660,Ty Jerome,1610612760,OKC,G-F,23.0,33,30,0.407,2.15,3.33,0.645,0.558,0.088
1629718,Charlie Brown Jr.,1610612760,OKC,G,24.0,9,9,0.482,2.0,3.0,0.667,0.561,0.106
1630221,Josh Hall,1610612760,OKC,F,20.0,19,16,0.426,1.68,2.74,0.615,0.555,0.06
203121,Darius Miller,1610612760,OKC,F,31.0,15,14,0.492,1.0,2.13,0.469,0.584,-0.115
1629620,Justin Robinson,1610612760,OKC,G,23.0,7,5,0.448,1.14,1.86,0.615,0.535,0.081
