season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,available_flag,min_sec,season_start,season_end
2024-25,1630205,Lamar Stevens,Lamar,1610612763,MEM,Memphis Grizzlies,42400144,2025-04-26T00:00:00,MEM vs. OKC,L,0.0,0.0,0.0,0.0,113.6,100.0,100.0,-113.6,-100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1152.0,1309.09,1090.91,1309.11,1.0,0,0,0,0.0,0.0,0.0,1,851,851,851,1691,1644,1644,1644,973,475,475,1669,1643,1644,1135,796,1135,889,1363,1460,1,1,1362,1411,1587,1587,1,2,2,4,1362,1545,1362,1545,1362,1,0:01,2024,2025
2024-25,1628991,Jaren Jackson Jr.,Jaren,1610612763,MEM,Memphis Grizzlies,42400144,2025-04-26T00:00:00,MEM vs. OKC,L,34.7,117.1,122.4,122.4,111.3,115.1,115.1,5.7,7.3,7.3,0.077,0.4,9.1,0.034,0.079,0.06,22.7,23.1,0.25,0.41,0.23,0.233,106.98,102.92,85.76,102.92,0.007,76,3,12,3.0,12.0,0.25,1,851,851,851,373,588,446,446,904,996,996,661,626,626,911,750,963,697,1041,1038,1482,1488,1270,1145,454,472,197,417,417,1352,711,411,711,411,1213,1,34:45,2024,2025
2024-25,1631246,Vince Williams Jr.,Vince,1610612763,MEM,Memphis Grizzlies,42400144,2025-04-26T00:00:00,MEM vs. OKC,L,18.1,122.4,114.0,114.0,99.1,102.5,102.5,23.2,11.5,11.5,0.273,0.0,33.3,0.0,0.211,0.129,0.0,0.0,0.9,0.935,0.128,0.143,108.04,110.17,91.81,110.17,0.201,43,3,5,3.0,5.0,0.6,1,851,851,851,1022,431,691,691,490,593,593,324,531,531,230,796,166,889,287,342,1,1,134,125,1196,1123,152,141,141,164,711,944,711,944,309,1,18:05,2024,2025
2024-25,1629723,John Konchar,John,1610612763,MEM,Memphis Grizzlies,42400144,2025-04-26T00:00:00,MEM vs. OKC,L,16.3,87.0,81.6,81.6,114.6,112.5,112.5,-27.6,-30.9,-30.9,0.2,2.0,40.0,0.056,0.263,0.162,20.0,20.5,1.0,1.064,0.068,0.071,110.44,114.98,95.81,114.98,0.154,38,1,1,1.0,1.0,1.0,1,851,851,851,1085,1426,1473,1473,1005,922,922,1382,1393,1393,415,230,106,500,146,183,1393,1440,41,44,1504,1502,103,82,82,376,1101,1398,1101,1398,1,1,16:17,2024,2025
2024-25,1630217,Desmond Bane,Desmond,1610612763,MEM,Memphis Grizzlies,42400144,2025-04-26T00:00:00,MEM vs. OKC,L,37.7,112.1,115.5,115.5,117.0,119.5,119.5,-4.9,-4.0,-4.0,0.208,1.0,14.7,0.028,0.1,0.066,14.7,14.9,0.4,0.489,0.293,0.298,108.38,105.63,88.02,105.63,0.053,84,7,20,7.0,20.0,0.35,1,851,851,851,246,737,648,648,1088,1112,1112,956,932,932,403,448,765,788,872,957,1269,1277,1056,1004,162,179,140,267,267,1092,252,97,252,97,1043,1,37:43,2024,2025
2024-25,1641744,Zach Edey,Zach,1610612763,MEM,Memphis Grizzlies,42400144,2025-04-26T00:00:00,MEM vs. OKC,L,32.5,104.3,109.1,109.1,112.6,114.9,114.9,-8.4,-5.8,-5.8,0.045,1.0,14.3,0.059,0.15,0.108,14.3,14.5,0.75,0.82,0.075,0.074,101.37,98.12,81.77,98.12,0.09,66,3,4,3.0,4.0,0.75,1,851,851,851,492,984,850,850,948,990,990,1033,968,968,1064,448,767,477,557,502,1214,1251,237,202,1478,1490,587,857,857,807,711,1037,711,1037,126,1,32:32,2024,2025
2024-25,1630643,Jay Huff,Jay,1610612763,MEM,Memphis Grizzlies,42400144,2025-04-26T00:00:00,MEM vs. OKC,L,6.0,68.0,61.5,61.5,94.5,92.9,92.9,-26.4,-31.3,-31.3,0.5,0.0,100.0,0.0,0.125,0.083,0.0,0.0,0.0,0.0,0.0,0.0,102.85,108.82,90.68,108.82,0.25,13,0,0,0.0,0.0,0.0,1,851,851,851,1444,1564,1584,1584,370,331,331,1367,1400,1400,26,796,1,889,711,729,1,1,1362,1411,1587,1587,471,167,167,75,1362,1545,1362,1545,1362,1,5:57,2024,2025
2024-25,1630583,Santi Aldama,Santi,1610612763,MEM,Memphis Grizzlies,42400144,2025-04-26T00:00:00,MEM vs. OKC,L,40.1,108.4,111.9,111.9,110.7,110.6,110.6,-2.3,1.3,1.3,0.136,1.5,16.7,0.0,0.18,0.101,11.1,11.1,0.885,0.885,0.152,0.157,102.76,101.22,84.35,101.22,0.17,84,9,13,9.0,13.0,0.692,1,851,851,851,147,843,758,758,879,867,867,900,770,770,661,364,661,889,413,563,1061,1077,147,147,1025,1026,477,555,555,285,126,339,126,339,184,1,40:04,2024,2025
2024-25,1628379,Luke Kennard,Luke,1610612763,MEM,Memphis Grizzlies,42400144,2025-04-26T00:00:00,MEM vs. OKC,L,17.7,120.4,117.5,117.5,101.6,100.0,100.0,18.8,17.5,17.5,0.25,1.5,33.3,0.067,0.087,0.079,22.2,22.2,0.5,0.5,0.136,0.139,104.9,107.02,89.18,107.02,0.061,40,2,4,2.0,4.0,0.5,1,851,851,851,1041,478,579,579,598,475,475,386,413,413,255,364,166,416,994,803,1458,1461,727,915,1134,1154,324,215,215,1033,896,1037,896,1037,504,1,17:43,2024,2025
2024-25,1630590,Scotty Pippen Jr.,Scotty,1610612763,MEM,Memphis Grizzlies,42400144,2025-04-26T00:00:00,MEM vs. OKC,L,36.9,108.0,110.5,110.5,115.0,119.2,119.2,-7.0,-8.7,-8.7,0.211,0.8,11.4,0.121,0.163,0.145,14.3,14.5,0.476,0.591,0.356,0.358,103.25,100.21,83.51,100.21,0.136,76,9,21,9.0,21.0,0.429,1,851,851,851,285,856,806,806,1021,1101,1101,1003,1043,1043,400,640,874,167,503,268,1214,1251,909,678,47,66,444,648,648,468,126,82,126,82,833,1,36:53,2024,2025
