season,team_id,game_id,game_date,away_team,home_team,opponent_id,game_no,pf,opp_pf,wl
2018-19,1610612738,21800001,2018-10-16,PHI,BOS,1610612755,1,105,87,W
2018-19,1610612738,21800019,2018-10-19,BOS,TOR,1610612761,2,101,113,L
2018-19,1610612738,21800028,2018-10-20,BOS,NYK,1610612752,3,103,101,W
2018-19,1610612738,21800040,2018-10-22,ORL,BOS,1610612753,4,90,93,L
2018-19,1610612738,21800065,2018-10-25,BOS,OKC,1610612760,5,101,95,W
2018-19,1610612738,21800074,2018-10-27,BOS,DET,1610612765,6,109,89,W
2018-19,1610612738,21800099,2018-10-30,DET,BOS,1610612765,7,108,105,W
2018-19,1610612738,21800115,2018-11-01,MIL,BOS,1610612749,8,117,113,W
2018-19,1610612738,21800127,2018-11-03,BOS,IND,1610612754,9,101,102,L
2018-19,1610612738,21800145,2018-11-05,BOS,DEN,1610612743,10,107,115,L
2018-19,1610612738,21800164,2018-11-08,BOS,PHX,1610612756,11,116,109,W
2018-19,1610612738,21800172,2018-11-09,BOS,UTA,1610612762,12,115,123,L
2018-19,1610612738,21800188,2018-11-11,BOS,POR,1610612757,13,94,100,L
2018-19,1610612738,21800204,2018-11-14,CHI,BOS,1610612741,14,111,82,W
2018-19,1610612738,21800216,2018-11-16,TOR,BOS,1610612761,15,123,116,W
2018-19,1610612738,21800229,2018-11-17,UTA,BOS,1610612762,16,86,98,L
2018-19,1610612738,21800239,2018-11-19,BOS,CHA,1610612766,17,112,117,L
2018-19,1610612738,21800255,2018-11-21,NYK,BOS,1610612752,18,109,117,L
2018-19,1610612738,21800268,2018-11-23,BOS,ATL,1610612737,19,114,96,W
2018-19,1610612738,21800283,2018-11-24,BOS,DAL,1610612742,20,104,113,L
2018-19,1610612738,21800298,2018-11-26,BOS,NOP,1610612740,21,124,107,W
2018-19,1610612738,21800319,2018-11-30,CLE,BOS,1610612739,22,128,95,W
2018-19,1610612738,21800335,2018-12-01,BOS,MIN,1610612750,23,118,109,W
2018-19,1610612738,21800365,2018-12-06,NYK,BOS,1610612752,24,128,100,W
2018-19,1610612738,21800383,2018-12-08,BOS,CHI,1610612741,25,133,77,W
2018-19,1610612738,21800393,2018-12-10,NOP,BOS,1610612740,26,113,100,W
2018-19,1610612738,21800409,2018-12-12,BOS,WAS,1610612764,27,130,125,W
2018-19,1610612738,21800420,2018-12-14,ATL,BOS,1610612737,28,129,108,W
2018-19,1610612738,21800431,2018-12-15,BOS,DET,1610612765,29,104,113,L
2018-19,1610612738,21800458,2018-12-19,PHX,BOS,1610612756,30,103,111,L
2018-19,1610612738,21800473,2018-12-21,MIL,BOS,1610612749,31,107,120,L
2018-19,1610612738,21800488,2018-12-23,CHA,BOS,1610612766,32,119,103,W
2018-19,1610612738,21800499,2018-12-25,PHI,BOS,1610612755,33,121,114,W
2018-19,1610612738,21800512,2018-12-27,BOS,HOU,1610612745,34,113,127,L
2018-19,1610612738,21800531,2018-12-29,BOS,MEM,1610612763,35,112,103,W
2018-19,1610612738,21800545,2018-12-31,BOS,SAS,1610612759,36,111,120,L
2018-19,1610612738,21800558,2019-01-02,MIN,BOS,1610612750,37,115,102,W
2018-19,1610612738,21800566,2019-01-04,DAL,BOS,1610612742,38,114,93,W
2018-19,1610612738,21800592,2019-01-07,BKN,BOS,1610612751,39,116,95,W
2018-19,1610612738,21800607,2019-01-09,IND,BOS,1610612754,40,135,108,W
2018-19,1610612738,21800617,2019-01-10,BOS,MIA,1610612748,41,99,115,L
2018-19,1610612738,21800632,2019-01-12,BOS,ORL,1610612753,42,103,105,L
2018-19,1610612738,21800645,2019-01-14,BOS,BKN,1610612751,43,102,109,L
2018-19,1610612738,21800658,2019-01-16,TOR,BOS,1610612761,44,117,108,W
2018-19,1610612738,21800671,2019-01-18,MEM,BOS,1610612763,45,122,116,W
2018-19,1610612738,21800683,2019-01-19,BOS,ATL,1610612737,46,113,105,W
2018-19,1610612738,21800698,2019-01-21,MIA,BOS,1610612748,47,107,99,W
2018-19,1610612738,21800707,2019-01-23,CLE,BOS,1610612739,48,123,103,W
2018-19,1610612738,21800732,2019-01-26,GSW,BOS,1610612744,49,111,115,L
2018-19,1610612738,21800746,2019-01-28,BKN,BOS,1610612751,50,112,104,W
2018-19,1610612738,21800756,2019-01-30,CHA,BOS,1610612766,51,126,94,W
2018-19,1610612738,21800771,2019-02-01,BOS,NYK,1610612752,52,113,99,W
2018-19,1610612738,21800788,2019-02-03,OKC,BOS,1610612760,53,134,129,W
2018-19,1610612738,21800797,2019-02-05,BOS,CLE,1610612739,54,103,96,W
2018-19,1610612738,21800814,2019-02-07,LAL,BOS,1610612747,55,128,129,L
2018-19,1610612738,21800829,2019-02-09,LAC,BOS,1610612746,56,112,123,L
2018-19,1610612738,21800849,2019-02-12,BOS,PHI,1610612755,57,112,109,W
2018-19,1610612738,21800855,2019-02-13,DET,BOS,1610612765,58,118,110,W
2018-19,1610612738,21800870,2019-02-21,BOS,MIL,1610612749,59,97,98,L
2018-19,1610612738,21800889,2019-02-23,BOS,CHI,1610612741,60,116,126,L
2018-19,1610612738,21800909,2019-02-26,BOS,TOR,1610612761,61,95,118,L
2018-19,1610612738,21800913,2019-02-27,POR,BOS,1610612757,62,92,97,L
2018-19,1610612738,21800931,2019-03-01,WAS,BOS,1610612764,63,107,96,W
2018-19,1610612738,21800945,2019-03-03,HOU,BOS,1610612745,64,104,115,L
2018-19,1610612738,21800964,2019-03-05,BOS,GSW,1610612744,65,128,95,W
2018-19,1610612738,21800973,2019-03-06,BOS,SAC,1610612758,66,111,109,W
2018-19,1610612738,21800989,2019-03-09,BOS,LAL,1610612747,67,120,107,W
2018-19,1610612738,21801006,2019-03-11,BOS,LAC,1610612746,68,115,140,L
2018-19,1610612738,21801022,2019-03-14,SAC,BOS,1610612758,69,126,120,W
2018-19,1610612738,21801034,2019-03-16,ATL,BOS,1610612737,70,129,120,W
2018-19,1610612738,21801052,2019-03-18,DEN,BOS,1610612743,71,105,114,L
2018-19,1610612738,21801067,2019-03-20,BOS,PHI,1610612755,72,115,118,L
