season,team_id,game_id,game_date,away_team,home_team,opponent,opponent_id,game_no,pf,opp_pf,wl,differential
2018-19,1610612743,21800012,2018-10-17,DEN,LAC,LAC,1610612746,1,107,98,W,9
2018-19,1610612743,21800033,2018-10-20,PHX,DEN,PHX,1610612756,2,119,91,W,28
2018-19,1610612743,21800038,2018-10-21,GSW,DEN,GSW,1610612744,3,100,98,W,2
2018-19,1610612743,21800051,2018-10-23,SAC,DEN,SAC,1610612758,4,126,112,W,14
2018-19,1610612743,21800066,2018-10-25,DEN,LAL,LAL,1610612747,5,114,121,L,-7
2018-19,1610612743,21800095,2018-10-29,NOP,DEN,NOP,1610612740,6,116,111,W,5
2018-19,1610612743,21800106,2018-10-31,DEN,CHI,CHI,1610612741,7,108,107,W,1
2018-19,1610612743,21800112,2018-11-01,DEN,CLE,CLE,1610612739,8,110,91,W,19
2018-19,1610612743,21800131,2018-11-03,UTA,DEN,UTA,1610612762,9,103,88,W,15
2018-19,1610612743,21800145,2018-11-05,BOS,DEN,BOS,1610612738,10,115,107,W,8
2018-19,1610612743,21800158,2018-11-07,DEN,MEM,MEM,1610612763,11,87,89,L,-2
2018-19,1610612743,21800171,2018-11-09,BKN,DEN,BKN,1610612751,12,110,112,L,-2
2018-19,1610612743,21800187,2018-11-11,MIL,DEN,MIL,1610612749,13,114,121,L,-7
2018-19,1610612743,21800200,2018-11-13,HOU,DEN,HOU,1610612745,14,99,109,L,-10
2018-19,1610612743,21800214,2018-11-15,ATL,DEN,ATL,1610612737,15,138,93,W,45
2018-19,1610612743,21800228,2018-11-17,DEN,NOP,NOP,1610612740,16,115,125,L,-10
2018-19,1610612743,21800245,2018-11-19,DEN,MIL,MIL,1610612749,17,98,104,L,-6
2018-19,1610612743,21800260,2018-11-21,DEN,MIN,MIN,1610612750,18,103,101,W,2
2018-19,1610612743,21800276,2018-11-23,ORL,DEN,ORL,1610612753,19,112,87,W,25
2018-19,1610612743,21800282,2018-11-24,DEN,OKC,OKC,1610612760,20,105,98,W,7
2018-19,1610612743,21800304,2018-11-27,LAL,DEN,LAL,1610612747,21,117,85,W,32
