season,team,team_id,sos_v0,win_pct
2020-21,ATL,1610612737,0.03343218291156057,0.569
2020-21,BOS,1610612738,-0.563254522450518,0.5
2020-21,CLE,1610612739,0.041784651338655845,0.306
2020-21,NOP,1610612740,0.01839793857429058,0.431
2020-21,CHI,1610612741,-0.16654868199467746,0.431
2020-21,DAL,1610612742,-0.23986595031459831,0.583
2020-21,DEN,1610612743,-0.121608720482026,0.653
2020-21,GSW,1610612744,0.3331682377195897,0.542
2020-21,HOU,1610612745,-0.15868539475904278,0.236
2020-21,LAC,1610612746,-0.30394002438867246,0.653
2020-21,LAL,1610612747,-0.27837925234902716,0.583
2020-21,MIA,1610612748,-0.4249522647133287,0.556
2020-21,MIL,1610612749,-0.7257513514713195,0.639
2020-21,MIN,1610612750,0.14361495246317948,0.319
2020-21,BKN,1610612751,-0.2767961891171846,0.667
2020-21,NYK,1610612752,-0.031583647029642545,0.569
2020-21,ORL,1610612753,-0.26342258434803184,0.292
2020-21,IND,1610612754,-0.3838563743023698,0.472
2020-21,PHI,1610612755,-0.404975095763557,0.681
2020-21,PHX,1610612756,-0.03599228212586168,0.708
2020-21,POR,1610612757,0.009060476111828123,0.583
2020-21,SAC,1610612758,0.046175716352068324,0.431
2020-21,SAS,1610612759,0.005658306336418887,0.458
2020-21,OKC,1610612760,-0.11470391327756126,0.306
2020-21,TOR,1610612761,-0.5603610039319994,0.375
2020-21,UTA,1610612762,-0.14190298735163537,0.722
2020-21,MEM,1610612763,0.010811370842174872,0.528
2020-21,WAS,1610612764,-0.106078596524592,0.472
2020-21,DET,1610612765,-0.15216445511045057,0.278
2020-21,CHA,1610612766,-0.024882015328010796,0.458
