TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK
1610612738,Boston Celtics,11,6,5,0.545,533.0,169.0,164.0,123.0,412.0,166.0,172.0,124.0,466.0,7,6,11,1,7,7,7,7,8,10,11,10,10
1610612739,Cleveland Cavaliers,9,5,4,0.556,432.0,159.0,164.0,108.0,444.0,129.0,106.0,111.0,396.0,8,7,1,1,8,8,7,8,7,9,8,9,9
1610612743,Denver Nuggets,14,7,7,0.5,682.0,174.0,219.0,177.0,626.0,276.0,189.0,250.0,726.0,5,5,14,1,5,6,4,5,5,15,12,15,14
1610612765,Detroit Pistons,6,2,4,0.333,288.0,98.0,96.0,103.0,272.0,103.0,101.0,90.0,280.0,11,11,1,8,11,11,10,10,11,6,7,7,7
1610612744,Golden State Warriors,12,5,7,0.417,576.0,191.0,176.0,135.0,476.0,212.0,168.0,140.0,594.0,6,7,14,8,6,5,6,6,6,13,10,11,11
1610612745,Houston Rockets,7,3,4,0.429,336.0,121.0,101.0,71.0,328.0,109.0,97.0,87.0,254.0,9,9,1,8,10,9,9,11,10,8,6,6,6
1610612754,Indiana Pacers,17,13,4,0.765,826.0,300.0,193.0,258.0,748.0,211.0,272.0,161.0,816.0,2,1,1,1,2,2,5,2,3,12,15,14,16
1610612746,LA Clippers,7,3,4,0.429,341.0,109.0,87.0,108.0,374.0,93.0,110.0,98.0,352.0,9,9,1,8,9,10,11,8,9,4,9,8,8
1610612747,Los Angeles Lakers,5,1,4,0.2,240.0,53.0,69.0,48.0,174.0,94.0,94.0,80.0,250.0,12,12,1,8,13,14,12,13,14,5,5,5,5
1610612763,Memphis Grizzlies,4,0,4,0.0,192.0,40.0,53.0,30.0,172.0,105.0,55.0,79.0,208.0,15,15,1,8,15,15,16,16,15,7,2,4,3
1610612748,Miami Heat,4,0,4,0.0,192.0,40.0,55.0,44.0,158.0,79.0,67.0,52.0,182.0,15,15,1,8,15,15,15,15,16,3,4,1,1
1610612749,Milwaukee Bucks,5,1,4,0.2,245.0,59.0,65.0,46.0,204.0,67.0,47.0,75.0,212.0,12,12,1,8,12,13,14,14,12,1,1,3,4
1610612750,Minnesota Timberwolves,15,9,6,0.6,720.0,265.0,244.0,188.0,724.0,243.0,211.0,160.0,646.0,4,4,13,1,4,3,2,4,4,14,13,13,12
1610612752,New York Knicks,18,10,8,0.556,874.0,261.0,306.0,209.0,848.0,330.0,280.0,273.0,748.0,1,3,16,1,1,4,1,3,2,16,16,16,15
1610612760,Oklahoma City Thunder,17,12,5,0.706,821.0,391.0,231.0,296.0,856.0,205.0,257.0,158.0,688.0,2,2,11,1,3,1,3,1,1,11,14,12,13
1610612753,Orlando Magic,5,1,4,0.2,240.0,69.0,66.0,53.0,202.0,77.0,63.0,59.0,200.0,12,12,1,8,13,12,13,12,13,2,3,2,2
