group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank
Players,202954,Brad Wanamaker,Brad,1610612738,BOS,30.0,1,0,1,0.0,0.5366666666666666,0,0,0,0,0,0,0,2,0,0,0,0,0.0,97,95,11,95,114,39,34,16,51,1,1,1,22,25,1,1,62,93
Players,1628464,Daniel Theis,Daniel,1610612738,BOS,28.0,11,5,6,0.455,41.123333333333335,4,2,0,16,17,7,9,24,0,1,9,3,30.6,9,17,119,66,9,6,17,16,2,119,94,119,110,25,97,122,17,15
Players,202683,Enes Freedom,Enes,1610612738,BOS,28.0,3,1,2,0.333,2.5383333333333336,0,0,0,0,2,2,0,0,0,0,1,0,0.0,61,51,59,73,96,39,34,16,51,36,42,1,1,25,1,38,62,93
Players,202330,Gordon Hayward,Gordon,1610612738,BOS,30.0,3,2,1,0.667,4.15,0,2,0,2,2,2,0,4,0,0,1,0,4.4,61,38,11,27,91,39,17,16,25,36,42,1,45,25,1,38,62,65
Players,1629684,Grant Williams,Grant,1610612738,BOS,21.0,5,2,3,0.4,5.553333333333334,0,0,0,0,2,0,2,6,0,0,1,1,0.0,28,38,76,67,76,39,34,16,51,36,1,70,56,25,1,38,39,93
Players,1627759,Jaylen Brown,Jaylen,1610612738,BOS,23.0,13,6,7,0.462,51.815,5,4,6,10,23,11,11,34,1,3,4,6,44.6,3,7,120,62,2,4,6,2,5,120,111,120,121,11,122,111,5,4
Players,1628369,Jayson Tatum,Jayson,1610612738,BOS,22.0,13,6,7,0.462,51.83166666666666,4,1,2,6,23,11,11,34,3,1,4,7,43.6,3,7,120,62,1,6,31,5,8,120,111,120,121,1,97,111,4,6
Players,202689,Kemba Walker,Kemba,1610612738,BOS,30.0,13,6,7,0.462,50.62,0,4,0,2,23,11,11,32,0,1,9,8,49.2,3,7,120,62,4,39,6,16,25,120,111,120,120,25,97,122,3,3
Players,203935,Marcus Smart,Marcus,1610612738,BOS,26.0,13,6,7,0.462,50.98166666666667,0,2,0,2,23,11,11,34,2,0,3,5,29.9,3,7,120,62,3,39,17,16,25,120,111,120,121,3,1,96,9,16
Players,1629605,Tacko Fall,Tacko,1610612738,BOS,24.0,1,0,1,0.0,0.0083333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,97,95,11,95,122,39,34,16,51,1,1,1,1,25,1,1,62,93
