GAME_ID,GAME_DATE,AWAY_TEAM,HOME_TEAM,ROUND,GAME_NO_IN_SERIES
41900111,2020-08-17,BKN,TOR,RND1,1
41900112,2020-08-19,BKN,TOR,RND1,2
41900113,2020-08-21,TOR,BKN,RND1,3
41900114,2020-08-23,TOR,BKN,RND1,4
