TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,TRAVEL,DOUBLE_DRIBBLE,DISCONTINUED_DRIBBLE,OFF_THREE_SEC,FIVE_SEC,EIGHT_SEC,SHOT_CLOCK,INBOUND,BACKCOURT,OFF_GOALTENDING,PALMING,OFF_FOUL,DEF_THREE_SEC,CHARGE,DELAY_OF_GAME,DEF_GOALTENDING,LANE,JUMP_BALL,KICKED_BALL,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,TRAVEL_RANK,DOUBLE_DRIBBLE_RANK,DISCONTINUED_DRIBBLE_RANK,OFF_THREE_SEC_RANK,FIVE_SEC_RANK,EIGHT_SEC_RANK,SHOT_CLOCK_RANK,INBOUND_RANK,BACKCOURT_RANK,OFF_GOALTENDING_RANK,PALMING_RANK,OFF_FOUL_RANK,DEF_THREE_SEC_RANK,CHARGE_RANK,DELAY_OF_GAME_RANK,DEF_GOALTENDING_RANK,LANE_RANK,JUMP_BALL_RANK,KICKED_BALL_RANK
1610612738,Boston Celtics,9,5,4,0.556,1.8,0.0,0.0,0.1,0.1,0.0,0.8,0.0,0.0,0.0,0.0,2.7,0.1,0.7,0.1,0.3,0.0,0.0,0.6,8,8,1,5,1,3,2,4,2,1,3,3,7,6,4,5,5,7,9,3,3,1,4
1610612751,Brooklyn Nets,5,1,4,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4,0.2,0.0,1.4,0.2,0.2,0.0,0.2,0.0,0.0,0.2,11,11,1,11,9,3,2,7,4,1,6,3,3,1,4,14,1,15,11,7,3,1,10
1610612743,Denver Nuggets,14,7,7,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.1,0.0,1.1,0.0,0.2,0.0,0.1,0.0,0.0,0.3,5,5,13,7,13,3,2,7,4,1,6,2,7,4,4,15,10,15,11,9,3,1,9
1610612765,Detroit Pistons,4,0,4,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.5,0.0,0.3,0.3,0.3,0.0,0.0,0.0,15,15,1,15,15,3,2,1,4,1,11,3,7,6,4,12,10,13,1,3,3,1,14
1610612744,Golden State Warriors,22,14,8,0.636,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.2,0.1,0.1,2.2,0.0,0.5,0.2,0.1,0.1,0.0,0.7,2,2,14,3,12,3,2,7,4,1,13,3,4,4,2,6,10,11,3,9,1,1,2
1610612745,Houston Rockets,11,6,5,0.545,0.6,0.1,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.2,0.0,2.0,0.1,0.7,0.2,0.1,0.0,0.0,0.5,7,7,10,6,9,2,2,7,4,1,2,3,7,1,4,8,5,7,3,9,3,1,5
1610612754,Indiana Pacers,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.0,0.0,1.5,0.0,0.8,0.0,0.0,0.0,0.0,0.5,15,15,1,15,16,3,2,7,4,1,3,3,2,6,4,12,10,5,11,14,3,1,5
1610612746,LA Clippers,6,2,4,0.333,1.0,0.0,0.0,0.2,0.0,0.0,1.5,0.0,0.0,0.0,0.2,2.8,0.2,1.2,0.2,0.3,0.0,0.0,0.5,10,10,1,10,4,3,2,2,4,1,1,3,7,6,1,3,1,2,3,3,3,1,5
1610612749,Milwaukee Bucks,15,10,5,0.667,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.0,0.1,1.6,0.1,1.0,0.3,0.4,0.1,0.0,0.4,4,3,10,1,4,3,2,7,4,1,6,3,4,6,2,10,5,4,1,1,1,1,8
1610612760,Oklahoma City Thunder,5,1,4,0.2,0.8,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,3.6,0.2,1.2,0.2,0.2,0.0,0.0,1.0,11,11,1,11,7,1,2,2,4,1,16,3,7,1,4,1,1,2,3,7,3,1,1
