season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,available_flag,min_sec,season_start,season_end
2019-20,1629714,Jarrell Brantley,Jarrell,1610612762,UTA,Utah Jazz,21901314,2020-08-13T00:00:00,UTA vs. SAS,W,28.98333333333333,4,4,2,12,7,4,7,26,1,1,2,3,32.8,1,1,1,1,7204,2371,1473,4500,1342,9778,7036,12903,13050,2205,14867,9590,4183,4615,1,28:59,2019,2020
2019-20,204060,Joe Ingles,Joe,1610612762,UTA,Utah Jazz,21901314,2020-08-13T00:00:00,UTA vs. SAS,W,12.333333333333334,0,0,0,0,5,0,2,8,0,1,0,1,11.7,1,1,1,1,18602,10480,8762,8535,16693,6617,1,3324,2388,7040,14867,1,10668,15922,1,12:20,2019,2020
2019-20,202334,Ed Davis,Ed,1610612762,UTA,Utah Jazz,21901314,2020-08-13T00:00:00,UTA vs. SAS,W,7.483333333333333,2,7,0,10,3,0,0,2,0,1,2,2,19.7,1,1,1,1,20173,5634,268,8535,2131,3916,1,1,511,7040,14867,9590,6771,11058,1,7:29,2019,2020
2019-20,1628378,Donovan Mitchell,Donovan,1610612762,UTA,Utah Jazz,21901314,2020-08-13T00:00:00,UTA vs. SAS,W,11.333333333333334,2,0,0,0,2,0,2,14,0,0,1,1,20.3,1,1,1,1,19074,5634,8762,8535,16693,2061,1,3324,5119,7040,1,4186,10668,10689,1,11:20,2019,2020
2019-20,1629730,Rayjon Tucker,Rayjon,1610612762,UTA,Utah Jazz,21901314,2020-08-13T00:00:00,UTA vs. SAS,W,24.05,5,3,0,10,7,9,7,18,0,0,0,5,21.9,1,1,1,1,10965,1452,2700,8535,2131,9778,16129,12903,7596,7040,1,1,1560,9720,1,24:03,2019,2020
2019-20,1629752,Juwan Morgan,Juwan,1610612762,UTA,Utah Jazz,21901314,2020-08-13T00:00:00,UTA vs. SAS,W,21.816666666666663,0,2,0,6,10,7,2,16,1,0,5,1,16.1,1,1,1,1,12624,10480,4352,8535,5337,14416,12922,3324,6316,2205,1,20977,10668,13195,1,21:49,2019,2020
2019-20,203903,Jordan Clarkson,Jordan,1610612762,UTA,Utah Jazz,21901314,2020-08-13T00:00:00,UTA vs. SAS,W,14.033333333333331,0,3,0,2,7,0,2,10,0,1,1,0,12.9,1,1,1,1,17755,10480,2700,8535,11792,9778,1,3324,3169,7040,14867,4186,16138,15156,1,14:02,2019,2020
2019-20,1629671,Miye Oni,Miye,1610612762,UTA,Utah Jazz,21901314,2020-08-13T00:00:00,UTA vs. SAS,W,25.816666666666663,2,2,2,4,5,5,5,26,0,1,3,0,17.4,1,1,1,1,9579,5634,4352,4500,8033,6617,9402,9351,13050,7040,14867,14861,16138,12416,1,25:49,2019,2020
2019-20,1627777,Georges Niang,Georges,1610612762,UTA,Utah Jazz,21901314,2020-08-13T00:00:00,UTA vs. SAS,W,22.0,3,0,0,4,7,2,5,24,0,0,1,2,21.0,1,1,1,1,12485,3755,8762,8535,8033,9778,2979,9351,11745,7040,1,4186,6771,10255,1,22:00,2019,2020
2019-20,1626220,Royce O'Neale,Royce,1610612762,UTA,Utah Jazz,21901314,2020-08-13T00:00:00,UTA vs. SAS,W,11.333333333333334,0,0,0,2,2,0,2,14,2,0,1,3,9.2,1,1,1,1,19074,10480,8762,8535,11792,2061,1,3324,5119,720,1,4186,4183,17358,1,11:20,2019,2020
