season,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,e_def_rating,def_rating,e_net_rating,net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,efg_pct,ts_pct,e_pace,pace,pace_per40,poss,pie,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,off_rating_rank,def_rating_rank,net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,efg_pct_rank,ts_pct_rank,pace_rank,pie_rank,available_flag,season_start,season_end,is_home,home,away
2022-23,1610612749,MIL,Milwaukee Bucks,22200924,2023-02-28,MIL @ BKN,W,48.0,104.2,109.3,95.4,97.2,8.8,12.1,0.64,1.88,20.3,0.31,0.9,0.583,0.157,0.559,0.55,111.1,107.5,89.58,108,0.553,1,1,1,1,159,1646,156,439,865,1088,595,829,18,111,1684,1005,1716,113,629,1,2022,2023,False,BKN,MIL
2022-23,1610612761,TOR,Toronto Raptors,22200925,2023-02-28,TOR vs. CHI,W,48.0,109.1,110.6,106.0,105.4,3.1,5.3,0.684,2.17,18.2,0.39,0.806,0.547,0.128,0.484,0.508,93.9,93.5,77.92,94,0.495,1,1,1,1,159,1530,528,894,484,756,1188,166,331,426,945,2042,2193,2253,1279,1,2022,2023,True,TOR,CHI
2022-23,1610612746,LAC,LA Clippers,22200932,2023-02-28,LAC vs. MIN,L,48.0,92.6,96.2,99.4,101.9,-6.8,-5.7,0.686,0.96,16.8,0.28,0.712,0.5,0.238,0.488,0.542,108.9,105.5,87.92,105,0.472,1,1231,1231,1231,159,2328,304,1595,477,2389,1646,1194,1358,1176,2440,2019,1837,245,1543,1,2022,2023,True,LAC,MIN
2022-23,1610612742,DAL,Dallas Mavericks,22200929,2023-02-28,DAL vs. IND,L,48.0,120.4,122.0,124.5,126.5,-4.1,-4.5,0.609,4.0,19.7,0.275,0.85,0.527,0.07,0.571,0.59,100.5,99.0,82.5,100,0.451,1,1231,1231,1231,159,572,2137,1505,1204,50,699,1277,95,727,59,837,1052,1335,1790,1,2022,2023,True,DAL,IND
2022-23,1610612758,SAC,Sacramento Kings,22200928,2023-02-28,SAC @ OKC,W,48.0,114.7,117.1,109.8,111.4,4.9,5.7,0.791,1.7,22.5,0.295,0.759,0.559,0.19,0.616,0.646,106.9,105.0,87.5,105,0.551,1,1,1,1,159,951,997,865,50,1399,170,1003,808,298,2229,366,378,285,648,1,2022,2023,False,OKC,SAC
2022-23,1610612760,OKC,Oklahoma City Thunder,22200928,2023-02-28,OKC vs. SAC,L,48.0,109.8,111.4,114.7,117.1,-4.9,-5.7,0.651,2.8,19.0,0.241,0.705,0.441,0.095,0.495,0.539,106.9,105.0,87.5,105,0.449,1,1231,1231,1231,159,1458,1507,1596,757,283,910,1648,1445,2160,293,1903,1883,285,1813,1,2022,2023,True,OKC,SAC
2022-23,1610612759,SAS,San Antonio Spurs,22200930,2023-02-28,SAS @ UTA,W,48.0,95.3,100.0,88.0,92.2,7.3,7.8,0.59,1.64,16.3,0.286,0.65,0.474,0.137,0.473,0.5,106.9,102.0,85.0,102,0.554,1,1,1,1,159,2199,51,710,1374,1489,1769,1109,2029,1714,1193,2155,2262,695,614,1,2022,2023,False,UTA,SAS
2022-23,1610612750,MIN,Minnesota Timberwolves,22200932,2023-02-28,MIN @ LAC,W,48.0,99.4,101.9,92.6,96.2,6.8,5.7,0.512,1.16,15.4,0.288,0.72,0.5,0.179,0.528,0.542,108.9,105.5,87.92,106,0.528,1,1,1,1,159,2153,133,866,2054,2247,2024,1094,1251,1176,2089,1462,1843,245,918,1,2022,2023,False,LAC,MIN
2022-23,1610612751,BKN,Brooklyn Nets,22200924,2023-02-28,BKN vs. MIL,L,48.0,95.4,97.2,104.2,109.3,-8.8,-12.1,0.694,1.39,18.2,0.1,0.69,0.417,0.168,0.506,0.553,111.1,107.5,89.58,107,0.447,1,1231,1231,1231,159,2305,814,2022,403,1947,1172,2440,1630,2348,1901,1769,1649,113,1832,1,2022,2023,True,BKN,MIL
2022-23,1610612744,GSW,Golden State Warriors,22200931,2023-02-28,GSW vs. POR,W,48.0,118.2,125.5,105.3,106.1,12.9,19.4,0.694,1.89,22.7,0.409,0.745,0.589,0.184,0.604,0.627,101.9,98.5,82.08,98,0.58,1,1,1,1,159,362,568,193,410,1081,156,99,940,83,2136,462,572,1433,359,1,2022,2023,True,GSW,POR
2022-23,1610612741,CHI,Chicago Bulls,22200925,2023-02-28,CHI @ TOR,L,48.0,106.0,105.4,109.1,110.6,-3.1,-5.3,0.757,1.4,21.9,0.194,0.61,0.453,0.215,0.592,0.624,93.9,93.5,77.92,93,0.505,1,1231,1231,1231,159,1931,928,1567,119,1927,241,2127,2293,2028,2395,602,608,2253,1182,1,2022,2023,False,TOR,CHI
2022-23,1610612764,WAS,Washington Wizards,22200923,2023-02-28,WAS @ ATL,W,48.0,120.4,125.3,119.1,119.6,1.3,5.7,0.396,2.11,14.2,0.4,0.667,0.535,0.095,0.526,0.562,98.1,96.0,80.0,95,0.52,1,1,1,1,159,372,1686,869,2422,806,2232,124,1842,606,285,1493,1508,1917,1019,1,2022,2023,False,ATL,WAS
2022-23,1610612757,POR,Portland Trail Blazers,22200931,2023-02-28,POR @ GSW,L,48.0,105.3,106.1,118.2,125.5,-12.9,-19.4,0.703,2.0,18.8,0.255,0.591,0.411,0.131,0.5,0.549,101.9,98.5,82.08,99,0.42,1,1231,1231,1231,159,1886,2097,2268,335,894,970,1514,2354,2377,1035,1833,1738,1433,2102,1,2022,2023,False,GSW,POR
2022-23,1610612747,LAL,Los Angeles Lakers,22200927,2023-02-28,LAL @ MEM,L,48.0,100.8,100.0,107.6,112.0,-6.8,-12.0,0.579,0.85,15.0,0.314,0.694,0.522,0.239,0.517,0.567,110.3,108.5,90.42,109,0.454,1,1231,1231,1231,159,2199,1065,2020,1484,2431,2113,779,1587,810,2442,1618,1437,63,1759,1,2022,2023,False,MEM,LAL
2022-23,1610612754,IND,Indiana Pacers,22200929,2023-02-28,IND @ DAL,W,48.0,124.5,126.5,120.4,122.0,4.1,4.5,0.61,2.78,19.4,0.15,0.725,0.473,0.092,0.596,0.649,100.5,99.0,82.5,98,0.549,1,1,1,1,159,315,1885,956,1176,294,817,2364,1173,1727,236,544,351,1335,671,1,2022,2023,False,DAL,IND
2022-23,1610612763,MEM,Memphis Grizzlies,22200927,2023-02-28,MEM vs. LAL,W,48.0,107.6,112.0,100.8,100.0,6.8,12.0,0.49,3.57,16.6,0.306,0.686,0.478,0.065,0.482,0.506,110.3,108.5,90.42,108,0.546,1,1,1,1,159,1394,219,441,2152,87,1694,872,1661,1649,45,2064,2210,63,702,1,2022,2023,True,MEM,LAL
2022-23,1610612762,UTA,Utah Jazz,22200930,2023-02-28,UTA vs. SAS,L,48.0,88.0,92.2,95.3,100.0,-7.3,-7.8,0.5,0.75,10.9,0.35,0.714,0.526,0.196,0.412,0.466,106.9,102.0,85.0,102,0.446,1,1231,1231,1231,159,2409,219,1750,2083,2452,2448,426,1313,747,2282,2432,2405,695,1847,1,2022,2023,True,UTA,SAS
2022-23,1610612745,HOU,Houston Rockets,22200926,2023-02-28,HOU vs. DEN,L,48.0,107.3,112.0,134.3,133.0,-27.0,-21.0,0.688,2.54,22.3,0.294,0.738,0.495,0.13,0.541,0.552,101.7,100.0,83.33,100,0.407,1,1231,1231,1231,159,1397,2347,2303,461,430,183,1020,1029,1337,991,1268,1669,1133,2200,1,2022,2023,True,HOU,DEN
2022-23,1610612737,ATL,Atlanta Hawks,22200923,2023-02-28,ATL vs. WAS,L,48.0,119.1,119.6,120.4,125.3,-1.3,-5.7,0.488,2.33,15.9,0.333,0.6,0.465,0.093,0.532,0.572,98.1,96.0,80.0,97,0.48,1,1231,1231,1231,159,770,2086,1592,2173,563,1902,545,2325,1849,254,1393,1360,1917,1441,1,2022,2023,True,ATL,WAS
2022-23,1610612743,DEN,Denver Nuggets,22200926,2023-02-28,DEN @ HOU,W,48.0,134.3,133.0,107.3,112.0,27.0,21.0,0.755,3.64,26.5,0.262,0.706,0.505,0.11,0.663,0.671,101.7,100.0,83.33,100,0.593,1,1,1,1,159,112,1055,158,132,81,9,1419,1424,1111,540,116,189,1133,261,1,2022,2023,False,HOU,DEN
2022-23,1610612740,NOP,New Orleans Pelicans,22200922,2023-02-27,NOP vs. ORL,L,48.0,98.8,97.9,104.7,106.3,-5.9,-8.4,0.676,1.35,17.8,0.25,0.681,0.473,0.179,0.487,0.54,95.3,95.0,79.17,95,0.459,1,1231,1231,1231,159,2299,587,1804,541,2009,1318,1529,1719,1727,2083,2026,1865,2069,1710,1,2022,2023,True,NOP,ORL
2022-23,1610612748,MIA,Miami Heat,22200920,2023-02-27,MIA @ PHI,W,48.0,110.2,112.2,102.8,107.6,7.4,4.6,0.6,1.62,16.7,0.313,0.591,0.446,0.144,0.525,0.557,94.0,91.0,75.83,90,0.518,1,1,1,1,159,1379,689,953,1263,1534,1667,802,2354,2103,1392,1505,1590,2401,1039,1,2022,2023,False,PHI,MIA
