close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_lt_06,fga_lt_06,lt_06_pct,ns_lt_06_pct,plusminus
203469,Cody Zeller,1610612766,CHA,C,26.0,48,47,0.432,3.79,6.58,0.576,0.611,-0.035
202689,Kemba Walker,1610612766,CHA,G,29.0,81,80,0.364,3.31,5.1,0.649,0.602,0.047
101107,Marvin Williams,1610612766,CHA,F,33.0,74,72,0.385,2.5,4.38,0.571,0.617,-0.046
201587,Nicolas Batum,1610612766,CHA,F-G,30.0,74,71,0.42,2.49,4.32,0.575,0.612,-0.037
203087,Jeremy Lamb,1610612766,CHA,G,27.0,77,76,0.37,2.81,4.27,0.657,0.606,0.051
1626195,Willy Hernangomez,1610612766,CHA,C,25.0,58,53,0.463,2.52,3.72,0.676,0.621,0.055
203077,Michael Kidd-Gilchrist,1610612766,CHA,F,25.0,62,58,0.414,2.0,3.71,0.539,0.615,-0.076
1626163,Frank Kaminsky,1610612766,CHA,F-C,26.0,45,40,0.402,2.36,3.62,0.65,0.622,0.028
1628970,Miles Bridges,1610612766,CHA,F,21.0,79,75,0.389,2.25,3.53,0.638,0.613,0.025
202687,Bismack Biyombo,1610612766,CHA,C,26.0,53,48,0.395,1.81,3.09,0.585,0.616,-0.03
202714,Shelvin Mack,1610612766,CHA,G,29.0,57,53,0.326,1.67,2.67,0.625,0.592,0.033
1629122,J.P. Macura,1610612766,CHA,G,24.0,2,1,0.625,1.5,2.5,0.6,0.668,-0.068
1628407,Dwayne Bacon,1610612766,CHA,G-F,23.0,40,32,0.341,1.5,2.28,0.659,0.61,0.049
1628984,Devonte' Graham,1610612766,CHA,G,24.0,44,38,0.389,1.48,2.23,0.663,0.599,0.064
1628370,Malik Monk,1610612766,CHA,G,21.0,68,62,0.408,1.32,2.09,0.634,0.594,0.04
2225,Tony Parker,1610612766,CHA,G,37.0,54,38,0.306,0.76,1.41,0.539,0.604,-0.064
