season,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,e_def_rating,def_rating,e_net_rating,net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,efg_pct,ts_pct,e_pace,pace,pace_per40,poss,pie,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,off_rating_rank,def_rating_rank,net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,efg_pct_rank,ts_pct_rank,pace_rank,pie_rank,available_flag,season_start,season_end,is_home,home,away,MON
2019-20,1610612755,PHI,Philadelphia 76ers,21901315,2020-08-14,PHI @ HOU,W,48.0,128.0,128.8,93.2,93.2,34.8,35.6,0.633,1.94,21.1,0.3,0.957,0.651,0.154,0.667,0.693,103.9,103.5,86.25,104,0.644,1,1,1,1,139,110,138,20,766,718,243,664,1,5,1324,46,44,577,79,1,2019,2020,False,HOU,PHI,AUG
2019-20,1610612755,PHI,Philadelphia 76ers,21901305,2020-08-12,PHI vs. TOR,L,48.0,113.6,115.2,115.1,119.0,-1.5,-3.8,0.692,1.59,19.1,0.208,0.727,0.485,0.162,0.565,0.614,107.6,105.0,87.5,105,0.497,1,1060,1060,1060,139,668,1684,1227,363,1198,607,1695,1142,1305,1484,628,459,413,1085,1,2019,2020,True,PHI,TOR,AUG
2019-20,1610612755,PHI,Philadelphia 76ers,21901299,2020-08-11,PHI vs. PHX,L,48.0,120.4,128.6,137.9,139.8,-17.5,-11.2,0.609,3.11,20.6,0.333,0.634,0.467,0.099,0.575,0.59,95.7,92.0,76.67,91,0.425,1,1060,1060,1060,139,116,2110,1701,993,115,314,334,1972,1570,253,529,720,2031,1732,1,2019,2020,True,PHI,PHX,AUG
2019-20,1610612755,PHI,Philadelphia 76ers,21901289,2020-08-09,PHI @ POR,L,48.0,114.7,118.6,116.1,121.6,-1.4,-2.9,0.511,1.6,16.7,0.34,0.76,0.544,0.147,0.557,0.579,106.1,102.0,85.0,102,0.468,1,1060,1060,1060,139,455,1796,1175,1729,1173,1303,316,751,397,1160,719,863,779,1353,1,2019,2020,False,POR,PHI,AUG
2019-20,1610612755,PHI,Philadelphia 76ers,21901277,2020-08-07,PHI vs. ORL,W,48.0,106.4,110.2,101.0,104.1,5.4,6.1,0.5,2.11,13.7,0.355,0.731,0.526,0.092,0.452,0.502,100.8,97.5,81.25,98,0.53,1,1,1,1,139,1051,617,714,1739,537,1886,199,1102,618,190,1879,1798,1555,791,1,2019,2020,True,PHI,ORL,AUG
2019-20,1610612755,PHI,Philadelphia 76ers,21901263,2020-08-05,PHI @ WAS,W,48.0,104.1,104.9,96.5,96.1,7.6,8.8,0.711,1.93,19.4,0.204,0.776,0.49,0.137,0.53,0.565,102.2,102.0,85.0,102,0.567,1,1,1,1,139,1455,230,534,271,731,547,1738,585,1240,940,1022,1050,779,452,1,2019,2020,False,WAS,PHI,AUG
2019-20,1610612755,PHI,Philadelphia 76ers,21901254,2020-08-03,PHI vs. SAS,W,48.0,125.5,126.9,121.8,125.0,3.7,1.9,0.565,2.0,18.4,0.25,0.638,0.451,0.125,0.609,0.659,106.0,104.0,86.67,104,0.508,1,1,1,1,139,160,1913,988,1339,619,783,1192,1950,1783,708,241,142,509,996,1,2019,2020,True,PHI,SAS,AUG
2019-20,1610612755,PHI,Philadelphia 76ers,21901242,2020-08-01,PHI @ IND,L,48.0,115.2,116.3,120.8,121.0,-5.6,-4.6,0.435,0.95,13.8,0.438,0.745,0.596,0.202,0.543,0.582,105.1,104.5,87.08,104,0.455,1,1060,1060,1060,139,589,1764,1285,2008,2013,1866,18,947,54,1965,879,829,459,1469,1,2019,2020,False,IND,PHI,AUG
2019-20,1610612755,PHI,Philadelphia 76ers,21900971,2020-03-11,PHI vs. DET,W,48.0,126.4,131.9,108.2,111.6,18.3,20.3,0.667,2.0,20.0,0.4,0.78,0.6,0.149,0.59,0.639,98.0,94.5,78.75,94,0.595,1,1,1,1,139,60,1172,149,488,619,422,44,534,37,1225,384,266,1911,250,1,2019,2020,True,PHI,DET,MAR
2019-20,1610612755,PHI,Philadelphia 76ers,21900944,2020-03-07,PHI @ GSW,L,48.0,121.7,122.6,127.8,126.9,-6.1,-4.3,0.707,2.64,21.3,0.311,0.795,0.536,0.118,0.565,0.608,93.0,93.0,77.5,93,0.475,1,1060,1060,1060,139,281,1957,1274,291,271,205,551,390,493,588,628,506,1991,1270,1,2019,2020,False,GSW,PHI,MAR
2019-20,1610612755,PHI,Philadelphia 76ers,21900928,2020-03-05,PHI @ SAC,W,48.0,122.0,125.0,107.0,106.9,15.0,18.1,0.511,1.85,17.1,0.32,0.821,0.539,0.13,0.578,0.604,101.7,100.5,83.75,100,0.546,1,1,1,1,139,192,823,196,1729,833,1168,465,202,450,785,494,564,1039,642,1,2019,2020,False,SAC,PHI,MAR
