group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank
,202718,Chandler Parsons,,1610612742,DAL,27.0,23,11,12,0.478,5.0,111.0,107.1,107.1,100.2,97.8,97.8,10.7,9.2,9.2,0.2,3.25,27.1,0.036,0.159,0.101,0.083,0.083,0.00655,0.00657,0.143,0.152,92.54,95.35,79.46,95.35,0.151,226,16,29,0.7,1.3,0.552,173,157,264,239,9,156,156,156,152,150,150,124,127,127,71,23,40,166,110,131,268,270,68,90,211,212,367,380,380,80,69,99,55,88,74
,101111,Charlie Villanueva,,1610612742,DAL,31.0,15,6,9,0.4,0.9,90.4,87.9,87.9,142.7,121.1,121.1,-52.3,-33.2,-33.2,0.0,0.0,0.0,0.045,0.154,0.086,0.0,0.0,0.0014299999999999998,0.0014299999999999998,0.184,0.2,112.57,124.26,103.55,124.26,-0.078,33,1,7,0.1,0.5,0.143,233,235,223,291,386,357,350,350,411,383,383,401,389,389,287,238,287,142,119,183,1,1,336,357,144,131,53,49,49,409,279,246,327,281,333
,101135,David Lee,,1610612742,DAL,33.0,6,2,4,0.333,1.5,132.2,105.0,105.0,133.2,113.0,113.0,-1.0,-8.0,-8.0,0.0,0.0,0.0,0.0,0.222,0.118,0.0,0.0,0.0,0.0,0.0,0.0,91.44,111.07,92.56,111.07,0.048,20,0,0,0.0,0.0,0.0,312,326,127,330,337,29,184,184,392,323,323,219,290,290,287,238,287,270,42,91,1,1,342,359,390,391,376,97,97,263,342,379,342,379,342
,101114,Deron Williams,,1610612742,DAL,32.0,36,18,18,0.5,4.9,117.2,114.2,114.2,100.4,100.0,100.0,16.8,14.2,14.2,0.322,4.67,20.9,0.018,0.075,0.049,0.045,0.045,0.006059999999999999,0.00666,0.277,0.286,94.42,95.84,79.87,95.84,0.203,352,43,85,1.2,2.4,0.506,59,80,361,188,11,86,65,65,155,171,171,82,87,87,40,9,68,230,289,294,175,176,83,86,48,49,346,373,373,36,5,16,10,14,97
,2734,Devin Harris,,1610612742,DAL,33.0,25,16,9,0.64,1.5,112.5,102.2,102.2,96.6,87.6,87.6,15.9,14.6,14.6,0.136,3.0,23.1,0.0,0.122,0.065,0.077,0.073,0.00563,0.00615,0.103,0.125,111.41,122.67,102.23,122.67,0.082,89,4,8,0.2,0.3,0.5,151,99,223,85,349,138,209,209,111,81,81,88,84,84,123,26,56,270,180,239,244,234,105,109,301,270,57,51,51,195,197,226,272,332,98
,1717,Dirk Nowitzki,,1610612742,DAL,38.0,44,23,21,0.523,4.4,113.6,112.7,112.7,94.9,90.7,90.7,18.7,21.9,21.9,0.162,2.83,12.7,0.031,0.18,0.109,0.045,0.045,0.0049499999999999995,0.00557,0.279,0.284,91.4,93.77,78.14,93.77,0.163,387,42,98,1.0,2.2,0.429,12,19,402,180,20,123,79,79,99,91,91,73,59,59,102,42,157,178,82,109,175,175,164,162,47,50,377,394,394,65,7,11,21,22,161
,203939,Dwight Powell,,1610612742,DAL,24.0,19,13,6,0.684,0.6,112.9,87.1,87.1,96.6,94.3,94.3,16.3,-7.2,-7.2,0.0,0.0,0.0,0.0,0.143,0.08,0.33299999999999996,0.36200000000000004,0.0,0.011359999999999999,0.091,0.106,118.08,134.18,111.82,134.18,0.07,31,0,0,0.0,0.0,0.0,203,129,174,58,402,132,356,356,112,123,123,84,283,283,287,238,287,270,147,198,421,427,342,2,317,305,37,35,35,223,342,379,342,379,342
,200826,J.J. Barea,,1610612742,DAL,32.0,27,13,14,0.481,2.4,108.6,108.5,108.5,113.1,104.8,104.8,-4.5,3.6,3.6,0.179,2.33,17.5,0.03,0.119,0.075,0.075,0.075,0.00446,0.00497,0.232,0.241,96.37,100.3,83.58,100.3,0.115,130,11,28,0.4,1.0,0.393,131,129,298,234,245,184,135,135,278,252,252,237,168,168,82,55,95,187,185,208,240,238,192,238,82,81,309,273,273,131,105,102,141,113,197
,201580,JaVale McGee,,1610612742,DAL,28.0,4,2,2,0.5,1.9,120.0,100.0,100.0,116.5,100.0,100.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.143,0.0,0.0,0.0,0.0,0.0,0.0,73.56,86.81,72.34,86.81,0.033,12,0,0,0.0,0.0,0.0,339,326,75,188,304,66,232,232,314,171,171,175,198,198,287,238,287,270,27,56,1,1,342,359,390,391,420,416,416,288,342,379,342,379,342
,202379,Jeremy Evans,,1610612742,DAL,28.0,1,0,1,0.0,1.3,91.9,125.0,125.0,196.1,133.3,133.3,-104.2,-8.3,-8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.006939999999999999,0.167,0.224,175.98,184.85,154.04,184.85,0.0,4,1,1,1.0,1.0,1.0,404,408,31,408,357,344,22,22,427,414,414,422,293,293,287,238,287,270,356,370,1,1,5,74,171,103,14,18,18,329,279,337,13,116,1
