season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,available_flag,min_sec,season_start,season_end
2020-21,201976,Patrick Beverley,Patrick,1610612746,LAC,LA Clippers,22001074,2021-05-16T00:00:00,LAC @ OKC,L,18.9,122.5,118.6,118.6,128.0,123.8,123.8,-5.5,-5.2,-5.2,0.286,0.0,30.8,0.0,0.0,0.0,0.0,0.0,0.625,0.619,0.196,0.203,104.67,108.13,90.11,108.13,0.104,43,5,8,5.0,8.0,0.625,1,11623,11623,11623,15024,5268,7012,7012,19132,17757,17757,13282,13211,13211,3200,11715,3545,11150,19725,20503,1,1,7026,8582,9608,9338,6959,3560,3560,9796,6152,9686,6152,9686,4319,1,18:52,2020,2021
2020-21,1630187,Daniel Oturu,Daniel,1610612746,LAC,LA Clippers,22001074,2021-05-16T00:00:00,LAC @ OKC,L,37.2,112.1,110.4,110.4,109.6,114.5,114.5,2.5,-4.1,-4.1,0.067,1.0,7.7,0.146,0.119,0.133,7.7,7.7,0.262,0.297,0.255,0.263,100.29,98.84,82.37,98.84,0.032,77,5,21,5.0,21.0,0.238,1,11623,11623,11623,1505,9890,10876,10876,11465,13752,13752,10226,12823,12823,14289,6835,15426,1374,11772,4696,11527,11808,18436,18933,4251,4222,13036,14908,14908,17749,6152,691,6152,691,18513,1,37:09,2020,2021
2020-21,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,22001074,2021-05-16T00:00:00,LAC @ OKC,L,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,200.0,240.0,1.0,0,0,0,0.0,0.0,0.0,1,11623,11623,11623,23036,22794,22793,22793,1,1,1,11144,11088,11088,16819,11715,16819,11150,19725,20503,1,1,19893,20448,22211,22211,23048,39,39,34,19893,21894,19893,21894,19893,1,0:06,2020,2021
2020-21,202704,Reggie Jackson,Reggie,1610612746,LAC,LA Clippers,22001074,2021-05-16T00:00:00,LAC @ OKC,L,6.9,71.4,66.7,66.7,153.3,153.3,153.3,-81.9,-86.7,-86.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.313,0.333,101.36,104.85,87.38,104.85,0.085,15,2,5,2.0,5.0,0.4,1,11623,11623,11623,20530,21833,21947,21947,22366,22414,22414,22544,22596,22587,16819,11715,16819,11150,19725,20503,1,1,7872,9276,1520,1168,11446,6443,6443,12121,13638,14368,13638,14368,12966,1,6:52,2020,2021
2020-21,1628379,Luke Kennard,Luke,1610612746,LAC,LA Clippers,22001074,2021-05-16T00:00:00,LAC @ OKC,L,29.9,104.4,103.1,103.1,107.0,109.4,109.4,-2.7,-6.3,-6.3,0.045,0.0,6.7,0.0,0.097,0.041,0.0,0.0,0.464,0.464,0.179,0.186,103.97,103.49,86.24,103.49,0.084,65,6,14,6.0,14.0,0.429,1,11623,11623,11623,6632,13724,14367,14367,10097,11183,11183,12260,13610,13610,16002,11715,15968,11150,13864,17495,1,1,13535,15005,11385,11227,7825,8120,8120,12207,4526,3568,4526,3568,11933,1,29:55,2020,2021
2020-21,202335,Patrick Patterson,Patrick,1610612746,LAC,LA Clippers,22001074,2021-05-16T00:00:00,LAC @ OKC,L,42.1,109.0,109.1,109.1,118.1,120.5,120.5,-9.2,-11.4,-11.4,0.111,0.0,26.7,0.052,0.079,0.063,0.0,0.0,0.455,0.455,0.103,0.106,101.36,100.33,83.61,100.33,0.067,88,4,11,4.0,11.0,0.364,1,11623,11623,11623,173,11454,11495,11495,15579,16510,16510,14557,15274,15276,10979,11715,4914,6645,15626,13763,1,1,13774,15259,19376,19382,11450,12696,12696,14218,8251,6027,8251,6027,14681,1,42:06,2020,2021
2020-21,1627812,Yogi Ferrell,Yogi,1610612746,LAC,LA Clippers,22001074,2021-05-16T00:00:00,LAC @ OKC,L,26.9,108.9,107.4,107.4,117.6,122.6,122.6,-8.7,-15.2,-15.2,0.111,0.0,13.3,0.061,0.156,0.108,0.0,0.0,0.5,0.543,0.203,0.21,96.86,95.46,79.55,95.46,0.123,54,5,12,5.0,12.0,0.417,1,11623,11623,11623,8941,11525,12358,12358,15336,17347,17347,14401,16415,16415,10979,11715,12104,5604,8302,7294,1,1,10646,11551,8806,8693,17556,19085,19085,7732,6152,5097,6152,5097,12627,1,26:54,2020,2021
2020-21,1630206,Jay Scrubb,Jay,1610612746,LAC,LA Clippers,22001074,2021-05-16T00:00:00,LAC @ OKC,L,36.1,113.9,112.2,112.2,114.2,119.2,119.2,-0.3,-7.0,-7.0,0.037,1.0,5.3,0.043,0.132,0.083,5.3,5.3,0.412,0.412,0.2,0.207,99.01,97.68,81.4,97.68,0.058,74,7,17,7.0,17.0,0.412,1,11623,11623,11623,2165,8994,10018,10018,13779,15919,15919,11366,13860,13860,16608,6835,16519,7524,10495,10340,9709,9780,15148,16459,8922,8999,14795,16548,16548,15149,3206,1960,3206,1960,12852,1,36:07,2020,2021
2020-21,201586,Serge Ibaka,Serge,1610612746,LAC,LA Clippers,22001074,2021-05-16T00:00:00,LAC @ OKC,L,18.8,114.2,115.4,115.4,117.3,121.1,121.1,-3.1,-5.7,-5.7,0.154,0.0,14.3,0.091,0.278,0.175,0.0,0.0,0.45,0.51,0.273,0.277,100.52,98.47,82.06,98.47,0.152,39,4,10,4.0,10.0,0.4,1,11623,11623,11623,15090,8875,8418,8418,15229,16722,16722,12436,13389,13389,8323,11715,11222,3313,2086,2254,1,1,13901,12629,3165,3371,12696,15397,15397,4867,8251,7133,8251,7133,12966,1,18:46,2020,2021
2020-21,1629611,Terance Mann,Terance,1610612746,LAC,LA Clippers,22001074,2021-05-16T00:00:00,LAC @ OKC,L,23.2,133.4,135.4,135.4,99.2,98.0,98.0,34.2,37.4,37.4,0.056,0.0,9.1,0.0,0.087,0.039,0.0,0.0,0.938,0.931,0.169,0.174,101.43,101.31,84.42,101.31,0.199,48,7,8,7.0,8.0,0.875,1,11623,11623,11623,11769,2146,1801,1801,6400,5772,5772,2111,1847,1847,15157,11715,14598,11150,14797,17661,1,1,1612,1575,12487,12575,11362,11197,11198,2027,3206,9686,3206,9686,1164,1,23:13,2020,2021
