GAME_ID,GAME_DATE,AWAY_TEAM,HOME_TEAM,ROUND,GAME_NO_IN_SERIES
41900101,2020-08-18,ORL,MIL,RND1,1
41900102,2020-08-20,ORL,MIL,RND1,2
41900103,2020-08-22,MIL,ORL,RND1,3
41900104,2020-08-24,MIL,ORL,RND1,4
41900105,2020-08-29,ORL,MIL,RND1,5
