season,player_id,player,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,available_flag,min_sec,season_start,season_end
2016-17,1626170,Jerian Grant,Jerian,1610612741,CHI,Chicago Bulls,21601222,2017-04-12T00:00:00,CHI vs. BKN,W,22.1,111.8,108.0,108.0,73.5,71.4,71.4,38.4,36.6,36.6,0.118,2.0,20.0,0.0,0.222,0.115,0.1,0.1,0.00357,0.00357,0.145,0.153,104.13,107.47,89.56,107.47,0.109,50,2,7,2.0,7.0,0.286,1,1,1,1,14235,9189,11792,11792,1247,1079,1079,1687,1841,1841,11588,3570,7906,12923,4597,7390,14619,14820,18141,19710,17799,17235,5305,2553,2553,10406,15070,12283,15070,12283,19320,1,22:07,2016,2017
2016-17,1626171,Bobby Portis,Bobby,1610612741,CHI,Chicago Bulls,21601222,2017-04-12T00:00:00,CHI vs. BKN,W,25.4,117.7,113.0,113.0,84.5,81.8,81.8,33.2,31.1,31.1,0.176,3.0,18.8,0.074,0.25,0.169,0.063,0.063,0.005,0.00505,0.213,0.223,99.36,103.03,85.85,103.03,0.175,54,5,11,5.0,11.0,0.455,1,1,1,1,11368,6375,8971,8971,3026,2408,2408,2308,2618,2618,7824,1879,9257,5366,3164,3001,11175,11366,11001,14042,9077,8578,11504,6073,6073,3815,6330,6285,6330,6285,12221,1,25:24,2016,2017
2016-17,200765,Rajon Rondo,Rajon,1610612741,CHI,Chicago Bulls,21601222,2017-04-12T00:00:00,CHI vs. BKN,W,19.9,95.4,95.3,95.3,73.3,72.1,72.1,22.1,23.3,23.3,0.455,5.0,33.3,0.16,0.08,0.12,0.067,0.067,0.005560000000000001,0.005560000000000001,0.192,0.192,102.67,103.59,86.32,103.59,0.188,43,4,9,4.0,9.0,0.444,1,1,1,1,16024,18345,18638,18638,1237,1144,1144,4502,4182,4183,922,595,2634,1337,17206,6877,11507,11629,9838,11743,11614,12178,6961,5474,5474,3029,8702,8880,8702,8880,12539,1,19:56,2016,2017
2016-17,203530,Joffrey Lauvergne,Joffrey,1610612741,CHI,Chicago Bulls,21601222,2017-04-12T00:00:00,CHI vs. BKN,W,6.0,141.7,130.8,130.8,53.8,53.8,53.8,87.8,76.9,76.9,0.333,0.0,66.7,0.25,0.333,0.308,0.0,0.0,0.01,0.01,0.071,0.077,100.56,104.58,87.15,104.58,0.283,13,1,1,1.0,1.0,1.0,1,1,1,1,23997,892,2234,2234,381,406,406,183,247,247,2209,13122,173,239,1102,213,1,1,404,646,24283,24147,9698,4554,4552,596,18863,23566,18863,23566,1,1,5:58,2016,2017
2016-17,201627,Anthony Morrow,Anthony,1610612741,CHI,Chicago Bulls,21601222,2017-04-12T00:00:00,CHI vs. BKN,W,4.4,144.4,144.4,144.4,44.4,40.0,40.0,100.0,104.4,104.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008329999999999999,0.008329999999999999,0.3,0.3,99.31,104.83,87.36,104.83,0.211,9,2,3,2.0,3.0,0.667,1,1,1,1,24634,722,627,627,258,233,233,155,92,92,18531,13122,18531,12923,22443,23356,1,1,2078,2288,2112,2460,11586,4351,4351,1990,15070,20108,15070,20108,2938,1,4:21,2016,2017
2016-17,1627756,Denzel Valentine,Denzel,1610612741,CHI,Chicago Bulls,21601222,2017-04-12T00:00:00,CHI vs. BKN,W,6.0,141.7,130.8,130.8,53.8,53.8,53.8,87.8,76.9,76.9,0.2,0.0,20.0,0.0,0.111,0.077,0.0,0.0,0.00625,0.00625,0.286,0.308,100.56,104.58,87.15,104.58,0.189,13,2,4,2.0,4.0,0.5,1,1,1,1,23997,892,2234,2234,381,406,406,183,247,247,6368,13122,7906,12923,13517,12752,1,1,6985,8371,2775,2132,9698,4554,4552,2988,15070,18194,15070,18194,8149,1,5:58,2016,2017
2016-17,1627835,Paul Zipser,Paul,1610612741,CHI,Chicago Bulls,21601222,2017-04-12T00:00:00,CHI vs. BKN,W,28.4,108.9,108.2,108.2,80.3,76.7,76.7,28.6,31.5,31.5,0.133,0.0,13.3,0.0,0.182,0.09,0.0,0.0,0.00808,0.00808,0.188,0.192,99.79,102.43,85.36,102.43,0.21,61,8,13,8.0,13.0,0.615,1,1,1,1,8808,10928,11696,11696,2171,1618,1618,3064,2546,2546,10468,13122,12816,12923,7066,10852,1,1,2534,2748,12142,12190,10841,6749,6749,2020,2021,4303,2021,4303,4901,1,28:21,2016,2017
2016-17,1626245,Cristiano Felicio,Cristiano,1610612741,CHI,Chicago Bulls,21601222,2017-04-12T00:00:00,CHI vs. BKN,W,19.0,114.8,118.4,118.4,78.6,73.7,73.7,36.2,44.7,44.7,0.059,0.0,25.0,0.0,0.174,0.095,0.0,0.0,0.00333,0.00333,0.071,0.071,94.7,96.17,80.14,96.17,0.06,38,1,3,1.0,3.0,0.333,1,1,1,1,16804,7668,6252,6252,1877,1273,1273,1915,1135,1136,16442,13122,5373,12923,7727,9949,1,1,18559,20263,24283,24424,18829,16108,16108,16796,18863,20108,18863,20108,16811,1,18:58,2016,2017
2016-17,201577,Robin Lopez,Robin,1610612741,CHI,Chicago Bulls,21601222,2017-04-12T00:00:00,CHI vs. BKN,W,23.1,96.1,92.6,92.6,70.0,70.4,70.4,26.1,22.2,22.2,0.071,1.0,11.1,0.065,0.207,0.133,0.111,0.11599999999999999,0.005,0.0067800000000000004,0.125,0.123,110.62,112.37,93.64,112.37,0.154,54,2,4,2.0,4.0,0.5,1,1,1,1,13387,18010,19815,19815,959,1018,1018,3538,4418,4421,15359,7076,14202,6323,5491,5544,15675,16566,11001,6242,20051,20731,1337,1017,1017,5420,15070,18194,15070,18194,8149,1,23:04,2016,2017
2016-17,203487,Michael Carter-Williams,Michael,1610612741,CHI,Chicago Bulls,21601222,2017-04-12T00:00:00,CHI vs. BKN,W,6.0,141.7,130.8,130.8,53.8,53.8,53.8,87.8,76.9,76.9,0.143,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.56,104.58,87.15,104.58,0.075,13,0,0,0.0,0.0,0.0,1,1,1,1,23997,892,2234,2234,381,406,406,183,247,247,9568,13122,1,12923,22443,23356,1,1,22732,23374,25353,25356,9698,4554,4552,14845,22732,25027,22732,25027,22732,1,5:58,2016,2017
