group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank
Players,1628035,Alfonzo McKinnie,Alfonzo,1610612744,GSW,26.0,8,2,6,0.25,10.0,0.095,0.0,0.077,0.0,0.0,0.0,0.0,1.0,0.143,0.25,0.0,0.25,0.0,0.0,0.0,0.375,0.0,0.0,292,331,179,388,323,322,348,355,234,314,295,308,1,250,116,297,354,242,217,1,396,329,364
Players,2738,Andre Iguodala,Andre,1610612744,GSW,35.0,27,14,13,0.519,98.0,0.061,0.068,0.06,0.033,0.082,0.0,0.045,0.211,0.138,0.152,0.229,0.148,0.273,0.071,0.0,0.159,0.089,0.047,117,102,315,171,89,380,316,378,231,280,295,294,140,267,249,121,269,92,207,1,190,276,349
Players,101106,Andrew Bogut,Andrew,1610612744,GSW,34.0,3,1,2,0.333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371,365,72,354,411,403,348,393,234,314,295,308,276,51,48,297,1,242,217,1,1,329,364
Players,1627745,Damian Jones,Damian,1610612744,GSW,24.0,5,3,2,0.6,12.0,0.12,0.2,0.158,0.0,0.0,0.0,0.0,0.333,0.167,0.222,0.0,0.0,0.0,0.6,0.667,0.0,0.5,0.143,340,301,72,98,314,267,138,206,234,314,295,308,78,218,158,297,1,242,28,435,1,11,230
Players,1627814,Damion Lee,Damion,1610612744,GSW,26.0,2,1,1,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388,365,19,178,381,403,348,393,234,314,295,308,276,365,378,297,1,242,217,1,1,329,364
Players,202326,DeMarcus Cousins,DeMarcus,1610612744,GSW,28.0,9,7,2,0.778,11.0,0.214,0.0,0.167,0.0,0.1,0.333,0.5,0.5,0.6,0.571,0.2,0.333,0.0,0.0,0.0,0.429,0.5,0.077,282,223,72,23,322,94,348,189,234,266,56,19,26,7,8,132,396,242,217,1,409,11,321
Players,203110,Draymond Green,Draymond,1610612744,GSW,29.0,27,16,11,0.593,101.0,0.104,0.064,0.081,0.129,0.101,0.048,0.096,0.263,0.273,0.271,0.234,0.32,0.571,0.3,0.1,0.228,0.119,0.068,117,83,280,110,84,302,322,352,180,265,273,242,116,99,101,114,395,18,88,251,297,239,330
Players,201973,Jonas Jerebko,Jonas,1610612744,GSW,32.0,9,4,5,0.444,24.0,0.119,0.2,0.136,0.0,0.071,0.0,0.0,0.5,0.353,0.391,0.0,0.167,0.0,0.0,0.667,0.2,0.091,0.143,282,277,156,266,269,271,138,244,234,290,295,308,26,45,37,297,282,242,217,435,254,269,230
Players,1628395,Jordan Bell,Jordan,1610612744,GSW,24.0,5,2,3,0.4,6.0,0.2,0.5,0.286,0.0,0.0,0.4,0.333,0.0,0.4,0.4,0.0,0.0,0.0,1.0,0.0,0.4,0.333,0.4,340,331,109,308,360,104,7,59,234,314,37,52,276,32,30,297,1,242,1,1,405,50,22
Players,201142,Kevin Durant,Kevin,1610612744,GSW,30.0,32,19,13,0.594,126.0,0.338,0.33,0.364,0.211,0.242,0.519,0.478,0.091,0.247,0.218,0.4,0.286,0.0,0.278,0.385,0.2,0.365,0.363,73,44,315,108,47,27,51,25,137,120,16,24,232,125,165,37,378,242,98,401,254,41,33
