group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank
Players,1629634,Brandon Clarke,Brandon,1610612763,MEM,27.0,1,1,0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420,359,1,1,406,412,355,399,222,324,272,280,298,355,379,308,1,254,218,1,1,310,367
Players,201565,Derrick Rose,Derrick,1610612763,MEM,35.0,1,0,1,0.0,2.0,0.333,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,420,422,29,422,426,27,1,3,222,324,272,280,298,9,12,308,444,254,218,1,1,310,1
Players,1630217,Desmond Bane,Desmond,1610612763,MEM,26.0,16,6,10,0.375,64.0,0.247,0.268,0.269,0.667,0.366,0.256,0.229,0.125,0.116,0.119,0.375,0.158,0.1,0.167,0.3,0.189,0.222,0.283,196,221,303,341,149,78,82,76,8,39,89,114,223,305,313,41,296,234,157,387,241,125,71
Players,1641713,GG Jackson,GG,1610612763,MEM,19.0,16,5,11,0.313,51.0,0.204,0.242,0.241,0.6,0.375,0.167,0.19,0.222,0.143,0.162,0.0,0.087,0.125,0.0,0.0,0.077,0.125,0.247,196,240,324,369,172,116,101,94,15,34,149,140,148,264,255,308,229,209,218,1,115,227,89
Players,1629630,Ja Morant,Ja,1610612763,MEM,24.0,4,3,1,0.75,17.0,0.27,0.5,0.333,0.0,0.2,0.167,0.167,0.0,0.25,0.231,0.0,1.0,0.333,0.0,0.0,0.0,0.143,0.333,341,288,29,44,290,60,7,35,222,157,149,160,298,122,141,308,463,68,218,1,1,201,46
Players,1631298,Jack White,Jack,1610612763,MEM,26.0,1,0,1,0.0,3.0,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,420,422,29,422,418,299,355,399,222,324,272,280,82,355,120,308,463,254,218,1,1,310,367
Players,1631222,Jake LaRavia,Jake,1610612763,MEM,22.0,8,4,4,0.5,27.0,0.186,0.136,0.191,0.0,0.25,0.308,0.296,0.3,0.263,0.276,0.167,0.0,0.0,0.0,0.0,0.273,0.211,0.194,278,261,164,200,242,136,247,155,222,109,63,72,109,117,99,182,1,254,218,1,356,133,140
Players,1628991,Jaren Jackson Jr.,Jaren,1610612763,MEM,24.0,30,13,17,0.433,95.0,0.351,0.394,0.373,0.167,0.157,0.371,0.352,0.4,0.231,0.278,0.148,0.32,0.0,0.421,0.3,0.186,0.353,0.38,60,99,425,303,79,21,25,20,166,208,44,50,59,146,95,206,405,254,65,387,238,53,28
Players,1629723,John Konchar,John,1610612763,MEM,28.0,13,4,9,0.308,26.0,0.109,0.105,0.106,0.333,0.333,0.182,0.167,0.0,0.118,0.077,0.182,0.125,0.0,0.5,0.0,0.0,0.25,0.135,229,261,288,371,244,306,294,322,62,53,135,160,298,303,354,164,265,254,31,1,1,97,242
Players,1630692,Jordan Goodwin,Jordan,1610612763,MEM,25.0,18,9,9,0.5,37.0,0.11,0.182,0.136,0.0,0.095,0.0,0.0,0.313,0.087,0.179,0.222,0.143,0.125,0.0,0.0,0.292,0.0,0.116,173,167,288,200,210,303,162,258,222,283,272,280,106,333,225,126,281,209,218,1,384,310,272
Players,1630205,Lamar Stevens,Lamar,1610612763,MEM,26.0,8,6,2,0.75,17.0,0.159,0.143,0.179,0.0,0.125,0.182,0.182,0.167,0.333,0.267,0.0,0.2,0.0,0.4,0.0,0.5,0.1,0.143,278,221,98,44,288,180,229,172,222,247,135,152,190,63,107,308,323,254,66,1,448,259,224
Players,1628379,Luke Kennard,Luke,1610612763,MEM,28.0,14,7,7,0.5,44.0,0.16,0.167,0.155,0.667,0.318,0.258,0.242,0.0,0.273,0.162,0.0,0.118,0.5,0.0,0.286,0.048,0.143,0.22,215,200,243,200,185,177,188,217,8,65,88,104,298,106,255,308,261,25,218,373,105,201,113
Players,203935,Marcus Smart,Marcus,1610612763,MEM,30.0,9,4,5,0.444,35.0,0.118,0.111,0.121,0.0,0.13,0.174,0.143,0.0,0.091,0.065,0.5,0.2,0.667,0.0,0.0,0.167,0.263,0.123,265,261,196,285,216,290,280,289,222,243,145,185,298,326,366,18,323,18,218,1,212,94,256
Players,1630562,Matt Hurt,Matt,1610612763,MEM,24.0,2,0,2,0.0,0.0,0.333,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393,422,98,422,445,27,355,3,222,324,272,280,1,355,1,308,1,254,218,1,1,310,367
Players,1630583,Santi Aldama,Santi,1610612763,MEM,23.0,20,7,13,0.35,55.0,0.134,0.125,0.155,0.0,0.25,0.088,0.111,0.0,0.125,0.089,0.357,0.136,0.143,0.214,0.2,0.2,0.143,0.108,157,200,365,349,161,243,259,218,222,109,233,218,298,293,347,52,278,196,135,319,255,201,285
Players,1630590,Scotty Pippen Jr.,Scotty,1610612763,MEM,23.0,4,2,2,0.5,9.0,0.217,0.125,0.125,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.75,0.6,0.0,0.0,0.0,0.5,0.0,0.1,341,315,98,200,346,94,259,284,222,324,272,280,32,355,186,4,460,254,218,1,448,310,295
Players,1641851,Timmy Allen,Timmy,1610612763,MEM,24.0,1,0,1,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,420,422,29,422,387,412,355,399,222,324,272,280,298,355,379,308,1,254,218,1,1,10,367
Players,1641998,Trey Jemison III,Trey,1610612763,MEM,24.0,4,1,3,0.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.333,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,341,359,132,382,407,412,355,399,222,324,272,280,298,9,58,308,1,254,218,1,403,310,367
Players,1631246,Vince Williams Jr.,Vince,1610612763,MEM,23.0,21,10,11,0.476,68.0,0.169,0.119,0.142,0.167,0.162,0.157,0.155,0.15,0.125,0.133,0.273,0.304,0.125,0.286,0.25,0.385,0.214,0.135,148,153,324,252,141,168,273,251,166,202,164,174,208,293,296,95,395,209,97,345,433,131,241
Players,1629139,Yuta Watanabe,Yuta,1610612763,MEM,29.0,8,3,5,0.375,4.0,0.154,0.0,0.25,0.0,0.4,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,278,288,196,341,392,196,355,85,222,27,272,280,1,355,12,308,1,254,218,1,448,310,367
