group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank
Players,1629634,Brandon Clarke,Brandon,1610612763,MEM,27.0,1,1,0,1.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,420,359,1,1,152,371,324,332,128,222,169,272,226,329,286,251,217,79,323,259,355,399,355
Players,201565,Derrick Rose,Derrick,1610612763,MEM,35.0,1,0,1,0.0,2.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1.0,420,422,29,422,328,1,324,1,128,222,169,272,226,1,286,1,217,79,323,1,290,364,1
Players,1630217,Desmond Bane,Desmond,1610612763,MEM,26.0,16,6,10,0.375,4.0,0.464,0.536,0.389,0.111,0.333,0.056,0.278,0.222,0.278,0.143,0.857,0.75,0.25,0.364,0.636,11,28,0.393,196,221,303,341,41,277,121,240,53,127,142,125,66,255,277,55,159,56,282,73,94,90,234
Players,1641713,GG Jackson,GG,1610612763,MEM,19.0,16,5,11,0.313,3.2,0.526,0.474,0.455,0.0,0.409,0.091,0.136,0.318,0.455,0.8,0.2,0.667,0.333,0.75,0.25,8,19,0.421,196,240,324,369,154,229,170,203,128,101,92,246,40,165,90,237,172,42,136,206,137,137,207
Players,1629630,Ja Morant,Ja,1610612763,MEM,24.0,4,3,1,0.75,4.2,0.714,0.286,0.769,0.0,0.0,0.154,0.231,0.154,0.769,0.2,0.8,0.0,0.0,0.2,0.8,5,7,0.714,341,288,29,44,37,137,260,88,128,222,57,175,122,80,264,64,217,79,312,40,175,220,34
Players,1631298,Jack White,Jack,1610612763,MEM,26.0,1,0,1,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,420,422,29,422,246,371,324,332,128,222,169,272,226,329,286,251,217,79,323,259,355,399,355
Players,1631222,Jake LaRavia,Jake,1610612763,MEM,22.0,8,4,4,0.5,3.4,0.667,0.333,0.429,0.0,0.0,0.143,0.571,0.0,0.429,0.333,0.667,0.0,0.0,0.333,0.667,3,9,0.333,278,261,164,200,109,159,224,210,128,222,65,18,226,173,223,94,217,79,286,59,216,198,278
Players,1628991,Jaren Jackson Jr.,Jaren,1610612763,MEM,24.0,30,13,17,0.433,3.2,0.864,0.136,0.658,0.053,0.039,0.039,0.303,0.211,0.605,0.4,0.6,0.0,1.0,0.385,0.615,26,59,0.441,60,99,425,303,156,88,311,121,106,220,156,98,74,117,211,117,217,1,276,79,25,24,182
Players,1629723,John Konchar,John,1610612763,MEM,28.0,13,4,9,0.308,2.0,0.2,0.8,0.286,0.0,0.429,0.286,0.285,0.0,0.286,1.0,0.0,1.0,0.0,1.0,0.0,2,5,0.4,229,261,288,371,333,358,35,277,128,91,26,116,226,246,1,251,1,79,1,259,252,253,222
Players,1630692,Jordan Goodwin,Jordan,1610612763,MEM,25.0,18,9,9,0.5,2.0,0.778,0.222,1.0,0.25,0.0,0.0,0.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0,1.0,4,9,0.444,173,167,288,200,332,109,289,1,10,222,169,272,226,82,286,1,217,79,323,1,191,198,178
Players,1630205,Lamar Stevens,Lamar,1610612763,MEM,26.0,8,6,2,0.75,2.2,0.8,0.2,0.667,0.0,0.0,0.0,0.333,0.0,0.667,0.5,0.5,0.0,0.0,0.5,0.5,2,5,0.4,278,221,98,44,313,101,291,109,128,222,169,74,226,98,167,137,217,79,218,108,252,253,222
Players,1628379,Luke Kennard,Luke,1610612763,MEM,28.0,14,7,7,0.5,3.1,0.364,0.636,0.222,0.0,0.333,0.0,0.445,0.056,0.222,0.5,0.5,1.0,0.0,0.75,0.25,4,11,0.364,215,200,243,200,165,310,87,297,128,127,169,35,213,280,167,137,1,79,136,206,191,183,259
Players,203935,Marcus Smart,Marcus,1610612763,MEM,30.0,9,4,5,0.444,3.8,0.571,0.429,0.6,0.2,0.0,0.3,0.4,0.4,0.4,0.0,1.0,0.0,0.0,0.0,1.0,3,7,0.429,265,261,196,285,55,214,182,134,21,222,24,43,25,186,286,1,217,79,323,1,216,220,194
Players,1630562,Matt Hurt,Matt,1610612763,MEM,24.0,2,0,2,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,393,422,98,422,447,1,324,332,128,222,169,272,226,329,286,251,217,79,323,259,355,364,355
Players,1630583,Santi Aldama,Santi,1610612763,MEM,23.0,20,7,13,0.35,2.8,0.462,0.538,0.727,0.0,0.0,0.0,0.273,0.182,0.727,0.5,0.5,0.0,0.0,0.5,0.5,4,13,0.308,157,200,365,349,230,280,117,94,128,222,169,131,100,86,167,137,217,79,218,108,191,167,309
Players,1630590,Scotty Pippen Jr.,Scotty,1610612763,MEM,23.0,4,2,2,0.5,2.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2,0.5,341,315,98,200,320,1,324,1,128,222,169,272,226,1,286,1,217,79,323,1,290,330,103
Players,1641851,Timmy Allen,Timmy,1610612763,MEM,24.0,1,0,1,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,420,422,29,422,21,371,324,332,128,222,169,272,226,329,286,251,217,79,323,259,355,399,355
Players,1641998,Trey Jemison III,Trey,1610612763,MEM,24.0,4,1,3,0.25,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,341,359,132,382,429,371,324,332,128,222,169,272,226,329,286,251,217,79,323,259,355,399,355
Players,1631246,Vince Williams Jr.,Vince,1610612763,MEM,23.0,21,10,11,0.476,3.2,0.6,0.4,0.421,0.0,0.158,0.0,0.421,0.158,0.421,0.25,0.75,1.0,0.0,0.4,0.6,5,15,0.333,148,153,324,252,144,193,202,214,128,193,169,40,117,177,256,71,1,79,270,82,175,156,278
Players,1629139,Yuta Watanabe,Yuta,1610612763,MEM,29.0,8,3,5,0.375,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,278,288,196,341,437,371,1,332,128,222,169,272,226,329,286,251,217,79,323,259,355,330,355
Players,1630533,Ziaire Williams,Ziaire,1610612763,MEM,22.0,11,4,7,0.364,2.9,0.625,0.375,0.857,0.0,0.0,0.0,0.143,0.286,0.857,0.667,0.333,0.0,0.0,0.667,0.333,3,8,0.375,253,261,243,346,208,182,216,67,128,222,169,236,45,60,114,196,217,79,169,165,216,211,250
