TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,GP,G,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
1610612764,Washington Wizards,WAS,6,6,0.481,23.0,37.33,0.616,0.616,0.481,23.0,37.33,0.616,0.0,0.0,0.0,
1610612757,Portland Trail Blazers,POR,4,4,0.461,26.25,37.0,0.709,0.709,0.461,26.25,37.0,0.709,0.0,0.0,0.0,
1610612760,Oklahoma City Thunder,OKC,6,6,0.434,21.33,34.67,0.615,0.615,0.434,21.33,34.67,0.615,0.0,0.0,0.0,
1610612744,Golden State Warriors,GSW,21,21,0.424,22.0,34.57,0.636,0.636,0.424,22.0,34.57,0.636,0.0,0.0,0.0,
1610612748,Miami Heat,MIA,5,5,0.425,21.4,34.4,0.622,0.622,0.425,21.4,34.4,0.622,0.0,0.0,0.0,
1610612745,Houston Rockets,HOU,17,17,0.443,22.06,34.18,0.645,0.645,0.443,22.06,34.18,0.645,0.0,0.0,0.0,
1610612739,Cleveland Cavaliers,CLE,22,22,0.432,22.05,33.5,0.658,0.658,0.432,22.05,33.5,0.658,0.0,0.0,0.0,
1610612750,Minnesota Timberwolves,MIN,5,5,0.389,20.6,33.0,0.624,0.624,0.389,20.6,33.0,0.624,0.0,0.0,0.0,
1610612749,Milwaukee Bucks,MIL,7,7,0.425,20.14,32.57,0.618,0.618,0.425,20.14,32.57,0.618,0.0,0.0,0.0,
1610612761,Toronto Raptors,TOR,10,10,0.402,21.7,32.1,0.676,0.676,0.402,21.7,32.1,0.676,0.0,0.0,0.0,
1610612738,Boston Celtics,BOS,19,19,0.401,20.42,30.95,0.66,0.66,0.401,20.42,30.95,0.66,0.0,0.0,0.0,
1610612740,New Orleans Pelicans,NOP,9,9,0.346,20.56,30.22,0.68,0.68,0.346,20.56,30.22,0.68,0.0,0.0,0.0,
1610612755,Philadelphia 76ers,PHI,10,10,0.374,17.5,29.5,0.593,0.593,0.374,17.5,29.5,0.593,0.0,0.0,0.0,
1610612762,Utah Jazz,UTA,11,11,0.361,17.91,29.45,0.608,0.608,0.361,17.91,29.45,0.608,0.0,0.0,0.0,
1610612754,Indiana Pacers,IND,7,7,0.352,16.71,25.86,0.646,0.646,0.352,16.71,25.86,0.646,0.0,0.0,0.0,
1610612759,San Antonio Spurs,SAS,5,5,0.311,15.2,24.8,0.613,0.613,0.311,15.2,24.8,0.613,0.0,0.0,0.0,
