season,team_id,game_id,game_date,away_team,home_team,opponent_id,pf,opp_pf,wl,differential,round,game_no_in_series
2024-25,1610612746,42400171,2025-04-19,LAC,DEN,1610612743,110,112,L,-2,rnd1,1
2024-25,1610612746,42400172,2025-04-21,LAC,DEN,1610612743,105,102,W,3,rnd1,2
2024-25,1610612746,42400173,2025-04-24,DEN,LAC,1610612743,117,83,W,34,rnd1,3
2024-25,1610612746,42400174,2025-04-26,DEN,LAC,1610612743,99,101,L,-2,rnd1,4
2024-25,1610612746,42400175,2025-04-29,LAC,DEN,1610612743,115,131,L,-16,rnd1,5
2024-25,1610612746,42400176,2025-05-01,DEN,LAC,1610612743,111,105,W,6,rnd1,6
2024-25,1610612746,42400177,2025-05-03,LAC,DEN,1610612743,101,120,L,-19,rnd1,7
