GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,USG_PCT,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,USG_PCT_RANK,PCT_FGM_RANK,PCT_FGA_RANK,PCT_FG3M_RANK,PCT_FG3A_RANK,PCT_FTM_RANK,PCT_FTA_RANK,PCT_OREB_RANK,PCT_DREB_RANK,PCT_REB_RANK,PCT_AST_RANK,PCT_TOV_RANK,PCT_STL_RANK,PCT_BLK_RANK,PCT_BLKA_RANK,PCT_PF_RANK,PCT_PFD_RANK,PCT_PTS_RANK
Players,1626148,Anthony Brown,Anthony,1610612747,LAL,23.0,4,1,3,0.25,14.0,0.028,0.0,0.036,0.0,0.125,0.0,0.0,0.0,0.143,0.077,0.0,0.0,0.0,0.0,0.0,0.273,0.0,0.0,339,362,109,380,297,389,342,375,209,221,299,312,270,249,346,287,1,237,200,1,335,326,359
Players,101138,Brandon Bass,Brandon,1610612747,LAL,31.0,20,7,13,0.35,61.0,0.13,0.18,0.142,0.0,0.0,0.108,0.109,0.429,0.065,0.178,0.125,0.063,0.5,0.75,0.25,0.35,0.188,0.143,196,215,281,325,171,242,181,235,209,275,228,235,62,340,206,188,176,15,12,327,393,155,218
Players,1626156,D'Angelo Russell,D'Angelo,1610612747,LAL,20.0,20,5,15,0.25,56.0,0.225,0.263,0.226,0.417,0.242,0.194,0.195,0.111,0.212,0.176,0.364,0.364,0.0,0.0,0.0,0.156,0.148,0.261,196,252,313,380,181,87,88,115,43,128,140,146,200,160,208,59,406,237,200,1,161,203,80
Players,203903,Jordan Clarkson,Jordan,1610612747,LAL,24.0,29,11,18,0.379,83.0,0.228,0.233,0.208,0.056,0.044,0.224,0.22,0.174,0.104,0.127,0.143,0.412,0.3,0.0,0.5,0.138,0.179,0.215,117,157,361,306,133,85,117,134,200,263,114,124,158,313,274,177,417,80,200,404,128,166,133
Players,203944,Julius Randle,Julius,1610612747,LAL,21.0,29,11,18,0.379,94.0,0.16,0.194,0.148,0.05,0.077,0.164,0.241,0.355,0.5,0.448,0.182,0.158,0.2,0.0,0.429,0.267,0.226,0.172,117,157,361,306,113,180,163,219,204,240,162,111,80,8,19,143,270,139,200,395,331,116,179
Players,977,Kobe Bryant,Kobe,1610612747,LAL,37.0,24,8,16,0.333,57.0,0.455,0.487,0.519,0.714,0.615,0.426,0.393,0.0,0.103,0.065,0.313,0.0,0.0,0.0,0.0,0.156,0.415,0.489,163,195,324,330,180,4,14,3,14,5,29,36,270,315,353,76,1,237,200,1,158,25,7
Players,1626204,Larry Nance Jr.,Larry,1610612747,LAL,23.0,12,3,9,0.25,34.0,0.051,0.077,0.071,0.0,0.0,0.0,0.043,0.111,0.1,0.103,0.125,0.0,0.0,0.667,0.0,0.25,0.063,0.054,257,293,223,380,233,377,297,346,209,275,299,297,200,320,313,188,1,237,18,1,299,297,345
Players,101150,Lou Williams,Lou,1610612747,LAL,29.0,25,8,17,0.32,80.0,0.219,0.232,0.255,0.467,0.477,0.25,0.203,0.08,0.106,0.097,0.286,0.111,0.125,0.286,0.167,0.174,0.182,0.257,151,195,341,360,138,99,119,83,32,18,97,138,229,309,320,83,216,192,95,285,193,163,85
Players,1626273,Marcelo Huertas,Marcelo,1610612747,LAL,33.0,6,2,4,0.333,14.0,0.059,0.0,0.074,0.0,0.0,0.0,0.0,0.5,0.273,0.333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,326,127,330,298,371,342,343,209,275,299,312,32,88,51,22,1,237,200,1,1,326,359
Players,1897,Metta World Peace,Metta,1610612747,LAL,36.0,3,0,3,0.0,8.0,0.176,0.125,0.214,1.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.167,0.0,0.15,357,408,109,408,344,158,236,125,1,4,299,312,270,356,370,287,1,1,200,1,171,326,206
Players,201156,Nick Young,Nick,1610612747,LAL,31.0,15,4,11,0.267,25.0,0.1,0.053,0.146,0.0,0.174,0.0,0.0,0.222,0.176,0.192,0.0,0.0,0.0,0.0,0.5,0.053,0.0,0.031,233,270,251,377,260,303,323,223,209,180,299,312,136,206,190,287,1,237,200,404,65,326,356
Players,203135,Robert Sacre,Robert,1610612747,LAL,27.0,1,0,1,0.0,2.0,0.167,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.4,404,408,31,408,394,171,1,4,209,275,299,312,270,356,370,287,1,237,200,1,421,326,20
Players,201579,Roy Hibbert,Roy,1610612747,LAL,29.0,12,4,8,0.333,36.0,0.08,0.05,0.048,0.0,0.0,0.214,0.194,0.357,0.294,0.323,0.0,0.25,0.0,0.75,0.0,0.211,0.217,0.113,257,270,204,330,230,334,326,368,209,275,126,148,78,73,67,287,347,237,12,1,253,126,263
Players,203527,Ryan Kelly,Ryan,1610612747,LAL,25.0,4,1,3,0.25,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.333,0.273,0.0,0.5,0.0,0.333,0.0,0.0,0.5,0.0,339,362,109,380,348,303,342,379,209,275,299,34,270,41,97,287,423,237,70,1,1,7,359
Players,204028,Tarik Black,Tarik,1610612747,LAL,24.0,2,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374,408,75,408,410,390,342,379,209,275,299,312,270,356,370,287,1,237,200,1,1,326,359
