team_id,team_name,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,team
1610612737,Atlanta Hawks,44,24,20,0.545,46.8,15.3,13.8,9.9,40.7,11.0,17.2,10.2,35.0,10,13,12,13,16,11,17,9,9,9,27,21,14,ATLANTA HAWKS
1610612738,Boston Celtics,46,25,21,0.543,43.7,16.9,16.1,14.7,41.0,10.8,14.1,7.5,37.1,7,7,15,14,19,7,8,3,6,8,18,7,18,BOSTON CELTICS
1610612751,Brooklyn Nets,41,15,26,0.366,48.1,13.9,14.6,9.2,38.8,20.4,9.9,8.2,42.2,21,25,23,25,24,16,13,13,11,28,2,12,28,BROOKLYN NETS
1610612766,Charlotte Hornets,42,22,20,0.524,46.9,14.8,14.8,6.3,28.4,7.9,13.3,11.5,38.7,16,15,12,15,20,15,12,24,29,2,13,26,22,CHARLOTTE HORNETS
1610612741,Chicago Bulls,46,27,19,0.587,49.6,10.5,9.3,1.9,30.4,12.9,20.1,12.1,46.3,7,5,9,7,3,26,29,30,27,12,30,27,30,CHICAGO BULLS
1610612739,Cleveland Cavaliers,33,19,14,0.576,48.6,16.0,15.4,11.6,41.6,14.0,15.0,9.2,35.5,28,20,3,9,23,8,11,8,4,14,22,19,16,CLEVELAND CAVALIERS
1610612742,Dallas Mavericks,49,25,24,0.51,50.1,18.0,8.6,11.8,32.4,8.0,13.7,8.9,37.3,5,7,20,16,1,4,30,7,23,4,15,18,19,DALLAS MAVERICKS
1610612743,Denver Nuggets,52,25,27,0.481,48.7,9.8,11.3,9.5,38.7,15.6,12.8,7.8,37.7,2,7,25,19,8,28,23,11,12,18,9,9,20,DENVER NUGGETS
1610612765,Detroit Pistons,42,25,17,0.595,46.3,13.4,13.2,5.4,40.9,7.8,10.2,4.8,34.9,16,7,4,4,10,18,18,26,7,1,4,1,13,DETROIT PISTONS
1610612744,Golden State Warriors,34,30,4,0.882,47.1,17.7,17.4,14.8,42.0,12.8,10.2,8.5,34.8,26,2,1,1,22,5,4,2,3,11,3,15,12,GOLDEN STATE WARRIORS
